# Program:featureCounts v2.0.0; Command:"/home/vera/bin/subread-2.0.0-source/bin/featureCounts" "-a" "/media/vera/big_data/coriandR/genom/bins.gtf" "-o" "output/15980MLL/patient.fc.tsv" "-T" "8" "output/15980MLL/patient.bam" 
Geneid	Chr	Start	End	Strand	Length	output/15980MLL/patient.bam
chr12-94	chr12	94000001	95000000	.	1000000	3132
chr12-95	chr12	95000001	96000000	.	1000000	3018
chr12-96	chr12	96000001	97000000	.	1000000	2892
chr12-97	chr12	97000001	98000000	.	1000000	2739
chr12-98	chr12	98000001	99000000	.	1000000	3007
chr12-99	chr12	99000001	100000000	.	1000000	2421
chr12-100	chr12	100000001	101000000	.	1000000	3018
chr12-101	chr12	101000001	102000000	.	1000000	3070
chr12-102	chr12	102000001	103000000	.	1000000	2765
chr12-103	chr12	103000001	104000000	.	1000000	3045
chr12-104	chr12	104000001	105000000	.	1000000	3151
chr12-105	chr12	105000001	106000000	.	1000000	3025
chr12-106	chr12	106000001	107000000	.	1000000	3067
chr12-107	chr12	107000001	108000000	.	1000000	3296
chr12-108	chr12	108000001	109000000	.	1000000	3424
chr12-109	chr12	109000001	110000000	.	1000000	3414
chr12-110	chr12	110000001	111000000	.	1000000	3245
chr12-111	chr12	111000001	112000000	.	1000000	3551
chr12-112	chr12	112000001	113000000	.	1000000	3322
chr12-113	chr12	113000001	114000000	.	1000000	3450
chr12-114	chr12	114000001	115000000	.	1000000	3249
chr12-115	chr12	115000001	116000000	.	1000000	3200
chr12-116	chr12	116000001	117000000	.	1000000	3277
chr12-117	chr12	117000001	118000000	.	1000000	3324
chr12-118	chr12	118000001	119000000	.	1000000	3131
chr12-119	chr12	119000001	120000000	.	1000000	3297
chr12-120	chr12	120000001	121000000	.	1000000	3537
chr12-121	chr12	121000001	122000000	.	1000000	3454
chr12-122	chr12	122000001	123000000	.	1000000	3439
chr12-123	chr12	123000001	124000000	.	1000000	3505
chr12-124	chr12	124000001	125000000	.	1000000	3340
chr12-125	chr12	125000001	126000000	.	1000000	3449
chr12-126	chr12	126000001	127000000	.	1000000	2967
chr12-127	chr12	127000001	128000000	.	1000000	3043
chr12-128	chr12	128000001	129000000	.	1000000	3367
chr12-129	chr12	129000001	130000000	.	1000000	3266
chr12-130	chr12	130000001	131000000	.	1000000	3491
chr12-131	chr12	131000001	132000000	.	1000000	3505
chr12-132	chr12	132000001	133000000	.	1000000	3482
chr12-133	chr12	133000001	133275309	.	275309	833
chr13-0	chr13	1	1000000	.	1000000	0
chr13-1	chr13	1000001	2000000	.	1000000	0
chr13-2	chr13	2000001	3000000	.	1000000	0
chr13-3	chr13	3000001	4000000	.	1000000	0
chr13-4	chr13	4000001	5000000	.	1000000	0
chr13-5	chr13	5000001	6000000	.	1000000	0
chr13-6	chr13	6000001	7000000	.	1000000	0
chr13-7	chr13	7000001	8000000	.	1000000	0
chr13-8	chr13	8000001	9000000	.	1000000	0
chr13-9	chr13	9000001	10000000	.	1000000	0
chr13-10	chr13	10000001	11000000	.	1000000	0
chr13-11	chr13	11000001	12000000	.	1000000	0
chr13-12	chr13	12000001	13000000	.	1000000	0
chr13-13	chr13	13000001	14000000	.	1000000	0
chr13-14	chr13	14000001	15000000	.	1000000	0
chr13-15	chr13	15000001	16000000	.	1000000	0
chr13-16	chr13	16000001	17000000	.	1000000	5385
chr13-17	chr13	17000001	18000000	.	1000000	10840
chr13-18	chr13	18000001	19000000	.	1000000	4741
chr13-19	chr13	19000001	20000000	.	1000000	2982
chr13-20	chr13	20000001	21000000	.	1000000	3187
chr13-21	chr13	21000001	22000000	.	1000000	3222
chr13-22	chr13	22000001	23000000	.	1000000	2817
chr13-23	chr13	23000001	24000000	.	1000000	3015
chr13-24	chr13	24000001	25000000	.	1000000	3265
chr13-25	chr13	25000001	26000000	.	1000000	3066
chr13-26	chr13	26000001	27000000	.	1000000	3250
chr13-27	chr13	27000001	28000000	.	1000000	3169
chr13-28	chr13	28000001	29000000	.	1000000	3072
chr13-29	chr13	29000001	30000000	.	1000000	3154
chr13-30	chr13	30000001	31000000	.	1000000	3209
chr13-31	chr13	31000001	32000000	.	1000000	3108
chr13-32	chr13	32000001	33000000	.	1000000	2858
chr13-33	chr13	33000001	34000000	.	1000000	3054
chr13-34	chr13	34000001	35000000	.	1000000	2784
chr13-35	chr13	35000001	36000000	.	1000000	2269
chr13-36	chr13	36000001	37000000	.	1000000	2939
chr13-37	chr13	37000001	38000000	.	1000000	2221
chr13-38	chr13	38000001	39000000	.	1000000	2388
chr13-39	chr13	39000001	40000000	.	1000000	2781
chr13-40	chr13	40000001	41000000	.	1000000	2970
chr13-41	chr13	41000001	42000000	.	1000000	2732
chr13-42	chr13	42000001	43000000	.	1000000	2976
chr13-43	chr13	43000001	44000000	.	1000000	2687
chr13-44	chr13	44000001	45000000	.	1000000	3236
chr13-45	chr13	45000001	46000000	.	1000000	3036
chr13-46	chr13	46000001	47000000	.	1000000	2846
chr13-47	chr13	47000001	48000000	.	1000000	2660
chr13-48	chr13	48000001	49000000	.	1000000	2906
chr13-49	chr13	49000001	50000000	.	1000000	2958
chr13-50	chr13	50000001	51000000	.	1000000	2944
chr13-51	chr13	51000001	52000000	.	1000000	3055
chr13-52	chr13	52000001	53000000	.	1000000	3057
chr13-53	chr13	53000001	54000000	.	1000000	2305
chr13-54	chr13	54000001	55000000	.	1000000	2043
chr13-55	chr13	55000001	56000000	.	1000000	1710
chr13-56	chr13	56000001	57000000	.	1000000	1530
chr13-57	chr13	57000001	58000000	.	1000000	1635
chr13-58	chr13	58000001	59000000	.	1000000	1813
chr13-59	chr13	59000001	60000000	.	1000000	2606
chr13-60	chr13	60000001	61000000	.	1000000	2569
chr13-61	chr13	61000001	62000000	.	1000000	1968
chr13-62	chr13	62000001	63000000	.	1000000	1771
chr13-63	chr13	63000001	64000000	.	1000000	2014
chr13-64	chr13	64000001	65000000	.	1000000	1587
chr13-65	chr13	65000001	66000000	.	1000000	1662
chr13-66	chr13	66000001	67000000	.	1000000	1768
chr13-67	chr13	67000001	68000000	.	1000000	1705
chr13-68	chr13	68000001	69000000	.	1000000	1593
chr13-69	chr13	69000001	70000000	.	1000000	1673
chr13-70	chr13	70000001	71000000	.	1000000	1746
chr13-71	chr13	71000001	72000000	.	1000000	1819
chr13-72	chr13	72000001	73000000	.	1000000	2337
chr13-73	chr13	73000001	74000000	.	1000000	2844
chr13-74	chr13	74000001	75000000	.	1000000	2360
chr13-75	chr13	75000001	76000000	.	1000000	2637
chr13-76	chr13	76000001	77000000	.	1000000	2495
chr13-77	chr13	77000001	78000000	.	1000000	2612
chr13-78	chr13	78000001	79000000	.	1000000	2480
chr13-79	chr13	79000001	80000000	.	1000000	2337
chr13-80	chr13	80000001	81000000	.	1000000	2471
chr13-81	chr13	81000001	82000000	.	1000000	1786
chr13-82	chr13	82000001	83000000	.	1000000	1817
chr13-83	chr13	83000001	84000000	.	1000000	1899
chr13-84	chr13	84000001	85000000	.	1000000	1868
chr13-85	chr13	85000001	86000000	.	1000000	2025
chr13-86	chr13	86000001	87000000	.	1000000	1741
chr13-87	chr13	87000001	88000000	.	1000000	1780
chr13-88	chr13	88000001	89000000	.	1000000	1650
chr13-89	chr13	89000001	90000000	.	1000000	1839
chr13-90	chr13	90000001	91000000	.	1000000	2219
chr13-91	chr13	91000001	92000000	.	1000000	2339
chr13-92	chr13	92000001	93000000	.	1000000	2062
chr13-93	chr13	93000001	94000000	.	1000000	2418
chr13-94	chr13	94000001	95000000	.	1000000	2805
chr13-95	chr13	95000001	96000000	.	1000000	2850
chr13-96	chr13	96000001	97000000	.	1000000	2652
chr13-97	chr13	97000001	98000000	.	1000000	3012
chr13-98	chr13	98000001	99000000	.	1000000	3164
chr13-99	chr13	99000001	100000000	.	1000000	3291
chr13-100	chr13	100000001	101000000	.	1000000	2975
chr13-101	chr13	101000001	102000000	.	1000000	2555
chr13-102	chr13	102000001	103000000	.	1000000	2741
chr13-103	chr13	103000001	104000000	.	1000000	2274
chr13-104	chr13	104000001	105000000	.	1000000	2098
chr13-105	chr13	105000001	106000000	.	1000000	2384
chr13-106	chr13	106000001	107000000	.	1000000	2857
chr13-107	chr13	107000001	108000000	.	1000000	2556
chr13-108	chr13	108000001	109000000	.	1000000	2762
chr13-109	chr13	109000001	110000000	.	1000000	3019
chr13-110	chr13	110000001	111000000	.	1000000	3272
chr13-111	chr13	111000001	112000000	.	1000000	2934
chr13-112	chr13	112000001	113000000	.	1000000	3326
chr13-113	chr13	113000001	114000000	.	1000000	3276
chr13-114	chr13	114000001	114364328	.	364328	1174
chr14-0	chr14	1	1000000	.	1000000	0
chr14-1	chr14	1000001	2000000	.	1000000	0
chr14-2	chr14	2000001	3000000	.	1000000	0
chr14-3	chr14	3000001	4000000	.	1000000	0
chr14-4	chr14	4000001	5000000	.	1000000	0
chr14-5	chr14	5000001	6000000	.	1000000	0
chr14-6	chr14	6000001	7000000	.	1000000	0
chr14-7	chr14	7000001	8000000	.	1000000	0
chr14-8	chr14	8000001	9000000	.	1000000	0
chr14-9	chr14	9000001	10000000	.	1000000	0
chr14-10	chr14	10000001	11000000	.	1000000	0
chr14-11	chr14	11000001	12000000	.	1000000	0
chr14-12	chr14	12000001	13000000	.	1000000	0
chr14-13	chr14	13000001	14000000	.	1000000	0
chr14-14	chr14	14000001	15000000	.	1000000	0
chr14-15	chr14	15000001	16000000	.	1000000	0
chr14-16	chr14	16000001	17000000	.	1000000	257
chr14-17	chr14	17000001	18000000	.	1000000	0
chr14-18	chr14	18000001	19000000	.	1000000	2122
chr14-19	chr14	19000001	20000000	.	1000000	2735
chr14-20	chr14	20000001	21000000	.	1000000	3092
chr14-21	chr14	21000001	22000000	.	1000000	3105
chr14-22	chr14	22000001	23000000	.	1000000	3242
chr14-23	chr14	23000001	24000000	.	1000000	3232
chr14-24	chr14	24000001	25000000	.	1000000	3229
chr14-25	chr14	25000001	26000000	.	1000000	2557
chr14-26	chr14	26000001	27000000	.	1000000	1998
chr14-27	chr14	27000001	28000000	.	1000000	1557
chr14-28	chr14	28000001	29000000	.	1000000	2054
chr14-29	chr14	29000001	30000000	.	1000000	2036
chr14-30	chr14	30000001	31000000	.	1000000	2589
chr14-31	chr14	31000001	32000000	.	1000000	3051
chr14-32	chr14	32000001	33000000	.	1000000	2687
chr14-33	chr14	33000001	34000000	.	1000000	2734
chr14-34	chr14	34000001	35000000	.	1000000	3220
chr14-35	chr14	35000001	36000000	.	1000000	2991
chr14-36	chr14	36000001	37000000	.	1000000	2793
chr14-37	chr14	37000001	38000000	.	1000000	2439
chr14-38	chr14	38000001	39000000	.	1000000	2423
chr14-39	chr14	39000001	40000000	.	1000000	2695
chr14-40	chr14	40000001	41000000	.	1000000	1777
chr14-41	chr14	41000001	42000000	.	1000000	1665
chr14-42	chr14	42000001	43000000	.	1000000	1960
chr14-43	chr14	43000001	44000000	.	1000000	1730
chr14-44	chr14	44000001	45000000	.	1000000	2455
chr14-45	chr14	45000001	46000000	.	1000000	2395
chr14-46	chr14	46000001	47000000	.	1000000	1576
chr14-47	chr14	47000001	48000000	.	1000000	2119
chr14-48	chr14	48000001	49000000	.	1000000	1892
chr14-49	chr14	49000001	50000000	.	1000000	2990
chr14-50	chr14	50000001	51000000	.	1000000	3038
chr14-51	chr14	51000001	52000000	.	1000000	2961
chr14-52	chr14	52000001	53000000	.	1000000	2967
chr14-53	chr14	53000001	54000000	.	1000000	2812
chr14-54	chr14	54000001	55000000	.	1000000	3185
chr14-55	chr14	55000001	56000000	.	1000000	3041
chr14-56	chr14	56000001	57000000	.	1000000	2973
chr14-57	chr14	57000001	58000000	.	1000000	2796
chr14-58	chr14	58000001	59000000	.	1000000	3015
chr14-59	chr14	59000001	60000000	.	1000000	2797
chr14-60	chr14	60000001	61000000	.	1000000	2581
chr14-61	chr14	61000001	62000000	.	1000000	3188
chr14-62	chr14	62000001	63000000	.	1000000	2357
chr14-63	chr14	63000001	64000000	.	1000000	3082
chr14-64	chr14	64000001	65000000	.	1000000	3320
chr14-65	chr14	65000001	66000000	.	1000000	3082
chr14-66	chr14	66000001	67000000	.	1000000	2544
chr14-67	chr14	67000001	68000000	.	1000000	2985
chr14-68	chr14	68000001	69000000	.	1000000	3129
chr14-69	chr14	69000001	70000000	.	1000000	3344
chr14-70	chr14	70000001	71000000	.	1000000	3277
chr14-71	chr14	71000001	72000000	.	1000000	3107
chr14-72	chr14	72000001	73000000	.	1000000	3277
chr14-73	chr14	73000001	74000000	.	1000000	3244
chr14-74	chr14	74000001	75000000	.	1000000	3323
chr14-75	chr14	75000001	76000000	.	1000000	3375
chr14-76	chr14	76000001	77000000	.	1000000	3479
chr14-77	chr14	77000001	78000000	.	1000000	3370
chr14-78	chr14	78000001	79000000	.	1000000	3092
chr14-79	chr14	79000001	80000000	.	1000000	2592
chr14-80	chr14	80000001	81000000	.	1000000	2521
chr14-81	chr14	81000001	82000000	.	1000000	3096
chr14-82	chr14	82000001	83000000	.	1000000	2074
chr14-83	chr14	83000001	84000000	.	1000000	1938
chr14-84	chr14	84000001	85000000	.	1000000	2067
chr14-85	chr14	85000001	86000000	.	1000000	2363
chr14-86	chr14	86000001	87000000	.	1000000	2062
chr14-87	chr14	87000001	88000000	.	1000000	2624
chr14-88	chr14	88000001	89000000	.	1000000	2981
chr14-89	chr14	89000001	90000000	.	1000000	3326
chr14-90	chr14	90000001	91000000	.	1000000	3246
chr14-91	chr14	91000001	92000000	.	1000000	3132
chr14-92	chr14	92000001	93000000	.	1000000	3468
chr14-93	chr14	93000001	94000000	.	1000000	3110
chr14-94	chr14	94000001	95000000	.	1000000	3180
chr14-95	chr14	95000001	96000000	.	1000000	3321
chr14-96	chr14	96000001	97000000	.	1000000	2871
chr14-97	chr14	97000001	98000000	.	1000000	3206
chr14-98	chr14	98000001	99000000	.	1000000	3153
chr14-99	chr14	99000001	100000000	.	1000000	3282
chr14-100	chr14	100000001	101000000	.	1000000	3219
chr14-101	chr14	101000001	102000000	.	1000000	3296
chr14-102	chr14	102000001	103000000	.	1000000	3356
chr14-103	chr14	103000001	104000000	.	1000000	3510
chr14-104	chr14	104000001	105000000	.	1000000	3352
chr14-105	chr14	105000001	106000000	.	1000000	3446
chr14-106	chr14	106000001	107000000	.	1000000	2719
chr14-107	chr14	107000001	107043718	.	43718	0
chr15-0	chr15	1	1000000	.	1000000	0
chr15-1	chr15	1000001	2000000	.	1000000	0
chr15-2	chr15	2000001	3000000	.	1000000	0
chr15-3	chr15	3000001	4000000	.	1000000	0
chr15-4	chr15	4000001	5000000	.	1000000	0
chr15-5	chr15	5000001	6000000	.	1000000	0
chr15-6	chr15	6000001	7000000	.	1000000	0
chr15-7	chr15	7000001	8000000	.	1000000	0
chr15-8	chr15	8000001	9000000	.	1000000	0
chr15-9	chr15	9000001	10000000	.	1000000	0
chr15-10	chr15	10000001	11000000	.	1000000	0
chr15-11	chr15	11000001	12000000	.	1000000	0
chr15-12	chr15	12000001	13000000	.	1000000	0
chr15-13	chr15	13000001	14000000	.	1000000	0
chr15-14	chr15	14000001	15000000	.	1000000	0
chr15-15	chr15	15000001	16000000	.	1000000	0
chr15-16	chr15	16000001	17000000	.	1000000	0
chr15-17	chr15	17000001	18000000	.	1000000	855
chr15-18	chr15	18000001	19000000	.	1000000	2537
chr15-19	chr15	19000001	20000000	.	1000000	3208
chr15-20	chr15	20000001	21000000	.	1000000	3177
chr15-21	chr15	21000001	22000000	.	1000000	1843
chr15-22	chr15	22000001	23000000	.	1000000	2527
chr15-23	chr15	23000001	24000000	.	1000000	2956
chr15-24	chr15	24000001	25000000	.	1000000	2904
chr15-25	chr15	25000001	26000000	.	1000000	3046
chr15-26	chr15	26000001	27000000	.	1000000	3169
chr15-27	chr15	27000001	28000000	.	1000000	3150
chr15-28	chr15	28000001	29000000	.	1000000	3467
chr15-29	chr15	29000001	30000000	.	1000000	3144
chr15-30	chr15	30000001	31000000	.	1000000	2404
chr15-31	chr15	31000001	32000000	.	1000000	3297
chr15-32	chr15	32000001	33000000	.	1000000	2441
chr15-33	chr15	33000001	34000000	.	1000000	3068
chr15-34	chr15	34000001	35000000	.	1000000	2749
chr15-35	chr15	35000001	36000000	.	1000000	2284
chr15-36	chr15	36000001	37000000	.	1000000	2311
chr15-37	chr15	37000001	38000000	.	1000000	2371
chr15-38	chr15	38000001	39000000	.	1000000	2890
chr15-39	chr15	39000001	40000000	.	1000000	2938
chr15-40	chr15	40000001	41000000	.	1000000	3350
chr15-41	chr15	41000001	42000000	.	1000000	3305
chr15-42	chr15	42000001	43000000	.	1000000	3214
chr15-43	chr15	43000001	44000000	.	1000000	3390
chr15-44	chr15	44000001	45000000	.	1000000	3107
chr15-45	chr15	45000001	46000000	.	1000000	3268
chr15-46	chr15	46000001	47000000	.	1000000	2166
chr15-47	chr15	47000001	48000000	.	1000000	2662
chr15-48	chr15	48000001	49000000	.	1000000	2718
chr15-49	chr15	49000001	50000000	.	1000000	2493
chr15-50	chr15	50000001	51000000	.	1000000	3127
chr15-51	chr15	51000001	52000000	.	1000000	3314
chr15-52	chr15	52000001	53000000	.	1000000	3110
chr15-53	chr15	53000001	54000000	.	1000000	2675
chr15-54	chr15	54000001	55000000	.	1000000	2287
chr15-55	chr15	55000001	56000000	.	1000000	3050
chr15-56	chr15	56000001	57000000	.	1000000	2688
chr15-57	chr15	57000001	58000000	.	1000000	2988
chr15-58	chr15	58000001	59000000	.	1000000	3157
chr15-59	chr15	59000001	60000000	.	1000000	3118
chr15-60	chr15	60000001	61000000	.	1000000	3097
chr15-61	chr15	61000001	62000000	.	1000000	2874
chr15-62	chr15	62000001	63000000	.	1000000	3158
chr15-63	chr15	63000001	64000000	.	1000000	3236
chr15-64	chr15	64000001	65000000	.	1000000	3280
chr15-65	chr15	65000001	66000000	.	1000000	3317
chr15-66	chr15	66000001	67000000	.	1000000	3480
chr15-67	chr15	67000001	68000000	.	1000000	3166
chr15-68	chr15	68000001	69000000	.	1000000	3242
chr15-69	chr15	69000001	70000000	.	1000000	3136
chr15-70	chr15	70000001	71000000	.	1000000	3268
chr15-71	chr15	71000001	72000000	.	1000000	3090
chr15-72	chr15	72000001	73000000	.	1000000	3245
chr15-73	chr15	73000001	74000000	.	1000000	3143
chr15-74	chr15	74000001	75000000	.	1000000	3483
chr15-75	chr15	75000001	76000000	.	1000000	3337
chr15-76	chr15	76000001	77000000	.	1000000	2997
chr15-77	chr15	77000001	78000000	.	1000000	3293
chr15-78	chr15	78000001	79000000	.	1000000	3358
chr15-79	chr15	79000001	80000000	.	1000000	3186
chr15-80	chr15	80000001	81000000	.	1000000	3385
chr15-81	chr15	81000001	82000000	.	1000000	3013
chr15-82	chr15	82000001	83000000	.	1000000	3367
chr15-83	chr15	83000001	84000000	.	1000000	3280
chr15-84	chr15	84000001	85000000	.	1000000	2980
chr15-85	chr15	85000001	86000000	.	1000000	3329
chr15-86	chr15	86000001	87000000	.	1000000	2668
chr15-87	chr15	87000001	88000000	.	1000000	2965
chr15-88	chr15	88000001	89000000	.	1000000	3260
chr15-89	chr15	89000001	90000000	.	1000000	3301
chr15-90	chr15	90000001	91000000	.	1000000	3398
chr15-91	chr15	91000001	92000000	.	1000000	3229
chr15-92	chr15	92000001	93000000	.	1000000	3440
chr15-93	chr15	93000001	94000000	.	1000000	3116
chr15-94	chr15	94000001	95000000	.	1000000	2976
chr15-95	chr15	95000001	96000000	.	1000000	2551
chr15-96	chr15	96000001	97000000	.	1000000	2879
chr15-97	chr15	97000001	98000000	.	1000000	2617
chr15-98	chr15	98000001	99000000	.	1000000	3285
chr15-99	chr15	99000001	100000000	.	1000000	2960
chr15-100	chr15	100000001	101000000	.	1000000	3368
chr15-101	chr15	101000001	101991189	.	991189	3440
chr16-0	chr16	1	1000000	.	1000000	3457
chr16-1	chr16	1000001	2000000	.	1000000	3159
chr16-2	chr16	2000001	3000000	.	1000000	3330
chr16-3	chr16	3000001	4000000	.	1000000	3381
chr16-4	chr16	4000001	5000000	.	1000000	3491
chr16-5	chr16	5000001	6000000	.	1000000	3381
chr16-6	chr16	6000001	7000000	.	1000000	3101
chr16-7	chr16	7000001	8000000	.	1000000	2994
chr16-8	chr16	8000001	9000000	.	1000000	3344
chr16-9	chr16	9000001	10000000	.	1000000	3240
chr16-10	chr16	10000001	11000000	.	1000000	3436
chr16-11	chr16	11000001	12000000	.	1000000	3360
chr16-12	chr16	12000001	13000000	.	1000000	3331
chr16-13	chr16	13000001	14000000	.	1000000	3178
chr16-14	chr16	14000001	15000000	.	1000000	3542
chr16-15	chr16	15000001	16000000	.	1000000	2827
chr16-16	chr16	16000001	17000000	.	1000000	3199
chr16-17	chr16	17000001	18000000	.	1000000	3304
chr16-18	chr16	18000001	19000000	.	1000000	3117
chr16-19	chr16	19000001	20000000	.	1000000	3351
chr16-20	chr16	20000001	21000000	.	1000000	3280
chr16-21	chr16	21000001	22000000	.	1000000	4133
chr16-22	chr16	22000001	23000000	.	1000000	3981
chr16-23	chr16	23000001	24000000	.	1000000	3288
chr16-24	chr16	24000001	25000000	.	1000000	3281
chr16-25	chr16	25000001	26000000	.	1000000	3325
chr16-26	chr16	26000001	27000000	.	1000000	3129
chr16-27	chr16	27000001	28000000	.	1000000	3588
chr16-28	chr16	28000001	29000000	.	1000000	3603
chr16-29	chr16	29000001	30000000	.	1000000	3750
chr16-30	chr16	30000001	31000000	.	1000000	3706
chr16-31	chr16	31000001	32000000	.	1000000	3402
chr16-32	chr16	32000001	33000000	.	1000000	2428
chr16-33	chr16	33000001	34000000	.	1000000	2162
chr16-34	chr16	34000001	35000000	.	1000000	5727
chr16-35	chr16	35000001	36000000	.	1000000	2662
chr16-36	chr16	36000001	37000000	.	1000000	2732
chr16-37	chr16	37000001	38000000	.	1000000	3087
chr16-38	chr16	38000001	39000000	.	1000000	824
chr16-39	chr16	39000001	40000000	.	1000000	0
chr16-40	chr16	40000001	41000000	.	1000000	0
chr16-41	chr16	41000001	42000000	.	1000000	0
chr16-42	chr16	42000001	43000000	.	1000000	0
chr16-43	chr16	43000001	44000000	.	1000000	0
chr16-44	chr16	44000001	45000000	.	1000000	0
chr16-45	chr16	45000001	46000000	.	1000000	0
chr16-46	chr16	46000001	47000000	.	1000000	11899
chr16-47	chr16	47000001	48000000	.	1000000	2965
chr16-48	chr16	48000001	49000000	.	1000000	3374
chr16-49	chr16	49000001	50000000	.	1000000	3500
chr16-50	chr16	50000001	51000000	.	1000000	3459
chr16-51	chr16	51000001	52000000	.	1000000	2931
chr16-52	chr16	52000001	53000000	.	1000000	2936
chr16-53	chr16	53000001	54000000	.	1000000	2941
chr16-54	chr16	54000001	55000000	.	1000000	3369
chr16-55	chr16	55000001	56000000	.	1000000	3162
chr16-56	chr16	56000001	57000000	.	1000000	3267
chr16-57	chr16	57000001	58000000	.	1000000	3507
chr16-58	chr16	58000001	59000000	.	1000000	3293
chr16-59	chr16	59000001	60000000	.	1000000	2287
chr16-60	chr16	60000001	61000000	.	1000000	2276
chr16-61	chr16	61000001	62000000	.	1000000	1975
chr16-62	chr16	62000001	63000000	.	1000000	2330
chr16-63	chr16	63000001	64000000	.	1000000	2157
chr16-64	chr16	64000001	65000000	.	1000000	2220
chr16-65	chr16	65000001	66000000	.	1000000	3071
chr16-66	chr16	66000001	67000000	.	1000000	3472
chr16-67	chr16	67000001	68000000	.	1000000	3495
chr16-68	chr16	68000001	69000000	.	1000000	3381
chr16-69	chr16	69000001	70000000	.	1000000	3210
chr16-70	chr16	70000001	71000000	.	1000000	3518
chr16-71	chr16	71000001	72000000	.	1000000	3264
chr16-72	chr16	72000001	73000000	.	1000000	3019
chr16-73	chr16	73000001	74000000	.	1000000	3284
chr16-74	chr16	74000001	75000000	.	1000000	3546
chr16-75	chr16	75000001	76000000	.	1000000	3088
chr16-76	chr16	76000001	77000000	.	1000000	2304
chr16-77	chr16	77000001	78000000	.	1000000	3181
chr16-78	chr16	78000001	79000000	.	1000000	3287
chr16-79	chr16	79000001	80000000	.	1000000	3292
chr16-80	chr16	80000001	81000000	.	1000000	3125
chr16-81	chr16	81000001	82000000	.	1000000	3468
chr16-82	chr16	82000001	83000000	.	1000000	2995
chr16-83	chr16	83000001	84000000	.	1000000	3285
chr16-84	chr16	84000001	85000000	.	1000000	3702
chr16-85	chr16	85000001	86000000	.	1000000	3494
chr16-86	chr16	86000001	87000000	.	1000000	3516
chr16-87	chr16	87000001	88000000	.	1000000	3550
chr16-88	chr16	88000001	89000000	.	1000000	3370
chr16-89	chr16	89000001	90000000	.	1000000	3503
chr16-90	chr16	90000001	90338345	.	338345	841
chr17-0	chr17	1	1000000	.	1000000	3207
chr17-1	chr17	1000001	2000000	.	1000000	3636
chr17-2	chr17	2000001	3000000	.	1000000	3477
chr17-3	chr17	3000001	4000000	.	1000000	3449
chr17-4	chr17	4000001	5000000	.	1000000	3482
chr17-5	chr17	5000001	6000000	.	1000000	3554
chr17-6	chr17	6000001	7000000	.	1000000	3444
chr17-7	chr17	7000001	8000000	.	1000000	3460
chr17-8	chr17	8000001	9000000	.	1000000	3505
chr17-9	chr17	9000001	10000000	.	1000000	3548
chr17-10	chr17	10000001	11000000	.	1000000	3413
chr17-11	chr17	11000001	12000000	.	1000000	3359
chr17-12	chr17	12000001	13000000	.	1000000	3005
chr17-13	chr17	13000001	14000000	.	1000000	2975
chr17-14	chr17	14000001	15000000	.	1000000	3108
chr17-15	chr17	15000001	16000000	.	1000000	3348
chr17-16	chr17	16000001	17000000	.	1000000	3261
chr17-17	chr17	17000001	18000000	.	1000000	3588
chr17-18	chr17	18000001	19000000	.	1000000	3457
chr17-19	chr17	19000001	20000000	.	1000000	3542
chr17-20	chr17	20000001	21000000	.	1000000	3329
chr17-21	chr17	21000001	22000000	.	1000000	3658
chr17-22	chr17	22000001	23000000	.	1000000	2622
chr17-23	chr17	23000001	24000000	.	1000000	1030
chr17-24	chr17	24000001	25000000	.	1000000	389
chr17-25	chr17	25000001	26000000	.	1000000	762
chr17-26	chr17	26000001	27000000	.	1000000	5285
chr17-27	chr17	27000001	28000000	.	1000000	3360
chr17-28	chr17	28000001	29000000	.	1000000	3365
chr17-29	chr17	29000001	30000000	.	1000000	2638
chr17-30	chr17	30000001	31000000	.	1000000	2154
chr17-31	chr17	31000001	32000000	.	1000000	2962
chr17-32	chr17	32000001	33000000	.	1000000	3248
chr17-33	chr17	33000001	34000000	.	1000000	3307
chr17-34	chr17	34000001	35000000	.	1000000	3465
chr17-35	chr17	35000001	36000000	.	1000000	3281
chr17-36	chr17	36000001	37000000	.	1000000	3514
chr17-37	chr17	37000001	38000000	.	1000000	3139
chr17-38	chr17	38000001	39000000	.	1000000	3635
chr17-39	chr17	39000001	40000000	.	1000000	3507
chr17-40	chr17	40000001	41000000	.	1000000	3242
chr17-41	chr17	41000001	42000000	.	1000000	3377
chr17-42	chr17	42000001	43000000	.	1000000	3581
chr17-43	chr17	43000001	44000000	.	1000000	3501
chr17-44	chr17	44000001	45000000	.	1000000	3408
chr17-45	chr17	45000001	46000000	.	1000000	3521
chr17-46	chr17	46000001	47000000	.	1000000	3246
chr17-47	chr17	47000001	48000000	.	1000000	3320
chr17-48	chr17	48000001	49000000	.	1000000	3235
chr17-49	chr17	49000001	50000000	.	1000000	3347
chr17-50	chr17	50000001	51000000	.	1000000	3588
chr17-51	chr17	51000001	52000000	.	1000000	2993
chr17-52	chr17	52000001	53000000	.	1000000	2389
chr17-53	chr17	53000001	54000000	.	1000000	2011
chr17-54	chr17	54000001	55000000	.	1000000	2456
chr17-55	chr17	55000001	56000000	.	1000000	2821
chr17-56	chr17	56000001	57000000	.	1000000	3097
chr17-57	chr17	57000001	58000000	.	1000000	3432
chr17-58	chr17	58000001	59000000	.	1000000	3424
