""	"Chr"	"Start"	"End"	"Strand"	"Length"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"mean"	"sd"
"chr1-84"	"chr1"	84000001	85000000	"."	1000000	1.96150999259808	2.00156862745098	2.19810326659642	1.98921832884097	1.96041470311027	2.0327868852459	2.02437166793602	1.91312384473198	2.08674698795181	2.0259067357513	1.90471512770138	1.89491525423729	2.00284090909091	1.94059405940594	1.92184615384615	1.99057750296636	0.0793995898108582
"chr1-85"	"chr1"	85000001	86000000	"."	1000000	1.93782383419689	1.81333333333333	1.93677555321391	1.99191374663073	1.8114985862394	1.87463837994214	1.91165270373191	1.92051756007394	2.04979919678715	1.96373056994819	1.93123772102161	1.96610169491525	2.17045454545455	1.9009900990099	1.94092307692308	1.9414260400948	0.0881155902217429
"chr1-86"	"chr1"	86000001	87000000	"."	1000000	2.06513693560326	2.03294117647059	2.00421496311907	2.06199460916442	2.09048067860509	2.08100289296046	2.00761614623001	1.9630314232902	1.82329317269076	2.13212435233161	1.86935166994106	2.04406779661017	2.08806818181818	2.24752475247525	1.98215384615385	2.03286683983093	0.102188412070708
"chr1-87"	"chr1"	87000001	88000000	"."	1000000	1.97927461139896	2.09882352941176	2.04847207586934	2.22641509433962	2.124410933082	2.19093539054966	2.02437166793602	2.16820702402957	1.99518072289157	2.12953367875648	2.00687622789784	2.03389830508475	1.81534090909091	1.93069306930693	2.05661538461538	2.05526990828405	0.106541682438637
"chr1-88"	"chr1"	88000001	89000000	"."	1000000	1.88304959289415	1.94666666666667	1.94309799789252	1.90566037735849	2.04524033930254	1.85342333654773	2.14775323686215	1.88724584103512	2.0144578313253	2.14766839378238	2.01571709233792	2.00677966101695	2.37215909090909	1.83168316831683	1.92246153846154	1.99487094431396	0.141798169985969
"chr1-89"	"chr1"	89000001	90000000	"."	1000000	2.04293116210215	2.01725490196078	2.14541622760801	2.14016172506739	2.16399622997172	2.11378977820636	2.05940594059406	2.17560073937153	2.08192771084337	2.20725388601036	1.93320235756385	1.88474576271186	2.02840909090909	2.17821782178218	1.968	2.07602088898018	0.0969006817044246
"chr1-90"	"chr1"	90000001	91000000	"."	1000000	1.99259807549963	1.8243137254902	1.96838777660695	2.09164420485175	1.96041470311027	1.97107039537126	1.97867479055598	2.00369685767098	2.13815261044177	2.00777202072539	1.91060903732809	2.0271186440678	1.81818181818182	2.06930693069307	1.99076923076923	1.98351405475761	0.0865749979672231
"chr1-91"	"chr1"	91000001	92000000	"."	1000000	1.89637305699482	1.90588235294118	1.9768177028451	1.9811320754717	1.97360980207352	2.09836065573771	2.05635948210206	2.10720887245841	2.01285140562249	2.15284974093264	2.07662082514735	1.92203389830508	2.08806818181818	1.9009900990099	1.97353846153846	2.00817977419991	0.0837789183944478
"chr1-92"	"chr1"	92000001	93000000	"."	1000000	1.89045151739452	2.03607843137255	2.14752370916754	1.79514824797844	2.08294062205467	1.87270973963356	1.87509520182788	1.89833641404806	2.04016064257028	1.99740932642487	1.8909626719057	1.99322033898305	2.02840909090909	1.77227722772277	1.95692307692308	1.95184308392774	0.106682901498793
"chr1-93"	"chr1"	93000001	94000000	"."	1000000	2.10510732790526	2.12862745098039	2.19178082191781	1.89487870619946	2.05843543826579	2.00964320154291	2.02284843869002	1.95009242144177	2.19919678714859	2.16839378238342	1.96660117878193	1.77627118644068	2.05397727272727	1.8019801980198	2.05353846153846	2.02542484493224	0.129957342964435
"chr1-94"	"chr1"	94000001	95000000	"."	1000000	2.01184307920059	1.98588235294118	2.05900948366702	2.13477088948787	2.06032045240339	1.88042430086789	1.94211728865194	2.02033271719039	2.09317269076305	2.10103626943005	2.08840864440079	2	2.13920454545455	2.10891089108911	2.03323076923077	2.04391095831857	0.0726106864433689
"chr1-95"	"chr1"	95000001	96000000	"."	1000000	2.07846039970392	2.0078431372549	1.90937829293994	1.95687331536388	1.99811498586239	1.74156219864995	2.02132520944402	2.11090573012939	2.09156626506024	1.96113989637306	1.79273084479371	2.01694915254237	1.88636363636364	2.01980198019802	1.87938461538462	1.96482664400427	0.106327141014736
"chr1-96"	"chr1"	96000001	97000000	"."	1000000	2.00296076980015	2.10352941176471	1.86512118018967	2.05390835579515	1.86993402450518	1.97685631629701	2.05940594059406	1.92421441774492	2.08674698795181	1.99222797927461	1.91453831041257	1.91864406779661	2.00852272727273	1.94059405940594	1.90461538461538	1.97478799556137	0.0771010481483649
"chr1-97"	"chr1"	97000001	98000000	"."	1000000	1.95854922279793	1.86196078431373	2.0927291886196	1.95148247978437	2.02639019792648	2.21022179363549	2.05026656511805	1.80221811460259	2.12208835341365	2.14507772020725	1.89685658153242	2.07118644067797	2.22443181818182	2.1980198019802	1.81907692307692	2.02870373239123	0.141389774084027
"chr1-98"	"chr1"	98000001	99000000	"."	1000000	1.94226498889711	1.87294117647059	2.07165437302424	2.04851752021563	2.22054665409991	1.98842815814851	2.03046458492003	1.90018484288355	2.02248995983936	1.98445595854922	1.86345776031434	2.07118644067797	2.34659090909091	2.05940594059406	1.93969230769231	2.02415210502785	0.128071311880688
"chr1-99"	"chr1"	99000001	100000000	"."	1000000	1.98075499629904	1.92627450980392	1.99789251844046	2.22641509433962	2.01885014137606	1.99807135969142	2.08530083777609	1.83179297597043	2.03052208835341	2	1.92239685658153	1.87457627118644	2.32102272727273	1.67326732673267	1.98523076923077	1.99149123153697	0.152275565436138
"chr1-100"	"chr1"	100000001	101000000	"."	1000000	2.1139896373057	2.11294117647059	1.95152792413066	1.95148247978437	1.90386427898209	2.05978784956606	1.94668697638995	2.00554528650647	2.0433734939759	2.09067357512953	1.90275049115914	1.94237288135593	1.92045454545455	1.84158415841584	1.98892307692308	1.98506385543666	0.0833337825316983
"chr1-101"	"chr1"	101000001	102000000	"."	1000000	2.01184307920059	2.05019607843137	2	1.8355795148248	1.90009425070688	1.89392478302797	2.07616146230008	1.86136783733826	2.06907630522088	1.90414507772021	1.87033398821218	2.16271186440678	1.92897727272727	2.16831683168317	1.91076923076923	1.97623317177131	0.108909748171628
"chr1-102"	"chr1"	102000001	103000000	"."	1000000	2.02368615840118	1.93411764705882	1.75553213909378	1.83288409703504	1.86804901036758	1.9344262295082	2.03960396039604	1.65619223659889	2.09638554216867	1.74870466321244	1.74361493123772	1.93559322033898	2.03693181818182	2.0990099009901	1.80184615384615	1.90043851389569	0.14095150963297
"chr1-103"	"chr1"	103000001	104000000	"."	1000000	1.70688378978534	2.12549019607843	2.07165437302424	1.91374663072776	2.08671065032988	1.93635486981678	2.37928408225438	1.83733826247689	2.085140562249	2.12953367875648	1.66208251473477	2.06440677966102	1.90340909090909	1.94059405940594	1.84369230769231	1.97908812319349	0.183072839710118
"chr1-104"	"chr1"	104000001	105000000	"."	1000000	1.89341228719467	1.8556862745098	1.7218124341412	1.92722371967655	1.84165881244109	1.86692381870781	1.91165270373191	1.76894639556377	1.93092369477912	1.75647668393782	1.70726915520629	1.90508474576271	1.99715909090909	2.10891089108911	1.81046153846154	1.8669068164075	0.106806653825675
"chr1-105"	"chr1"	105000001	106000000	"."	1000000	1.81643227239082	1.87450980392157	1.70284510010537	1.82210242587601	1.88124410933082	1.9556412729026	1.98629093678599	1.67097966728281	2	1.80310880829016	1.79469548133595	1.89830508474576	2.04545454545455	1.94059405940594	1.80184615384615	1.86626998144497	0.107493773961294
"chr1-106"	"chr1"	106000001	107000000	"."	1000000	2.03700962250185	1.97333333333333	1.80189673340358	1.94070080862534	2.07540056550424	2.26036644165863	2.05940594059406	1.86136783733826	2.08995983935743	1.84974093264249	1.98330058939096	2.14237288135593	1.99715909090909	1.84158415841584	1.91753846153846	1.98874248243797	0.126006813941505
"chr1-107"	"chr1"	107000001	108000000	"."	1000000	1.9659511472983	2.00627450980392	2.06743940990516	2.01347708894879	2.05655042412818	2.04243008678881	2.00609291698401	2.1275415896488	1.90200803212851	1.89378238341969	2.01178781925344	2.00677966101695	2.16761363636364	2.13861386138614	1.89476923076923	2.02007411985624	0.0847842900297295
"chr1-108"	"chr1"	108000001	109000000	"."	1000000	2.1880088823094	2.04705882352941	2.00421496311907	2.16172506738544	1.97549481621112	1.57762777242044	1.84006092916984	1.78743068391867	1.89397590361446	1.90414507772021	1.9705304518664	1.98305084745763	1.98579545454545	1.94059405940594	2.04246153846154	1.953478351409	0.148361171931588
"chr1-109"	"chr1"	109000001	110000000	"."	1000000	2.00148038490007	2.06117647058824	2.08008429926238	1.99460916442049	1.92459943449576	2.11764705882353	1.97867479055598	1.94639556377079	1.96787148594378	1.98445595854922	2.1090373280943	1.93220338983051	2.09090909090909	2.23762376237624	2.24492307692308	2.04477941729623	0.101924288298445
"chr1-110"	"chr1"	110000001	111000000	"."	1000000	1.98223538119911	2.08941176470588	2.29715489989463	2.14285714285714	2.23751178133836	1.86306653809065	1.96191926884996	2.2365988909427	2.04979919678715	2.43782383419689	2.11100196463654	2.27118644067797	2	1.99009900990099	2.14461538461538	2.12101876657956	0.153756008558318
"chr1-111"	"chr1"	111000001	112000000	"."	1000000	1.95410806809771	2.1678431372549	2.02739726027397	2.04043126684636	2.07917059377945	2.13307618129219	2.08987052551409	1.97966728280961	1.90682730923695	2.19948186528497	2.03634577603143	2.00338983050847	2.09090909090909	2	2.08738461538462	2.05306018688159	0.079555247040227
"chr1-112"	"chr1"	112000001	113000000	"."	1000000	1.93930421909697	2.05176470588235	2.08219178082192	1.93800539083558	2.06786050895382	1.94985535197686	1.93602437166794	1.99075785582255	1.98875502008032	2.16062176165803	2.05108055009823	1.92881355932203	2.04829545454545	2.07920792079208	2.11076923076923	2.02155384548822	0.0735674577574057
"chr1-113"	"chr1"	113000001	114000000	"."	1000000	1.97779422649889	2.09254901960784	1.97892518440464	2.14824797843666	1.95852968897267	2	1.99238385376999	1.87615526802218	1.91164658634538	2.01295336787565	2.00392927308448	1.84067796610169	2.10227272727273	2.38613861386139	1.97538461538462	2.01717255797592	0.130305577479541
"chr1-114"	"chr1"	114000001	115000000	"."	1000000	2.07698001480385	2.22901960784314	2.07586933614331	2.09433962264151	2.16588124410933	1.98457087753134	2.1051028179741	1.97412199630314	2.03855421686747	1.9119170984456	1.94695481335953	1.90847457627119	1.82670454545455	1.65346534653465	2.06953846153846	2.00409963838808	0.143337697000204
"chr1-115"	"chr1"	115000001	116000000	"."	1000000	2.02072538860104	2.1443137254902	2.28029504741834	1.98652291105121	1.98868991517436	1.92092574734812	1.91774562071592	2.1996303142329	2.15903614457831	2.14248704663212	2.16895874263261	2.03728813559322	2.05681818181818	2.05940594059406	2.16492307692308	2.08318439592024	0.106468134689101
"chr1-116"	"chr1"	116000001	117000000	"."	1000000	2.02072538860104	2.05176470588235	2.29504741833509	2.14016172506739	2.07163053722903	1.99228543876567	2.05940594059406	1.99445471349353	1.94538152610442	2.17616580310881	2.20628683693517	1.93220338983051	2.06818181818182	2.02970297029703	2.11876923076923	2.07347782954634	0.0994190883495799
"chr1-117"	"chr1"	117000001	118000000	"."	1000000	1.95558845299778	2.05019607843137	1.96417281348788	2.05390835579515	2.06409048067861	1.99421407907425	2.01370906321401	2.1460258780037	1.94698795180723	2.16062176165803	1.93909626719057	2.22372881355932	1.87215909090909	1.87128712871287	2.10461538461538	2.02402677334235	0.104164416271546
"chr1-118"	"chr1"	118000001	119000000	"."	1000000	2.10214655810511	2.08313725490196	1.7913593256059	2.19137466307278	1.98114985862394	1.9556412729026	1.99238385376999	1.94085027726433	2.0144578313253	1.89119170984456	1.94499017681729	1.95932203389831	1.89772727272727	2.37623762376238	2.08492307692308	2.01379285263632	0.14053022883412
"chr1-119"	"chr1"	119000001	120000000	"."	1000000	2.19837157660992	2.08941176470588	2.07586933614331	2.26145552560647	1.99622997172479	1.91513982642237	1.89337395277989	2.03512014787431	2.0289156626506	2.23575129533679	2.03831041257367	2.19322033898305	2.19886363636364	2.08910891089109	2.04184615384615	2.08606590083413	0.111683105925535
"chr1-120"	"chr1"	120000001	121000000	"."	1000000	2.08734270910437	1.6878431372549	2.22760800842993	2.0188679245283	1.64561734213007	1.8572806171649	1.36176694592536	1.60998151571165	1.89236947791165	2.11658031088083	1.77996070726916	2.14576271186441	1.20738636363636	2.21782178217822	1.81230769230769	1.84456648308652	0.305427170579852
"chr1-121"	"chr1"	121000001	122000000	"."	1000000	1.98963730569948	1.86666666666667	2.49315068493151	2.09164420485175	2.29029217719133	1.98649951783992	2.26199543031226	1.91682070240296	2.09638554216867	2.43523316062176	2.04420432220039	2.23728813559322	2.19886363636364	1.98019801980198	2.10830769230769	2.13314581326355	0.183658008780174
"chr1-122"	"chr1"	122000001	123000000	"."	1000000	4.97853441894893	3.54039215686275	7.22655426765016	4.79514824797844	6.04524033930254	5.04532304725169	5.77151561309977	4.58595194085028	5.06184738955823	6.30051813471503	5.47445972495088	5.46101694915254	6.33806818181818	4.89108910891089	5.35384615384615	5.39130037832643	0.876488700245261
"chr1-123"	"chr1"	123000001	124000000	"."	1000000	8.43375277572169	6.3356862745098	12.3688092729189	7.39353099730458	10.3034872761546	8.33751205400193	9.66184310738766	8.4547134935305	8.70682730923695	10.5777202072539	9.24361493123772	9.74915254237288	10.5511363636364	8.4950495049505	8.50523076923077	9.14120445862991	1.46445039233512
"chr1-124"	"chr1"	124000001	125000000	"."	1000000	11.8904515173945	8.38745098039216	14.5521601685985	9.74393530997305	12.5918944392083	11.8823529411765	12.2208682406702	10.9371534195933	11.6016064257028	13.639896373057	10.5609037328094	11.5423728813559	13.6107954545455	11.049504950495	9.25846153846154	11.5646538915623	1.67988321982966
"chr1-125"	"chr1"	125000001	126000000	"."	1000000	13.2923760177646	4.76549019607843	8.30347734457323	12.7816711590296	8.27521206409048	14.9971070395371	8.33511043412033	9.57855822550832	8.65863453815261	11.279792746114	4.89489194499018	8.56271186440678	8.34659090909091	8.8019801980198	5.224	9.07317364543176	2.99297150265249
"chr1-126"	"chr1"	126000001	127000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-127"	"chr1"	127000001	128000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-128"	"chr1"	128000001	129000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-129"	"chr1"	129000001	130000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-130"	"chr1"	130000001	131000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-131"	"chr1"	131000001	132000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-132"	"chr1"	132000001	133000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-133"	"chr1"	133000001	134000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-134"	"chr1"	134000001	135000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-135"	"chr1"	135000001	136000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-136"	"chr1"	136000001	137000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-137"	"chr1"	137000001	138000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-138"	"chr1"	138000001	139000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-139"	"chr1"	139000001	140000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-140"	"chr1"	140000001	141000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-141"	"chr1"	141000001	142000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-142"	"chr1"	142000001	143000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-143"	"chr1"	143000001	144000000	"."	1000000	23.019985196151	7.55764705882353	13.8229715489989	20.3018867924528	15.3760603204524	24.6113789778206	14.4615384615385	18.0462107208872	15.7686746987952	19.8937823834197	10.7809430255403	15.4610169491525	14.0482954545455	16.1188118811881	10.1563076923077	15.9617007441383	4.67204684645128
"chr1-144"	"chr1"	144000001	145000000	"."	1000000	1.96150999259808	1.75372549019608	1.82507903055848	1.7088948787062	2.14891611687088	1.88042430086789	1.97410510281797	2.11645101663586	1.86987951807229	2.11917098445596	2.06777996070727	1.65762711864407	1.92613636363636	2.17821782178218	1.99630769230769	1.94561502592382	0.163442749228395
"chr1-145"	"chr1"	145000001	146000000	"."	1000000	2.09918578830496	2.12549019607843	2.1622760800843	1.79784366576819	2.0320452403393	2.1099324975892	2.20868240670221	2.05360443622921	2.03052208835341	2.18134715025907	2.24361493123772	1.96949152542373	2.17329545454545	2.31683168316832	2.31138461538462	2.12103651729787	0.134707082461281
"chr1-146"	"chr1"	146000001	147000000	"."	1000000	2.07549962990378	2.22745098039216	2.01685985247629	2.22371967654987	1.99434495758718	1.97878495660559	2.10662604722011	2.05914972273567	2.03534136546185	2.21243523316062	2.09823182711198	2.19661016949153	1.95738636363636	1.8019801980198	2.16984615384615	2.07695114227993	0.11918019028956
"chr1-147"	"chr1"	147000001	148000000	"."	1000000	1.95854922279793	2.05176470588235	2.1159114857745	2.26415094339623	1.99622997172479	1.98649951783992	1.996953541508	2.13308687615527	1.97269076305221	1.87305699481865	1.98722986247544	2.02372881355932	2.11079545454545	2.08910891089109	2.06892307692308	2.04191200942295	0.0932471547050702
