# Program:featureCounts v2.0.0; Command:"/home/vera/bin/subread-2.0.0-source/bin/featureCounts" "-a" "/media/vera/big_data/coriandR/genome/bins.gtf" "-o" "output/98217.new.report/patient.fc.tsv" "-T" "8" "output/98217.new.report/patient.bam" 
Geneid	Chr	Start	End	Strand	Length	output/98217.new.report/patient.bam
chr13-37	chr13	37000001	38000000	.	1000000	590
chr13-38	chr13	38000001	39000000	.	1000000	622
chr13-39	chr13	39000001	40000000	.	1000000	623
chr13-40	chr13	40000001	41000000	.	1000000	643
chr13-41	chr13	41000001	42000000	.	1000000	586
chr13-42	chr13	42000001	43000000	.	1000000	578
chr13-43	chr13	43000001	44000000	.	1000000	549
chr13-44	chr13	44000001	45000000	.	1000000	532
chr13-45	chr13	45000001	46000000	.	1000000	611
chr13-46	chr13	46000001	47000000	.	1000000	525
chr13-47	chr13	47000001	48000000	.	1000000	684
chr13-48	chr13	48000001	49000000	.	1000000	563
chr13-49	chr13	49000001	50000000	.	1000000	581
chr13-50	chr13	50000001	51000000	.	1000000	485
chr13-51	chr13	51000001	52000000	.	1000000	585
chr13-52	chr13	52000001	53000000	.	1000000	615
chr13-53	chr13	53000001	54000000	.	1000000	673
chr13-54	chr13	54000001	55000000	.	1000000	689
chr13-55	chr13	55000001	56000000	.	1000000	585
chr13-56	chr13	56000001	57000000	.	1000000	635
chr13-57	chr13	57000001	58000000	.	1000000	625
chr13-58	chr13	58000001	59000000	.	1000000	587
chr13-59	chr13	59000001	60000000	.	1000000	564
chr13-60	chr13	60000001	61000000	.	1000000	630
chr13-61	chr13	61000001	62000000	.	1000000	667
chr13-62	chr13	62000001	63000000	.	1000000	610
chr13-63	chr13	63000001	64000000	.	1000000	683
chr13-64	chr13	64000001	65000000	.	1000000	571
chr13-65	chr13	65000001	66000000	.	1000000	648
chr13-66	chr13	66000001	67000000	.	1000000	545
chr13-67	chr13	67000001	68000000	.	1000000	654
chr13-68	chr13	68000001	69000000	.	1000000	618
chr13-69	chr13	69000001	70000000	.	1000000	613
chr13-70	chr13	70000001	71000000	.	1000000	628
chr13-71	chr13	71000001	72000000	.	1000000	658
chr13-72	chr13	72000001	73000000	.	1000000	609
chr13-73	chr13	73000001	74000000	.	1000000	632
chr13-74	chr13	74000001	75000000	.	1000000	608
chr13-75	chr13	75000001	76000000	.	1000000	595
chr13-76	chr13	76000001	77000000	.	1000000	642
chr13-77	chr13	77000001	78000000	.	1000000	613
chr13-78	chr13	78000001	79000000	.	1000000	604
chr13-79	chr13	79000001	80000000	.	1000000	558
chr13-80	chr13	80000001	81000000	.	1000000	614
chr13-81	chr13	81000001	82000000	.	1000000	584
chr13-82	chr13	82000001	83000000	.	1000000	570
chr13-83	chr13	83000001	84000000	.	1000000	560
chr13-84	chr13	84000001	85000000	.	1000000	575
chr13-85	chr13	85000001	86000000	.	1000000	647
chr13-86	chr13	86000001	87000000	.	1000000	536
chr13-87	chr13	87000001	88000000	.	1000000	585
chr13-88	chr13	88000001	89000000	.	1000000	650
chr13-89	chr13	89000001	90000000	.	1000000	563
chr13-90	chr13	90000001	91000000	.	1000000	582
chr13-91	chr13	91000001	92000000	.	1000000	638
chr13-92	chr13	92000001	93000000	.	1000000	614
chr13-93	chr13	93000001	94000000	.	1000000	581
chr13-94	chr13	94000001	95000000	.	1000000	628
chr13-95	chr13	95000001	96000000	.	1000000	616
chr13-96	chr13	96000001	97000000	.	1000000	530
chr13-97	chr13	97000001	98000000	.	1000000	581
chr13-98	chr13	98000001	99000000	.	1000000	567
chr13-99	chr13	99000001	100000000	.	1000000	550
chr13-100	chr13	100000001	101000000	.	1000000	660
chr13-101	chr13	101000001	102000000	.	1000000	581
chr13-102	chr13	102000001	103000000	.	1000000	569
chr13-103	chr13	103000001	104000000	.	1000000	587
chr13-104	chr13	104000001	105000000	.	1000000	624
chr13-105	chr13	105000001	106000000	.	1000000	597
chr13-106	chr13	106000001	107000000	.	1000000	645
chr13-107	chr13	107000001	108000000	.	1000000	592
chr13-108	chr13	108000001	109000000	.	1000000	581
chr13-109	chr13	109000001	110000000	.	1000000	623
chr13-110	chr13	110000001	111000000	.	1000000	612
chr13-111	chr13	111000001	112000000	.	1000000	498
chr13-112	chr13	112000001	113000000	.	1000000	588
chr13-113	chr13	113000001	114000000	.	1000000	599
chr13-114	chr13	114000001	114364328	.	364328	244
chr14-0	chr14	1	1000000	.	1000000	0
chr14-1	chr14	1000001	2000000	.	1000000	0
chr14-2	chr14	2000001	3000000	.	1000000	0
chr14-3	chr14	3000001	4000000	.	1000000	0
chr14-4	chr14	4000001	5000000	.	1000000	0
chr14-5	chr14	5000001	6000000	.	1000000	0
chr14-6	chr14	6000001	7000000	.	1000000	0
chr14-7	chr14	7000001	8000000	.	1000000	0
chr14-8	chr14	8000001	9000000	.	1000000	0
chr14-9	chr14	9000001	10000000	.	1000000	0
chr14-10	chr14	10000001	11000000	.	1000000	0
chr14-11	chr14	11000001	12000000	.	1000000	0
chr14-12	chr14	12000001	13000000	.	1000000	0
chr14-13	chr14	13000001	14000000	.	1000000	0
chr14-14	chr14	14000001	15000000	.	1000000	0
chr14-15	chr14	15000001	16000000	.	1000000	0
chr14-16	chr14	16000001	17000000	.	1000000	108
chr14-17	chr14	17000001	18000000	.	1000000	0
chr14-18	chr14	18000001	19000000	.	1000000	439
chr14-19	chr14	19000001	20000000	.	1000000	682
chr14-20	chr14	20000001	21000000	.	1000000	582
chr14-21	chr14	21000001	22000000	.	1000000	609
chr14-22	chr14	22000001	23000000	.	1000000	610
chr14-23	chr14	23000001	24000000	.	1000000	619
chr14-24	chr14	24000001	25000000	.	1000000	637
chr14-25	chr14	25000001	26000000	.	1000000	560
chr14-26	chr14	26000001	27000000	.	1000000	580
chr14-27	chr14	27000001	28000000	.	1000000	650
chr14-28	chr14	28000001	29000000	.	1000000	636
chr14-29	chr14	29000001	30000000	.	1000000	597
chr14-30	chr14	30000001	31000000	.	1000000	610
chr14-31	chr14	31000001	32000000	.	1000000	591
chr14-32	chr14	32000001	33000000	.	1000000	616
chr14-33	chr14	33000001	34000000	.	1000000	562
chr14-34	chr14	34000001	35000000	.	1000000	591
chr14-35	chr14	35000001	36000000	.	1000000	610
chr14-36	chr14	36000001	37000000	.	1000000	598
chr14-37	chr14	37000001	38000000	.	1000000	609
chr14-38	chr14	38000001	39000000	.	1000000	619
chr14-39	chr14	39000001	40000000	.	1000000	558
chr14-40	chr14	40000001	41000000	.	1000000	567
chr14-41	chr14	41000001	42000000	.	1000000	625
chr14-42	chr14	42000001	43000000	.	1000000	626
chr14-43	chr14	43000001	44000000	.	1000000	602
chr14-44	chr14	44000001	45000000	.	1000000	569
chr14-45	chr14	45000001	46000000	.	1000000	617
chr14-46	chr14	46000001	47000000	.	1000000	619
chr14-47	chr14	47000001	48000000	.	1000000	590
chr14-48	chr14	48000001	49000000	.	1000000	614
chr14-49	chr14	49000001	50000000	.	1000000	500
chr14-50	chr14	50000001	51000000	.	1000000	545
chr14-51	chr14	51000001	52000000	.	1000000	589
chr14-52	chr14	52000001	53000000	.	1000000	606
chr14-53	chr14	53000001	54000000	.	1000000	616
chr14-54	chr14	54000001	55000000	.	1000000	586
chr14-55	chr14	55000001	56000000	.	1000000	547
chr14-56	chr14	56000001	57000000	.	1000000	619
chr14-57	chr14	57000001	58000000	.	1000000	557
chr14-58	chr14	58000001	59000000	.	1000000	591
chr14-59	chr14	59000001	60000000	.	1000000	528
chr14-60	chr14	60000001	61000000	.	1000000	615
chr14-61	chr14	61000001	62000000	.	1000000	537
chr14-62	chr14	62000001	63000000	.	1000000	602
chr14-63	chr14	63000001	64000000	.	1000000	540
chr14-64	chr14	64000001	65000000	.	1000000	586
chr14-65	chr14	65000001	66000000	.	1000000	569
chr14-66	chr14	66000001	67000000	.	1000000	587
chr14-67	chr14	67000001	68000000	.	1000000	598
chr14-68	chr14	68000001	69000000	.	1000000	641
chr14-69	chr14	69000001	70000000	.	1000000	559
chr14-70	chr14	70000001	71000000	.	1000000	558
chr14-71	chr14	71000001	72000000	.	1000000	617
chr14-72	chr14	72000001	73000000	.	1000000	578
chr14-73	chr14	73000001	74000000	.	1000000	543
chr14-74	chr14	74000001	75000000	.	1000000	662
chr14-75	chr14	75000001	76000000	.	1000000	580
chr14-76	chr14	76000001	77000000	.	1000000	522
chr14-77	chr14	77000001	78000000	.	1000000	608
chr14-78	chr14	78000001	79000000	.	1000000	639
chr14-79	chr14	79000001	80000000	.	1000000	583
chr14-80	chr14	80000001	81000000	.	1000000	603
chr14-81	chr14	81000001	82000000	.	1000000	592
chr14-82	chr14	82000001	83000000	.	1000000	674
chr14-83	chr14	83000001	84000000	.	1000000	601
chr14-84	chr14	84000001	85000000	.	1000000	569
chr14-85	chr14	85000001	86000000	.	1000000	600
chr14-86	chr14	86000001	87000000	.	1000000	639
chr14-87	chr14	87000001	88000000	.	1000000	578
chr14-88	chr14	88000001	89000000	.	1000000	608
chr14-89	chr14	89000001	90000000	.	1000000	572
chr14-90	chr14	90000001	91000000	.	1000000	614
chr14-91	chr14	91000001	92000000	.	1000000	585
chr14-92	chr14	92000001	93000000	.	1000000	589
chr14-93	chr14	93000001	94000000	.	1000000	603
chr14-94	chr14	94000001	95000000	.	1000000	635
chr14-95	chr14	95000001	96000000	.	1000000	674
chr14-96	chr14	96000001	97000000	.	1000000	663
chr14-97	chr14	97000001	98000000	.	1000000	592
chr14-98	chr14	98000001	99000000	.	1000000	588
chr14-99	chr14	99000001	100000000	.	1000000	558
chr14-100	chr14	100000001	101000000	.	1000000	602
chr14-101	chr14	101000001	102000000	.	1000000	664
chr14-102	chr14	102000001	103000000	.	1000000	589
chr14-103	chr14	103000001	104000000	.	1000000	595
chr14-104	chr14	104000001	105000000	.	1000000	591
chr14-105	chr14	105000001	106000000	.	1000000	615
chr14-106	chr14	106000001	107000000	.	1000000	516
chr14-107	chr14	107000001	107043718	.	43718	0
chr15-0	chr15	1	1000000	.	1000000	0
chr15-1	chr15	1000001	2000000	.	1000000	0
chr15-2	chr15	2000001	3000000	.	1000000	0
chr15-3	chr15	3000001	4000000	.	1000000	0
chr15-4	chr15	4000001	5000000	.	1000000	0
chr15-5	chr15	5000001	6000000	.	1000000	0
chr15-6	chr15	6000001	7000000	.	1000000	0
chr15-7	chr15	7000001	8000000	.	1000000	0
chr15-8	chr15	8000001	9000000	.	1000000	0
chr15-9	chr15	9000001	10000000	.	1000000	0
chr15-10	chr15	10000001	11000000	.	1000000	0
chr15-11	chr15	11000001	12000000	.	1000000	0
chr15-12	chr15	12000001	13000000	.	1000000	0
chr15-13	chr15	13000001	14000000	.	1000000	0
chr15-14	chr15	14000001	15000000	.	1000000	0
chr15-15	chr15	15000001	16000000	.	1000000	0
chr15-16	chr15	16000001	17000000	.	1000000	0
chr15-17	chr15	17000001	18000000	.	1000000	452
chr15-18	chr15	18000001	19000000	.	1000000	404
chr15-19	chr15	19000001	20000000	.	1000000	498
chr15-20	chr15	20000001	21000000	.	1000000	749
chr15-21	chr15	21000001	22000000	.	1000000	350
chr15-22	chr15	22000001	23000000	.	1000000	537
chr15-23	chr15	23000001	24000000	.	1000000	569
chr15-24	chr15	24000001	25000000	.	1000000	534
chr15-25	chr15	25000001	26000000	.	1000000	618
chr15-26	chr15	26000001	27000000	.	1000000	632
chr15-27	chr15	27000001	28000000	.	1000000	567
chr15-28	chr15	28000001	29000000	.	1000000	713
chr15-29	chr15	29000001	30000000	.	1000000	586
chr15-30	chr15	30000001	31000000	.	1000000	610
chr15-31	chr15	31000001	32000000	.	1000000	655
chr15-32	chr15	32000001	33000000	.	1000000	615
chr15-33	chr15	33000001	34000000	.	1000000	578
chr15-34	chr15	34000001	35000000	.	1000000	600
chr15-35	chr15	35000001	36000000	.	1000000	544
chr15-36	chr15	36000001	37000000	.	1000000	629
chr15-37	chr15	37000001	38000000	.	1000000	584
chr15-38	chr15	38000001	39000000	.	1000000	593
chr15-39	chr15	39000001	40000000	.	1000000	615
chr15-40	chr15	40000001	41000000	.	1000000	622
chr15-41	chr15	41000001	42000000	.	1000000	567
chr15-42	chr15	42000001	43000000	.	1000000	593
chr15-43	chr15	43000001	44000000	.	1000000	550
chr15-44	chr15	44000001	45000000	.	1000000	572
chr15-45	chr15	45000001	46000000	.	1000000	624
chr15-46	chr15	46000001	47000000	.	1000000	613
chr15-47	chr15	47000001	48000000	.	1000000	624
chr15-48	chr15	48000001	49000000	.	1000000	582
chr15-49	chr15	49000001	50000000	.	1000000	563
chr15-50	chr15	50000001	51000000	.	1000000	500
chr15-51	chr15	51000001	52000000	.	1000000	659
chr15-52	chr15	52000001	53000000	.	1000000	554
chr15-53	chr15	53000001	54000000	.	1000000	561
chr15-54	chr15	54000001	55000000	.	1000000	576
chr15-55	chr15	55000001	56000000	.	1000000	543
chr15-56	chr15	56000001	57000000	.	1000000	566
chr15-57	chr15	57000001	58000000	.	1000000	573
chr15-58	chr15	58000001	59000000	.	1000000	601
chr15-59	chr15	59000001	60000000	.	1000000	589
chr15-60	chr15	60000001	61000000	.	1000000	671
chr15-61	chr15	61000001	62000000	.	1000000	591
chr15-62	chr15	62000001	63000000	.	1000000	571
chr15-63	chr15	63000001	64000000	.	1000000	617
chr15-64	chr15	64000001	65000000	.	1000000	540
chr15-65	chr15	65000001	66000000	.	1000000	581
chr15-66	chr15	66000001	67000000	.	1000000	585
chr15-67	chr15	67000001	68000000	.	1000000	562
chr15-68	chr15	68000001	69000000	.	1000000	541
chr15-69	chr15	69000001	70000000	.	1000000	562
chr15-70	chr15	70000001	71000000	.	1000000	546
chr15-71	chr15	71000001	72000000	.	1000000	554
chr15-72	chr15	72000001	73000000	.	1000000	649
chr15-73	chr15	73000001	74000000	.	1000000	607
chr15-74	chr15	74000001	75000000	.	1000000	595
chr15-75	chr15	75000001	76000000	.	1000000	580
chr15-76	chr15	76000001	77000000	.	1000000	645
chr15-77	chr15	77000001	78000000	.	1000000	572
chr15-78	chr15	78000001	79000000	.	1000000	645
chr15-79	chr15	79000001	80000000	.	1000000	562
chr15-80	chr15	80000001	81000000	.	1000000	582
chr15-81	chr15	81000001	82000000	.	1000000	609
chr15-82	chr15	82000001	83000000	.	1000000	665
chr15-83	chr15	83000001	84000000	.	1000000	672
chr15-84	chr15	84000001	85000000	.	1000000	560
chr15-85	chr15	85000001	86000000	.	1000000	611
chr15-86	chr15	86000001	87000000	.	1000000	606
chr15-87	chr15	87000001	88000000	.	1000000	577
chr15-88	chr15	88000001	89000000	.	1000000	572
chr15-89	chr15	89000001	90000000	.	1000000	584
chr15-90	chr15	90000001	91000000	.	1000000	544
chr15-91	chr15	91000001	92000000	.	1000000	571
chr15-92	chr15	92000001	93000000	.	1000000	562
chr15-93	chr15	93000001	94000000	.	1000000	608
chr15-94	chr15	94000001	95000000	.	1000000	582
chr15-95	chr15	95000001	96000000	.	1000000	602
chr15-96	chr15	96000001	97000000	.	1000000	602
chr15-97	chr15	97000001	98000000	.	1000000	652
chr15-98	chr15	98000001	99000000	.	1000000	579
chr15-99	chr15	99000001	100000000	.	1000000	569
chr15-100	chr15	100000001	101000000	.	1000000	615
chr15-101	chr15	101000001	101991189	.	991189	611
chr16-0	chr16	1	1000000	.	1000000	581
chr16-1	chr16	1000001	2000000	.	1000000	559
chr16-2	chr16	2000001	3000000	.	1000000	663
chr16-3	chr16	3000001	4000000	.	1000000	591
chr16-4	chr16	4000001	5000000	.	1000000	586
chr16-5	chr16	5000001	6000000	.	1000000	604
chr16-6	chr16	6000001	7000000	.	1000000	543
chr16-7	chr16	7000001	8000000	.	1000000	598
chr16-8	chr16	8000001	9000000	.	1000000	617
chr16-9	chr16	9000001	10000000	.	1000000	566
chr16-10	chr16	10000001	11000000	.	1000000	580
chr16-11	chr16	11000001	12000000	.	1000000	603
chr16-12	chr16	12000001	13000000	.	1000000	576
chr16-13	chr16	13000001	14000000	.	1000000	599
chr16-14	chr16	14000001	15000000	.	1000000	602
chr16-15	chr16	15000001	16000000	.	1000000	622
chr16-16	chr16	16000001	17000000	.	1000000	552
chr16-17	chr16	17000001	18000000	.	1000000	564
chr16-18	chr16	18000001	19000000	.	1000000	569
chr16-19	chr16	19000001	20000000	.	1000000	533
chr16-20	chr16	20000001	21000000	.	1000000	532
chr16-21	chr16	21000001	22000000	.	1000000	707
chr16-22	chr16	22000001	23000000	.	1000000	642
chr16-23	chr16	23000001	24000000	.	1000000	611
chr16-24	chr16	24000001	25000000	.	1000000	571
chr16-25	chr16	25000001	26000000	.	1000000	597
chr16-26	chr16	26000001	27000000	.	1000000	638
chr16-27	chr16	27000001	28000000	.	1000000	568
chr16-28	chr16	28000001	29000000	.	1000000	577
chr16-29	chr16	29000001	30000000	.	1000000	576
chr16-30	chr16	30000001	31000000	.	1000000	589
chr16-31	chr16	31000001	32000000	.	1000000	618
chr16-32	chr16	32000001	33000000	.	1000000	584
chr16-33	chr16	33000001	34000000	.	1000000	569
chr16-34	chr16	34000001	35000000	.	1000000	1301
chr16-35	chr16	35000001	36000000	.	1000000	579
chr16-36	chr16	36000001	37000000	.	1000000	530
chr16-37	chr16	37000001	38000000	.	1000000	545
chr16-38	chr16	38000001	39000000	.	1000000	128
chr16-39	chr16	39000001	40000000	.	1000000	0
chr16-40	chr16	40000001	41000000	.	1000000	0
chr16-41	chr16	41000001	42000000	.	1000000	0
chr16-42	chr16	42000001	43000000	.	1000000	0
chr16-43	chr16	43000001	44000000	.	1000000	0
chr16-44	chr16	44000001	45000000	.	1000000	0
chr16-45	chr16	45000001	46000000	.	1000000	0
chr16-46	chr16	46000001	47000000	.	1000000	2130
chr16-47	chr16	47000001	48000000	.	1000000	546
chr16-48	chr16	48000001	49000000	.	1000000	582
chr16-49	chr16	49000001	50000000	.	1000000	624
chr16-50	chr16	50000001	51000000	.	1000000	613
chr16-51	chr16	51000001	52000000	.	1000000	592
chr16-52	chr16	52000001	53000000	.	1000000	541
chr16-53	chr16	53000001	54000000	.	1000000	600
chr16-54	chr16	54000001	55000000	.	1000000	587
chr16-55	chr16	55000001	56000000	.	1000000	532
chr16-56	chr16	56000001	57000000	.	1000000	614
chr16-57	chr16	57000001	58000000	.	1000000	578
chr16-58	chr16	58000001	59000000	.	1000000	580
chr16-59	chr16	59000001	60000000	.	1000000	613
chr16-60	chr16	60000001	61000000	.	1000000	607
chr16-61	chr16	61000001	62000000	.	1000000	586
chr16-62	chr16	62000001	63000000	.	1000000	594
chr16-63	chr16	63000001	64000000	.	1000000	524
chr16-64	chr16	64000001	65000000	.	1000000	603
chr16-65	chr16	65000001	66000000	.	1000000	614
chr16-66	chr16	66000001	67000000	.	1000000	633
chr16-67	chr16	67000001	68000000	.	1000000	573
chr16-68	chr16	68000001	69000000	.	1000000	566
chr16-69	chr16	69000001	70000000	.	1000000	558
chr16-70	chr16	70000001	71000000	.	1000000	598
chr16-71	chr16	71000001	72000000	.	1000000	642
chr16-72	chr16	72000001	73000000	.	1000000	591
chr16-73	chr16	73000001	74000000	.	1000000	695
chr16-74	chr16	74000001	75000000	.	1000000	604
chr16-75	chr16	75000001	76000000	.	1000000	526
chr16-76	chr16	76000001	77000000	.	1000000	621
chr16-77	chr16	77000001	78000000	.	1000000	602
chr16-78	chr16	78000001	79000000	.	1000000	600
chr16-79	chr16	79000001	80000000	.	1000000	528
chr16-80	chr16	80000001	81000000	.	1000000	621
chr16-81	chr16	81000001	82000000	.	1000000	608
chr16-82	chr16	82000001	83000000	.	1000000	587
chr16-83	chr16	83000001	84000000	.	1000000	510
chr16-84	chr16	84000001	85000000	.	1000000	664
chr16-85	chr16	85000001	86000000	.	1000000	520
chr16-86	chr16	86000001	87000000	.	1000000	604
chr16-87	chr16	87000001	88000000	.	1000000	630
chr16-88	chr16	88000001	89000000	.	1000000	616
chr16-89	chr16	89000001	90000000	.	1000000	622
chr16-90	chr16	90000001	90338345	.	338345	181
chr17-0	chr17	1	1000000	.	1000000	547
chr17-1	chr17	1000001	2000000	.	1000000	590
chr17-2	chr17	2000001	3000000	.	1000000	561
chr17-3	chr17	3000001	4000000	.	1000000	642
chr17-4	chr17	4000001	5000000	.	1000000	572
chr17-5	chr17	5000001	6000000	.	1000000	644
chr17-6	chr17	6000001	7000000	.	1000000	669
chr17-7	chr17	7000001	8000000	.	1000000	621
chr17-8	chr17	8000001	9000000	.	1000000	565
chr17-9	chr17	9000001	10000000	.	1000000	512
chr17-10	chr17	10000001	11000000	.	1000000	569
chr17-11	chr17	11000001	12000000	.	1000000	620
chr17-12	chr17	12000001	13000000	.	1000000	610
chr17-13	chr17	13000001	14000000	.	1000000	586
chr17-14	chr17	14000001	15000000	.	1000000	563
chr17-15	chr17	15000001	16000000	.	1000000	609
chr17-16	chr17	16000001	17000000	.	1000000	578
chr17-17	chr17	17000001	18000000	.	1000000	609
chr17-18	chr17	18000001	19000000	.	1000000	584
chr17-19	chr17	19000001	20000000	.	1000000	616
chr17-20	chr17	20000001	21000000	.	1000000	588
chr17-21	chr17	21000001	22000000	.	1000000	723
chr17-22	chr17	22000001	23000000	.	1000000	775
chr17-23	chr17	23000001	24000000	.	1000000	422
chr17-24	chr17	24000001	25000000	.	1000000	178
chr17-25	chr17	25000001	26000000	.	1000000	322
chr17-26	chr17	26000001	27000000	.	1000000	1861
chr17-27	chr17	27000001	28000000	.	1000000	610
chr17-28	chr17	28000001	29000000	.	1000000	593
chr17-29	chr17	29000001	30000000	.	1000000	589
chr17-30	chr17	30000001	31000000	.	1000000	650
chr17-31	chr17	31000001	32000000	.	1000000	566
chr17-32	chr17	32000001	33000000	.	1000000	612
chr17-33	chr17	33000001	34000000	.	1000000	612
chr17-34	chr17	34000001	35000000	.	1000000	568
chr17-35	chr17	35000001	36000000	.	1000000	638
chr17-36	chr17	36000001	37000000	.	1000000	574
chr17-37	chr17	37000001	38000000	.	1000000	592
chr17-38	chr17	38000001	39000000	.	1000000	610
chr17-39	chr17	39000001	40000000	.	1000000	560
chr17-40	chr17	40000001	41000000	.	1000000	603
chr17-41	chr17	41000001	42000000	.	1000000	558
chr17-42	chr17	42000001	43000000	.	1000000	584
chr17-43	chr17	43000001	44000000	.	1000000	616
chr17-44	chr17	44000001	45000000	.	1000000	481
chr17-45	chr17	45000001	46000000	.	1000000	626
chr17-46	chr17	46000001	47000000	.	1000000	649
chr17-47	chr17	47000001	48000000	.	1000000	625
chr17-48	chr17	48000001	49000000	.	1000000	585
chr17-49	chr17	49000001	50000000	.	1000000	594
chr17-50	chr17	50000001	51000000	.	1000000	596
chr17-51	chr17	51000001	52000000	.	1000000	578
chr17-52	chr17	52000001	53000000	.	1000000	571
chr17-53	chr17	53000001	54000000	.	1000000	622
chr17-54	chr17	54000001	55000000	.	1000000	648
chr17-55	chr17	55000001	56000000	.	1000000	618
chr17-56	chr17	56000001	57000000	.	1000000	554
chr17-57	chr17	57000001	58000000	.	1000000	577
chr17-58	chr17	58000001	59000000	.	1000000	525
chr17-59	chr17	59000001	60000000	.	1000000	593
chr17-60	chr17	60000001	61000000	.	1000000	573
chr17-61	chr17	61000001	62000000	.	1000000	609
chr17-62	chr17	62000001	63000000	.	1000000	551
chr17-63	chr17	63000001	64000000	.	1000000	635
chr17-64	chr17	64000001	65000000	.	1000000	583
chr17-65	chr17	65000001	66000000	.	1000000	547
chr17-66	chr17	66000001	67000000	.	1000000	550
chr17-67	chr17	67000001	68000000	.	1000000	537
chr17-68	chr17	68000001	69000000	.	1000000	607
chr17-69	chr17	69000001	70000000	.	1000000	623
chr17-70	chr17	70000001	71000000	.	1000000	627
chr17-71	chr17	71000001	72000000	.	1000000	543
chr17-72	chr17	72000001	73000000	.	1000000	560
chr17-73	chr17	73000001	74000000	.	1000000	586
chr17-74	chr17	74000001	75000000	.	1000000	561
chr17-75	chr17	75000001	76000000	.	1000000	623
chr17-76	chr17	76000001	77000000	.	1000000	526
chr17-77	chr17	77000001	78000000	.	1000000	589
chr17-78	chr17	78000001	79000000	.	1000000	658
chr17-79	chr17	79000001	80000000	.	1000000	578
chr17-80	chr17	80000001	81000000	.	1000000	582
chr17-81	chr17	81000001	82000000	.	1000000	538
chr17-82	chr17	82000001	83000000	.	1000000	582
chr17-83	chr17	83000001	83257441	.	257441	208
chr18-0	chr18	1	1000000	.	1000000	1258
chr18-1	chr18	1000001	2000000	.	1000000	621
chr18-2	chr18	2000001	3000000	.	1000000	649
chr18-3	chr18	3000001	4000000	.	1000000	607
chr18-4	chr18	4000001	5000000	.	1000000	659
chr18-5	chr18	5000001	6000000	.	1000000	604
chr18-6	chr18	6000001	7000000	.	1000000	547
chr18-7	chr18	7000001	8000000	.	1000000	593
chr18-8	chr18	8000001	9000000	.	1000000	606
chr18-9	chr18	9000001	10000000	.	1000000	561
chr18-10	chr18	10000001	11000000	.	1000000	585
chr18-11	chr18	11000001	12000000	.	1000000	654
chr18-12	chr18	12000001	13000000	.	1000000	593
chr18-13	chr18	13000001	14000000	.	1000000	585
chr18-14	chr18	14000001	15000000	.	1000000	560
chr18-15	chr18	15000001	16000000	.	1000000	588
chr18-16	chr18	16000001	17000000	.	1000000	598
chr18-17	chr18	17000001	18000000	.	1000000	576
chr18-18	chr18	18000001	19000000	.	1000000	484
chr18-19	chr18	19000001	20000000	.	1000000	490
chr18-20	chr18	20000001	21000000	.	1000000	440
chr18-21	chr18	21000001	22000000	.	1000000	620
chr18-22	chr18	22000001	23000000	.	1000000	561
chr18-23	chr18	23000001	24000000	.	1000000	564
chr18-24	chr18	24000001	25000000	.	1000000	603
chr18-25	chr18	25000001	26000000	.	1000000	630
chr18-26	chr18	26000001	27000000	.	1000000	627
chr18-27	chr18	27000001	28000000	.	1000000	510
chr18-28	chr18	28000001	29000000	.	1000000	585
chr18-29	chr18	29000001	30000000	.	1000000	584
chr18-30	chr18	30000001	31000000	.	1000000	574
chr18-31	chr18	31000001	32000000	.	1000000	600
chr18-32	chr18	32000001	33000000	.	1000000	592
chr18-33	chr18	33000001	34000000	.	1000000	650
chr18-34	chr18	34000001	35000000	.	1000000	667
chr18-35	chr18	35000001	36000000	.	1000000	599
chr18-36	chr18	36000001	37000000	.	1000000	637
chr18-37	chr18	37000001	38000000	.	1000000	551
chr18-38	chr18	38000001	39000000	.	1000000	528
chr18-39	chr18	39000001	40000000	.	1000000	577
chr18-40	chr18	40000001	41000000	.	1000000	611
chr18-41	chr18	41000001	42000000	.	1000000	624
chr18-42	chr18	42000001	43000000	.	1000000	616
chr18-43	chr18	43000001	44000000	.	1000000	681
chr18-44	chr18	44000001	45000000	.	1000000	576
chr18-45	chr18	45000001	46000000	.	1000000	597
chr18-46	chr18	46000001	47000000	.	1000000	545
chr18-47	chr18	47000001	48000000	.	1000000	607
chr18-48	chr18	48000001	49000000	.	1000000	626
chr18-49	chr18	49000001	50000000	.	1000000	615
chr18-50	chr18	50000001	51000000	.	1000000	602
chr18-51	chr18	51000001	52000000	.	1000000	620
chr18-52	chr18	52000001	53000000	.	1000000	660
chr18-53	chr18	53000001	54000000	.	1000000	642
chr18-54	chr18	54000001	55000000	.	1000000	592
chr18-55	chr18	55000001	56000000	.	1000000	578
chr18-56	chr18	56000001	57000000	.	1000000	554
chr18-57	chr18	57000001	58000000	.	1000000	577
chr18-58	chr18	58000001	59000000	.	1000000	559
chr18-59	chr18	59000001	60000000	.	1000000	594
chr18-60	chr18	60000001	61000000	.	1000000	619
chr18-61	chr18	61000001	62000000	.	1000000	608
chr18-62	chr18	62000001	63000000	.	1000000	616
chr18-63	chr18	63000001	64000000	.	1000000	559
chr18-64	chr18	64000001	65000000	.	1000000	614
chr18-65	chr18	65000001	66000000	.	1000000	607
chr18-66	chr18	66000001	67000000	.	1000000	597
chr18-67	chr18	67000001	68000000	.	1000000	621
chr18-68	chr18	68000001	69000000	.	1000000	633
