""	"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"62720_S6_L001.bam"	"63120_S8_L001.bam"	"63220_S9_L001.bam"	"63320_S1_L001.bam"	"63420_S1_L001.bam"	"63520_S2_L001.bam"	"63620_S3_L001.bam"	"63720_S4_L001.bam"	"63820_S5_L001.bam"	"64820_S7_L001.bam"	"AML11_S6_L001.bam"	"AML12_S6_L001.bam"	"AML13_S7_L001.bam"	"AML14_S8_L001.bam"	"healthy1_S4_L001.bam"	"healthy2_S5_L001.bam"	"healthy3_S6_L001.bam"	"Kontrolle-karyotype_S6_L001.bam"	"WholeGenomeHealthy_S7_L001.bam"	"gc"	"bin"	"sum"	"norm.var"	"gc_blocked"	"norm.clean.var"	"var_blocked"	"norm.pat"
"108"	"chr1-107"	"chr1"	107000001	108000000	"."	1000000	1328	1279	981	747	1091	1059	1317	1151	1184	731	2048	592	763	216	3079	2376	839	1255	860	0.379186	108	22896	0.00623574434086258	FALSE	0.00623574434086258	FALSE	NA
"109"	"chr1-108"	"chr1"	108000001	109000000	"."	1000000	1478	1305	951	802	1048	818	1208	967	1179	735	2006	585	699	196	3319	2260	843	1226	759	0.400372	109	22384	0.0223080120488406	FALSE	0.013977427193399	FALSE	NA
"110"	"chr1-109"	"chr1"	109000001	110000000	"."	1000000	1352	1314	987	740	1021	1098	1299	1053	1225	766	2147	570	736	226	3648	2449	834	1397	829	0.461673	110	23691	0.00966358887735701	FALSE	0.00966358887735701	FALSE	NA
"111"	"chr1-110"	"chr1"	110000001	111000000	"."	1000000	1339	1332	1090	795	1187	966	1288	1210	1276	941	2149	670	704	201	3485	2429	851	1351	818	0.44449	111	24082	0.0184975471475346	FALSE	0.0184975471475346	FALSE	NA
"112"	"chr1-111"	"chr1"	111000001	112000000	"."	1000000	1320	1382	962	757	1103	1106	1372	1071	1187	849	2073	591	736	202	3392	2371	905	1363	843	0.422376	112	23585	0.00673633177860143	FALSE	0.00673633177860143	FALSE	NA
"113"	"chr1-112"	"chr1"	112000001	113000000	"."	1000000	1310	1308	988	719	1097	1011	1271	1077	1238	834	2088	569	721	210	3430	2283	890	1315	824	0.433896	113	23183	0.00576342134039464	FALSE	0.00576342134039464	FALSE	NA
"114"	"chr1-113"	"chr1"	113000001	114000000	"."	1000000	1336	1334	939	797	1039	1037	1308	1015	1190	777	2040	543	740	241	3210	2265	885	1286	863	0.399391	114	22845	0.0154900914992248	FALSE	0.00847860924725225	FALSE	NA
"115"	"chr1-114"	"chr1"	114000001	115000000	"."	1000000	1403	1421	985	777	1149	1029	1382	1068	1269	738	1982	563	643	167	3363	2277	760	1347	859	0.40631	115	23182	0.0179045334215293	FALSE	0.0113842284224533	FALSE	NA
"116"	"chr1-115"	"chr1"	115000001	116000000	"."	1000000	1365	1367	1082	737	1055	996	1259	1190	1344	827	2208	601	724	208	3518	2409	893	1333	837	0.417383	116	23953	0.00966563926896279	FALSE	0.00966563926896279	FALSE	NA
"117"	"chr1-116"	"chr1"	116000001	117000000	"."	1000000	1365	1308	1089	794	1099	1033	1352	1079	1211	840	2246	570	728	205	3443	2520	827	1235	822	0.430699	117	23766	0.0107537394185916	FALSE	0.00752641706069944	FALSE	NA
"118"	"chr1-117"	"chr1"	117000001	118000000	"."	1000000	1321	1307	932	762	1095	1034	1322	1161	1212	834	1974	656	659	189	3420	2359	792	1349	825	0.405656	118	23203	0.00968918870671905	FALSE	0.00968918870671905	FALSE	NA
"119"	"chr1-118"	"chr1"	118000001	119000000	"."	1000000	1420	1328	850	813	1051	1014	1308	1050	1254	730	1980	578	668	240	3388	2365	829	1274	853	0.380234	119	22993	0.0160037856835516	FALSE	0.00914865863722755	FALSE	NA
"120"	"chr1-119"	"chr1"	119000001	120000000	"."	1000000	1485	1332	985	839	1059	993	1243	1101	1263	863	2075	647	774	211	3318	2373	874	1280	791	0.416369	120	23506	0.0133228998784923	FALSE	0.0133228998784923	FALSE	NA
"121"	"chr1-120"	"chr1"	120000001	121000000	"."	1000000	1410	1076	1057	749	873	963	894	871	1178	817	1812	633	425	224	2945	1956	657	1115	881	0.406162	121	20536	0.102235631084026	FALSE	NA	TRUE	NA
"122"	"chr1-121"	"chr1"	121000001	122000000	"."	1000000	1344	1190	1183	776	1215	1030	1485	1037	1305	940	2081	660	774	200	3426	2491	867	1407	906	0.400204	122	24317	0.0243618239918167	FALSE	0.0243618239918167	FALSE	NA
"123"	"chr1-122"	"chr1"	122000001	123000000	"."	1000000	3363	2257	3429	1779	3207	2616	3789	2481	3151	2432	5573	1611	2231	494	8700	6381	2257	3666	2016	0.393769	123	61433	0.0863074597848197	FALSE	NA	TRUE	NA
"124"	"chr1-123"	"chr1"	123000001	124000000	"."	1000000	5697	4039	5869	2743	5466	4323	6343	4574	5420	4083	9410	2876	3714	858	13821	10202	3589	6026	3397	0.392079	124	102450	0.0910261477698479	FALSE	NA	TRUE	NA
"125"	"chr1-124"	"chr1"	124000001	125000000	"."	1000000	8032	5347	6905	3615	6680	6161	8023	5917	7222	5265	10751	3405	4791	1116	15045	10929	4092	7080	4406	0.395348	125	124782	0.0838162751167984	FALSE	NA	TRUE	NA
"126"	"chr1-125"	"chr1"	125000001	126000000	"."	1000000	8979	3038	3940	4742	4390	7776	5472	5182	5390	4354	4983	2526	2938	889	8489	6148	2528	3089	4887	0.068754	126	89740	0.531066517949711	TRUE	NA	TRUE	NA
"127"	"chr1-126"	"chr1"	126000001	127000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	NA	TRUE	NA	TRUE	NA
"128"	"chr1-127"	"chr1"	127000001	128000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	NA	TRUE	NA	TRUE	NA
"129"	"chr1-128"	"chr1"	128000001	129000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	NA	TRUE	NA	TRUE	NA
"130"	"chr1-129"	"chr1"	129000001	130000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	NA	TRUE	NA	TRUE	NA
"131"	"chr1-130"	"chr1"	130000001	131000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	NA	TRUE	NA	TRUE	NA
"132"	"chr1-131"	"chr1"	131000001	132000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	NA	TRUE	NA	TRUE	NA
"133"	"chr1-132"	"chr1"	132000001	133000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	NA	TRUE	NA	TRUE	NA
"134"	"chr1-133"	"chr1"	133000001	134000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	NA	TRUE	NA	TRUE	NA
"135"	"chr1-134"	"chr1"	134000001	135000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	NA	TRUE	NA	TRUE	NA
"136"	"chr1-135"	"chr1"	135000001	136000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	NA	TRUE	NA	TRUE	NA
"137"	"chr1-136"	"chr1"	136000001	137000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	NA	TRUE	NA	TRUE	NA
"138"	"chr1-137"	"chr1"	137000001	138000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	NA	TRUE	NA	TRUE	NA
"139"	"chr1-138"	"chr1"	138000001	139000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	NA	TRUE	NA	TRUE	NA
"140"	"chr1-139"	"chr1"	139000001	140000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	NA	TRUE	NA	TRUE	NA
"141"	"chr1-140"	"chr1"	140000001	141000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	NA	TRUE	NA	TRUE	NA
"142"	"chr1-141"	"chr1"	141000001	142000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	NA	TRUE	NA	TRUE	NA
"143"	"chr1-142"	"chr1"	142000001	143000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	NA	TRUE	NA	TRUE	NA
"144"	"chr1-143"	"chr1"	143000001	144000000	"."	1000000	15550	4818	6559	7532	8157	12761	9494	9763	9816	7679	10975	4561	4945	1628	16504	11904	4261	6994	6171	0.341359	144	160072	0.386800376091032	FALSE	NA	TRUE	NA
"145"	"chr1-144"	"chr1"	144000001	145000000	"."	1000000	1325	1118	866	634	1140	975	1296	1145	1164	818	2105	489	678	220	3244	2268	881	1272	887	0.422701	145	22525	0.0225094105586757	FALSE	0.0225094105586757	FALSE	NA
"146"	"chr1-145"	"chr1"	145000001	146000000	"."	1000000	1418	1355	1026	667	1078	1094	1450	1111	1264	842	2284	581	765	234	3756	2486	903	1449	842	0.431143	146	24605	0.0134566069810979	FALSE	0.0089497843454929	FALSE	NA
"147"	"chr1-146"	"chr1"	146000001	147000000	"."	1000000	1402	1420	957	825	1058	1026	1383	1114	1267	854	2136	648	689	182	3526	2459	902	1360	792	0.417594	147	24000	0.0143182766912584	FALSE	0.0143182766912584	FALSE	NA
"148"	"chr1-147"	"chr1"	147000001	148000000	"."	1000000	1323	1308	1004	840	1059	1030	1311	1154	1228	723	2023	597	743	211	3362	2485	879	1318	735	0.411377	148	23333	0.0134258860446057	FALSE	0.00935567081392213	FALSE	NA
"149"	"chr1-148"	"chr1"	148000001	149000000	"."	1000000	1403	1286	1062	743	1133	1060	1372	1111	1347	830	2235	588	684	202	3399	2275	814	1415	886	0.415429	149	23845	0.0064610007867753	FALSE	0.0064610007867753	FALSE	NA
"150"	"chr1-149"	"chr1"	149000001	150000000	"."	1000000	1474	1231	1068	768	1140	1053	1240	1148	1215	911	2093	608	620	221	3477	2408	898	1353	851	0.421593	150	23777	0.0172010881837803	FALSE	0.0172010881837803	FALSE	NA
"151"	"chr1-150"	"chr1"	150000001	151000000	"."	1000000	1362	1226	1009	693	984	989	1210	1114	1208	824	2087	537	608	188	3280	2257	784	1229	739	0.436892	151	22328	0.0139989998241337	FALSE	0.0139989998241337	FALSE	NA
"152"	"chr1-151"	"chr1"	151000001	152000000	"."	1000000	1360	1327	1041	731	1022	1049	1344	1105	1171	824	2158	538	671	221	3456	2389	930	1398	757	0.457418	152	23492	0.0172026745440341	FALSE	0.0172026745440341	FALSE	NA
"153"	"chr1-152"	"chr1"	152000001	153000000	"."	1000000	1346	1343	932	858	965	1107	1370	1098	1360	756	2065	642	679	210	3416	2386	841	1322	848	0.415154	153	23544	0.0114399233867861	FALSE	0.0046590948035808	FALSE	NA
"154"	"chr1-153"	"chr1"	153000001	154000000	"."	1000000	1338	1291	1005	772	1059	1065	1220	1127	1217	811	2154	557	721	229	3468	2497	828	1423	801	0.45401	154	23583	0.0115594150185582	FALSE	0.0115594150185582	FALSE	NA
"155"	"chr1-154"	"chr1"	154000001	155000000	"."	1000000	1383	1190	1030	759	990	944	1216	1077	1282	828	2185	581	705	211	3368	2448	859	1328	784	0.466412	155	23168	0.0128453176220493	FALSE	0.0128453176220493	FALSE	NA
"156"	"chr1-155"	"chr1"	155000001	156000000	"."	1000000	1314	1315	995	636	1059	1013	1270	1066	1211	807	2149	563	688	219	3422	2259	791	1248	715	0.473341	156	22740	0.0147856293301113	FALSE	0.0147856293301113	FALSE	NA
"157"	"chr1-156"	"chr1"	156000001	157000000	"."	1000000	1438	1295	1023	726	1078	970	1333	1204	1223	719	2357	653	744	194	3613	2484	959	1409	756	0.506251	157	24178	0.022379861332327	FALSE	0.022379861332327	FALSE	NA
"158"	"chr1-157"	"chr1"	157000001	158000000	"."	1000000	1443	1403	954	770	1090	1092	1214	1182	1254	867	2233	691	745	189	3426	2521	894	1429	806	0.421135	158	24203	0.0161379008480446	FALSE	0.0161379008480446	FALSE	NA
"159"	"chr1-158"	"chr1"	158000001	159000000	"."	1000000	1299	1311	929	764	1106	1045	1304	1117	1182	793	2153	527	716	232	3312	2264	863	1233	819	0.391838	159	22969	0.010343106711732	FALSE	0.00641964024446569	FALSE	NA
"160"	"chr1-159"	"chr1"	159000001	160000000	"."	1000000	1476	1345	1028	865	1025	1045	1327	1048	1286	774	2116	596	739	191	3612	2444	817	1330	757	0.409896	160	23821	0.0162511789627882	FALSE	0.0162511789627882	FALSE	NA
"161"	"chr1-160"	"chr1"	160000001	161000000	"."	1000000	1462	1256	1018	765	1087	973	1325	1114	1180	838	2313	559	704	236	3493	2557	832	1310	809	0.439268	161	23831	0.0164386216547091	FALSE	0.0164386216547091	FALSE	NA
"162"	"chr1-161"	"chr1"	161000001	162000000	"."	1000000	1443	1473	1036	789	1106	1072	1523	1354	1368	827	2504	732	676	232	3880	2626	964	1495	981	0.445866	162	26081	0.0177217891530622	FALSE	0.0177217891530622	FALSE	NA
"163"	"chr1-162"	"chr1"	162000001	163000000	"."	1000000	1432	1424	1047	763	1105	1033	1297	1185	1271	839	2066	658	751	220	3421	2296	837	1261	797	0.413776	163	23703	0.0100521019836554	FALSE	0.0100521019836554	FALSE	NA
"164"	"chr1-163"	"chr1"	163000001	164000000	"."	1000000	1353	1202	972	858	1003	1072	1360	1089	1312	811	1918	573	681	206	3286	2272	826	1235	893	0.376521	164	22922	0.011041048091687	FALSE	0.00583744984124182	FALSE	NA
"165"	"chr1-164"	"chr1"	164000001	165000000	"."	1000000	1402	1148	890	738	1087	1028	1299	1126	1278	760	1940	611	752	190	3275	2354	837	1302	822	0.39355	165	22839	0.00707490237305501	FALSE	0.00707490237305501	FALSE	NA
"166"	"chr1-165"	"chr1"	165000001	166000000	"."	1000000	1414	1430	950	805	1129	1058	1340	1243	1219	769	2214	591	703	263	3477	2430	817	1300	893	0.421042	166	24045	0.019973988759071	FALSE	0.00802966105778157	FALSE	NA
"167"	"chr1-166"	"chr1"	166000001	167000000	"."	1000000	1403	1329	1006	796	1081	1104	1385	1136	1232	806	2111	619	690	188	3302	2235	869	1374	792	0.403257	167	23458	0.00722267327222184	FALSE	0.00722267327222184	FALSE	NA
"168"	"chr1-167"	"chr1"	167000001	168000000	"."	1000000	1413	1277	1003	742	1077	1012	1313	1056	1229	850	2150	541	679	201	3351	2481	827	1296	857	0.418833	168	23355	0.00758682597432491	FALSE	0.00758682597432491	FALSE	NA
"169"	"chr1-168"	"chr1"	168000001	169000000	"."	1000000	1435	1370	989	836	1113	1069	1277	1097	1236	804	2151	612	784	208	3513	2377	820	1301	874	0.403289	169	23866	0.00644771541380891	FALSE	0.00644771541380891	FALSE	NA
"170"	"chr1-169"	"chr1"	169000001	170000000	"."	1000000	1398	1279	987	787	1038	988	1193	1012	1172	809	2005	572	665	196	3095	2158	755	1253	775	0.382559	170	22137	0.0102208158227247	FALSE	0.0102208158227247	FALSE	NA
"171"	"chr1-170"	"chr1"	170000001	171000000	"."	1000000	1381	1235	873	781	1121	1105	1266	955	1193	805	2034	597	691	218	3145	2285	818	1291	806	0.377385	171	22600	0.0101992616839901	FALSE	0.00713807264040655	FALSE	NA
"172"	"chr1-171"	"chr1"	171000001	172000000	"."	1000000	1377	1373	998	802	1061	1089	1329	1138	1241	778	1977	588	709	215	3196	2164	784	1308	860	0.398081	172	22987	0.00652417139532521	FALSE	0.00652417139532521	FALSE	NA
"173"	"chr1-172"	"chr1"	172000001	173000000	"."	1000000	1248	1319	905	778	1101	1043	1361	1120	1275	848	1870	639	777	186	3161	2263	804	1261	821	0.381289	173	22780	0.0132813204959451	FALSE	0.0132813204959451	FALSE	NA
"174"	"chr1-173"	"chr1"	173000001	174000000	"."	1000000	1480	1328	905	729	1027	1027	1406	1136	1238	772	1953	578	716	214	3174	2206	787	1335	817	0.394578	174	22828	0.00789557960341633	FALSE	0.00789557960341633	FALSE	NA
"175"	"chr1-174"	"chr1"	174000001	175000000	"."	1000000	1376	1302	1005	766	1033	1105	1420	995	1204	842	1895	612	675	221	3060	2170	789	1298	793	0.38349	175	22561	0.0137199457980538	FALSE	0.0137199457980538	FALSE	NA
"176"	"chr1-175"	"chr1"	175000001	176000000	"."	1000000	1473	1295	1002	778	1002	1002	1369	1194	1325	866	2179	629	733	231	3473	2380	943	1342	800	0.429636	176	24016	0.0121661045661298	FALSE	0.0121661045661298	FALSE	NA
"177"	"chr1-176"	"chr1"	176000001	177000000	"."	1000000	1445	1312	873	764	1039	1117	1284	1138	1166	736	2103	608	719	193	3318	2239	898	1259	865	0.390841	177	23076	0.0094576414109542	FALSE	0.0094576414109542	FALSE	NA
"178"	"chr1-177"	"chr1"	177000001	178000000	"."	1000000	1376	1408	922	738	1149	1006	1262	1161	1285	801	2146	628	696	204	3378	2383	862	1234	914	0.407646	178	23553	0.00747250419741897	FALSE	0.00747250419741897	FALSE	NA
"179"	"chr1-178"	"chr1"	178000001	179000000	"."	1000000	1290	1265	930	710	1074	949	1307	1021	1211	754	2047	599	671	217	3269	2304	770	1289	871	0.396618	179	22548	0.00588388515186318	FALSE	0.00588388515186318	FALSE	NA
"180"	"chr1-179"	"chr1"	179000001	180000000	"."	1000000	1314	1364	929	713	1011	1069	1408	1044	1224	861	2025	585	649	231	3220	2319	735	1358	857	0.411205	180	22916	0.0160737027101194	FALSE	0.0160737027101194	FALSE	NA
"181"	"chr1-180"	"chr1"	180000001	181000000	"."	1000000	1352	1293	946	732	1065	1066	1308	1033	1202	803	2064	618	719	172	3285	2370	815	1261	849	0.409752	181	22953	0.00781409115863256	FALSE	0.00285754784269112	FALSE	NA
"182"	"chr1-181"	"chr1"	181000001	182000000	"."	1000000	1404	1296	1062	776	1063	1012	1313	1080	1285	791	2133	593	782	198	3467	2523	967	1409	792	0.433757	182	23946	0.0149391337951022	FALSE	0.0149391337951022	FALSE	NA
"183"	"chr1-182"	"chr1"	182000001	183000000	"."	1000000	1374	1330	1033	801	1035	1019	1321	1102	1260	730	2013	550	728	218	3488	2215	814	1309	769	0.419196	183	23109	0.0108127513127805	FALSE	0.0108127513127805	FALSE	NA
"184"	"chr1-183"	"chr1"	183000001	184000000	"."	1000000	1273	1270	1063	782	1039	1014	1388	1190	1251	819	2170	575	702	246	3282	2509	807	1263	874	0.411886	184	23517	0.0171393650546785	FALSE	0.0102317251741266	FALSE	NA
"185"	"chr1-184"	"chr1"	184000001	185000000	"."	1000000	1451	1287	931	692	987	1039	1358	1085	1239	809	2170	646	699	186	3381	2188	726	1261	812	0.39833	185	22947	0.0126690837375429	FALSE	0.0126690837375429	FALSE	NA
"186"	"chr1-185"	"chr1"	185000001	186000000	"."	1000000	1343	1283	967	703	1080	1040	1365	1097	1279	764	1918	613	727	194	3096	2173	824	1212	863	0.37916	186	22541	0.00502823263534499	FALSE	0.00502823263534499	FALSE	NA
"187"	"chr1-186"	"chr1"	186000001	187000000	"."	1000000	1277	1273	899	756	1119	1131	1315	1052	1237	772	1892	598	694	184	2911	2141	771	1221	819	0.366564	187	22062	0.0096477399907362	FALSE	0.0096477399907362	FALSE	NA
"188"	"chr1-187"	"chr1"	187000001	188000000	"."	1000000	1342	1169	874	719	997	1071	1275	951	1258	657	1892	558	746	205	3023	2162	751	1207	811	0.357207	188	21668	0.0121370847008696	FALSE	0.0121370847008696	FALSE	NA
"189"	"chr1-188"	"chr1"	188000001	189000000	"."	1000000	1301	1251	847	633	1022	1069	1223	964	1343	693	1753	608	778	195	2872	1990	695	1136	813	0.343403	189	21186	0.0279924374888622	FALSE	0.0279924374888622	FALSE	NA
"190"	"chr1-189"	"chr1"	189000001	190000000	"."	1000000	1319	1155	804	724	1041	1154	1249	946	1183	679	1812	617	721	197	2841	2056	760	1187	797	0.339514	190	21242	0.0199218307498067	TRUE	NA	FALSE	NA
"191"	"chr1-190"	"chr1"	190000001	191000000	"."	1000000	1219	1203	843	769	1045	1027	1296	915	1291	617	1759	552	595	184	2805	2038	683	1152	885	0.335929	191	20878	0.0271061843120304	TRUE	NA	FALSE	NA
"192"	"chr1-191"	"chr1"	191000001	192000000	"."	1000000	1345	1148	864	688	1034	1119	1384	911	1151	716	1775	633	642	184	2759	2194	667	1165	889	0.3442	192	21268	0.0295444450813913	FALSE	0.0295444450813913	FALSE	NA
"193"	"chr1-192"	"chr1"	192000001	193000000	"."	1000000	1306	1261	929	725	1088	1126	1364	995	1326	789	1920	586	732	188	3037	2235	789	1163	873	0.361783	193	22432	0.0103216428543083	FALSE	0.0103216428543083	FALSE	NA
"194"	"chr1-193"	"chr1"	193000001	194000000	"."	1000000	1382	1241	937	703	1097	1096	1339	1071	1176	751	1887	567	707	182	3154	2095	771	1218	857	0.363943	194	22231	0.00746075330781903	FALSE	0.00746075330781903	FALSE	NA
"195"	"chr1-194"	"chr1"	194000001	195000000	"."	1000000	1244	1168	805	687	1095	1032	1185	973	1242	736	1818	592	764	222	2846	2023	790	1171	815	0.344954	195	21208	0.0219469488244176	FALSE	0.0219469488244176	FALSE	NA
"196"	"chr1-195"	"chr1"	195000001	196000000	"."	1000000	1257	1220	746	688	1082	1129	1394	967	1286	669	1843	587	685	212	2852	2054	693	1056	926	0.341983	196	21346	0.0370662820203511	FALSE	0.0370662820203511	FALSE	NA
"197"	"chr1-196"	"chr1"	196000001	197000000	"."	1000000	1212	1194	824	759	991	1034	1308	955	1325	661	1868	597	758	202	3116	2126	782	1140	863	0.348899	197	21715	0.0191903879167276	FALSE	0.0191903879167276	FALSE	NA
"198"	"chr1-197"	"chr1"	197000001	198000000	"."	1000000	1267	1237	872	670	1077	1086	1273	1006	1257	749	1871	614	733	168	3012	2037	822	1230	852	0.362271	198	21833	0.0147970679781974	FALSE	0.0147970679781974	FALSE	NA
"199"	"chr1-198"	"chr1"	198000001	199000000	"."	1000000	1314	1173	902	738	1075	1117	1254	1012	1279	815	1977	639	701	224	2981	2233	772	1264	880	0.360003	199	22350	0.0129708031901281	FALSE	0.0129708031901281	FALSE	NA
"200"	"chr1-199"	"chr1"	199000001	200000000	"."	1000000	1388	1229	946	789	1103	1021	1271	1099	1207	709	2023	601	719	192	3083	2340	797	1179	875	0.370293	200	22571	0.00758220002719222	FALSE	0.00758220002719222	FALSE	NA
"201"	"chr1-200"	"chr1"	200000001	201000000	"."	1000000	1330	1245	998	661	1091	1051	1381	1050	1217	849	2004	572	717	244	3310	2255	728	1305	864	0.418414	201	22872	0.018575431137471	FALSE	0.0102125185025301	FALSE	NA
"202"	"chr1-201"	"chr1"	201000001	202000000	"."	1000000	1358	1311	933	707	1078	1040	1297	1195	1244	807	2256	601	685	218	3552	2466	933	1351	843	0.488713	202	23875	0.00967688547154614	FALSE	0.00967688547154614	FALSE	NA
"203"	"chr1-202"	"chr1"	202000001	203000000	"."	1000000	1422	1285	961	711	1109	1019	1281	1123	1283	806	2176	662	748	224	3500	2316	834	1324	735	0.457479	203	23519	0.011723244448591	FALSE	0.0070226081798929	FALSE	NA
"204"	"chr1-203"	"chr1"	203000001	204000000	"."	1000000	1338	1392	974	786	1084	1019	1235	1183	1272	763	2157	578	716	230	3616	2356	788	1334	773	0.463737	204	23594	0.0128741490278467	FALSE	0.0128741490278467	FALSE	NA
"205"	"chr1-204"	"chr1"	204000001	205000000	"."	1000000	1455	1314	1076	821	1111	963	1351	1204	1335	750	2337	554	651	197	3553	2500	905	1426	853	0.475496	205	24356	0.0181663019631385	FALSE	0.0181663019631385	FALSE	NA
"206"	"chr1-205"	"chr1"	205000001	206000000	"."	1000000	1421	1295	1033	721	1073	955	1387	1126	1297	803	2123	549	715	218	3464	2410	967	1361	748	0.472866	206	23666	0.0166255951918344	FALSE	0.0119903677956252	FALSE	NA
"207"	"chr1-206"	"chr1"	206000001	207000000	"."	1000000	1446	1356	1000	787	1015	1032	1361	1261	1289	835	2305	605	721	220	3592	2456	843	1379	825	0.447479	207	24328	0.00873679443076652	FALSE	0.00873679443076652	FALSE	NA
"208"	"chr1-207"	"chr1"	207000001	208000000	"."	1000000	1279	1288	906	750	1014	988	1255	1044	1163	730	1945	577	709	180	3465	2218	786	1236	805	0.4044	208	22338	0.00649379154489797	FALSE	0.00453840436742699	FALSE	NA
"209"	"chr1-208"	"chr1"	208000001	209000000	"."	1000000	1396	1287	931	786	1094	1024	1289	1229	1340	716	2207	617	732	204	3390	2358	932	1294	863	0.424245	209	23689	0.00959154845212178	FALSE	0.00959154845212178	FALSE	NA
"210"	"chr1-209"	"chr1"	209000001	210000000	"."	1000000	1290	1318	999	733	1066	1044	1359	1052	1216	870	2184	530	642	212	3533	2365	916	1399	888	0.42178	210	23616	0.0149598409863103	FALSE	0.0149598409863103	FALSE	NA
"211"	"chr1-210"	"chr1"	210000001	211000000	"."	1000000	1275	1146	971	719	1014	1037	1375	1166	1163	838	2173	582	744	209	3250	2424	825	1335	850	0.410464	211	23096	0.0101031883435088	FALSE	0.0101031883435088	FALSE	NA
"212"	"chr1-211"	"chr1"	211000001	212000000	"."	1000000	1454	1300	1032	708	1077	1084	1218	1075	1208	762	2100	653	703	196	3379	2291	780	1273	897	0.421451	212	23190	0.0105669163190609	FALSE	0.0105669163190609	FALSE	NA
"213"	"chr1-212"	"chr1"	212000001	213000000	"."	1000000	1352	1305	1007	671	1056	1037	1353	1121	1216	729	2090	620	808	170	3389	2413	780	1363	889	0.431252	213	23369	0.0181745993367372	FALSE	0.0122440721377384	FALSE	NA
"214"	"chr1-213"	"chr1"	213000001	214000000	"."	1000000	1437	1281	937	779	1052	1078	1397	1097	1246	741	2002	619	721	233	3282	2300	859	1330	910	0.407892	214	23301	0.00770374656241757	FALSE	0.00476044200843891	FALSE	NA
"215"	"chr1-214"	"chr1"	214000001	215000000	"."	1000000	1454	1328	974	835	1066	1043	1449	1145	1285	794	2081	583	697	167	3360	2345	813	1203	819	0.401715	215	23441	0.0156165654676815	FALSE	0.00793034506766962	FALSE	NA
"216"	"chr1-215"	"chr1"	215000001	216000000	"."	1000000	1413	1192	867	700	1070	1073	1368	1072	1272	750	1944	601	773	200	3093	2280	803	1216	853	0.367681	216	22540	0.00839162374311277	FALSE	0.00569888008384451	FALSE	NA
"217"	"chr1-216"	"chr1"	216000001	217000000	"."	1000000	1377	1274	852	861	1064	1128	1322	992	1258	735	1920	545	772	228	3078	2208	735	1291	823	0.367863	217	22463	0.0237836800449208	FALSE	0.0237836800449208	FALSE	NA
