# Program:featureCounts v2.0.0; Command:"/home/vera/bin/subread-2.0.0-source/bin/featureCounts" "-a" "/media/vera/big_data/coriandR/genom/bins.gtf" "-o" "pon.marburg.6p.fc.tsv" "-T" "8" "/media/vera/big_data/mr_genoms/marburg.gesund.september/62720_S6_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63120_S8_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63220_S9_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63320_S1_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63420_S1_L001.bam" "/media/vera/big_data/mr_genoms/marburg.gesund.september/63520_S2_L001.bam" 
Geneid	Chr	Start	End	Strand	Length	/media/vera/big_data/mr_genoms/marburg.gesund.september/62720_S6_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63120_S8_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63220_S9_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63320_S1_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63420_S1_L001.bam	/media/vera/big_data/mr_genoms/marburg.gesund.september/63520_S2_L001.bam
chr2-71	chr2	71000001	72000000	.	1000000	1455	1344	1014	809	1037	1045
chr2-72	chr2	72000001	73000000	.	1000000	1438	1343	909	680	1051	1046
chr2-73	chr2	73000001	74000000	.	1000000	1396	1379	939	703	1038	1044
chr2-74	chr2	74000001	75000000	.	1000000	1396	1330	1017	750	1065	979
chr2-75	chr2	75000001	76000000	.	1000000	1388	1303	928	709	1117	1117
chr2-76	chr2	76000001	77000000	.	1000000	1314	1263	857	708	982	1048
chr2-77	chr2	77000001	78000000	.	1000000	1339	1191	845	723	1058	1032
chr2-78	chr2	78000001	79000000	.	1000000	1259	1193	836	697	1066	1058
chr2-79	chr2	79000001	80000000	.	1000000	1347	1363	926	746	1078	1058
chr2-80	chr2	80000001	81000000	.	1000000	1382	1268	888	772	974	1026
chr2-81	chr2	81000001	82000000	.	1000000	1224	1292	790	695	1005	1054
chr2-82	chr2	82000001	83000000	.	1000000	1372	1157	857	763	1073	1000
chr2-83	chr2	83000001	84000000	.	1000000	1284	1239	845	692	1081	1073
chr2-84	chr2	84000001	85000000	.	1000000	1348	1282	922	758	1086	1077
chr2-85	chr2	85000001	86000000	.	1000000	1383	1210	967	762	1096	1043
chr2-86	chr2	86000001	87000000	.	1000000	1329	1347	1002	744	1010	1048
chr2-87	chr2	87000001	88000000	.	1000000	1327	1261	1003	789	1057	1008
chr2-88	chr2	88000001	89000000	.	1000000	1455	1358	989	782	1132	968
chr2-89	chr2	89000001	90000000	.	1000000	1417	1264	998	809	1113	1011
chr2-90	chr2	90000001	91000000	.	1000000	990	1303	987	654	1033	917
chr2-91	chr2	91000001	92000000	.	1000000	1220	1123	862	710	1061	1026
chr2-92	chr2	92000001	93000000	.	1000000	2001	1817	1044	976	1251	1200
chr2-93	chr2	93000001	94000000	.	1000000	1119	994	596	594	764	654
chr2-94	chr2	94000001	95000000	.	1000000	1184	1073	775	703	886	855
chr2-95	chr2	95000001	96000000	.	1000000	1407	1464	1048	848	1126	1067
chr2-96	chr2	96000001	97000000	.	1000000	1384	1339	1012	788	1108	1075
chr2-97	chr2	97000001	98000000	.	1000000	1379	1275	977	747	1027	1008
chr2-98	chr2	98000001	99000000	.	1000000	1357	1240	1044	760	1092	1006
chr2-99	chr2	99000001	100000000	.	1000000	1327	1255	952	827	1098	1003
chr2-100	chr2	100000001	101000000	.	1000000	1365	1267	981	794	1152	1051
chr2-101	chr2	101000001	102000000	.	1000000	1328	1275	975	766	1080	1053
chr2-102	chr2	102000001	103000000	.	1000000	1389	1316	1083	670	1158	1025
chr2-103	chr2	103000001	104000000	.	1000000	1347	1280	900	700	1009	993
chr2-104	chr2	104000001	105000000	.	1000000	1338	1355	914	734	1015	1094
chr2-105	chr2	105000001	106000000	.	1000000	1370	1332	1044	754	1136	1089
chr2-106	chr2	106000001	107000000	.	1000000	1259	1340	998	751	1056	1004
chr2-107	chr2	107000001	108000000	.	1000000	1400	1308	944	736	1038	1002
chr2-108	chr2	108000001	109000000	.	1000000	1456	1310	907	748	1090	1089
chr2-109	chr2	109000001	110000000	.	1000000	1310	1267	942	710	1052	976
chr2-110	chr2	110000001	111000000	.	1000000	1331	1350	924	683	1152	916
chr2-111	chr2	111000001	112000000	.	1000000	1401	1359	970	737	1083	1041
chr2-112	chr2	112000001	113000000	.	1000000	1416	1313	967	782	1078	1002
chr2-113	chr2	113000001	114000000	.	1000000	1386	1336	1016	757	1100	1064
chr2-114	chr2	114000001	115000000	.	1000000	1400	1309	905	865	1139	1015
chr2-115	chr2	115000001	116000000	.	1000000	1257	1228	814	675	1064	1047
chr2-116	chr2	116000001	117000000	.	1000000	1261	1185	848	781	965	987
chr2-117	chr2	117000001	118000000	.	1000000	1305	1300	893	813	1096	1096
chr2-118	chr2	118000001	119000000	.	1000000	1326	1350	981	787	1053	1093
chr2-119	chr2	119000001	120000000	.	1000000	1391	1329	1061	830	1063	1044
chr2-120	chr2	120000001	121000000	.	1000000	1500	1427	995	750	1111	1045
chr2-121	chr2	121000001	122000000	.	1000000	1354	1351	914	767	1067	1057
chr2-122	chr2	122000001	123000000	.	1000000	1432	1214	850	707	1044	1045
chr2-123	chr2	123000001	124000000	.	1000000	1329	1242	827	748	1023	1025
chr2-124	chr2	124000001	125000000	.	1000000	1345	1244	880	780	1111	1060
chr2-125	chr2	125000001	126000000	.	1000000	1320	1212	861	698	1023	1134
chr2-126	chr2	126000001	127000000	.	1000000	1357	1228	967	756	1077	1087
chr2-127	chr2	127000001	128000000	.	1000000	1378	1361	936	762	1080	960
chr2-128	chr2	128000001	129000000	.	1000000	1459	1350	990	734	1037	1033
chr2-129	chr2	129000001	130000000	.	1000000	1280	1318	920	774	1151	1044
chr2-130	chr2	130000001	131000000	.	1000000	1404	1358	925	756	1087	1039
chr2-131	chr2	131000001	132000000	.	1000000	1337	1243	881	757	1125	1087
chr2-132	chr2	132000001	133000000	.	1000000	1443	1348	933	729	1163	1155
chr2-133	chr2	133000001	134000000	.	1000000	1325	1315	898	787	1133	1114
chr2-134	chr2	134000001	135000000	.	1000000	1476	1265	1023	709	1044	1055
chr2-135	chr2	135000001	136000000	.	1000000	1390	1298	902	705	1050	1001
chr2-136	chr2	136000001	137000000	.	1000000	1432	1293	1129	659	1129	1078
chr2-137	chr2	137000001	138000000	.	1000000	1300	1195	993	731	1004	1112
chr2-138	chr2	138000001	139000000	.	1000000	1391	1252	999	737	1152	1091
chr2-139	chr2	139000001	140000000	.	1000000	1280	1113	829	713	1079	1071
chr2-140	chr2	140000001	141000000	.	1000000	1252	1192	826	762	1016	1088
chr2-141	chr2	141000001	142000000	.	1000000	1277	1261	898	676	1024	1125
chr2-142	chr2	142000001	143000000	.	1000000	1344	1226	991	721	1090	1069
chr2-143	chr2	143000001	144000000	.	1000000	1381	1287	962	749	1102	1035
chr2-144	chr2	144000001	145000000	.	1000000	1403	1196	1119	718	1055	995
chr2-145	chr2	145000001	146000000	.	1000000	1354	1216	874	722	1069	957
chr2-146	chr2	146000001	147000000	.	1000000	1304	1220	884	785	1035	1064
chr2-147	chr2	147000001	148000000	.	1000000	1355	1265	954	795	1063	1100
chr2-148	chr2	148000001	149000000	.	1000000	1338	1260	1025	732	1118	1044
chr2-149	chr2	149000001	150000000	.	1000000	1413	1184	1000	758	1084	1007
chr2-150	chr2	150000001	151000000	.	1000000	1433	1308	899	762	1000	1091
chr2-151	chr2	151000001	152000000	.	1000000	1381	1301	1030	750	1039	1029
chr2-152	chr2	152000001	153000000	.	1000000	1351	1318	1003	759	1014	1054
chr2-153	chr2	153000001	154000000	.	1000000	1352	1214	820	747	935	1023
chr2-154	chr2	154000001	155000000	.	1000000	1196	1210	852	739	1024	1006
chr2-155	chr2	155000001	156000000	.	1000000	1316	1214	786	738	1007	1079
chr2-156	chr2	156000001	157000000	.	1000000	1286	1216	928	739	1026	1025
chr2-157	chr2	157000001	158000000	.	1000000	1339	1181	989	838	1023	1123
chr2-158	chr2	158000001	159000000	.	1000000	1350	1364	1036	744	1070	1053
chr2-159	chr2	159000001	160000000	.	1000000	1388	1263	989	743	1057	1042
chr2-160	chr2	160000001	161000000	.	1000000	1377	1276	1101	825	1088	1022
chr2-161	chr2	161000001	162000000	.	1000000	1340	1181	976	706	987	1029
chr2-162	chr2	162000001	163000000	.	1000000	1274	1191	974	688	1022	1050
chr2-163	chr2	163000001	164000000	.	1000000	1382	1227	867	702	1070	1113
chr2-164	chr2	164000001	165000000	.	1000000	1381	1245	891	720	1034	1100
chr2-165	chr2	165000001	166000000	.	1000000	1296	1282	838	713	1108	1096
chr2-166	chr2	166000001	167000000	.	1000000	1266	1132	922	748	1096	1064
chr2-167	chr2	167000001	168000000	.	1000000	1371	1263	876	827	1020	1094
chr2-168	chr2	168000001	169000000	.	1000000	1300	1289	1077	714	1061	1021
chr2-169	chr2	169000001	170000000	.	1000000	1361	1186	1009	735	1121	954
chr2-170	chr2	170000001	171000000	.	1000000	1363	1344	1071	762	1119	1048
chr2-171	chr2	171000001	172000000	.	1000000	1296	1230	903	736	1031	1092
chr2-172	chr2	172000001	173000000	.	1000000	1373	1332	938	722	1031	975
chr2-173	chr2	173000001	174000000	.	1000000	1454	1328	989	797	1148	1038
chr2-174	chr2	174000001	175000000	.	1000000	1216	1235	956	726	993	1007
chr2-175	chr2	175000001	176000000	.	1000000	1353	1223	1078	820	1108	1034
chr2-176	chr2	176000001	177000000	.	1000000	1354	1307	971	828	1106	926
chr2-177	chr2	177000001	178000000	.	1000000	1412	1260	918	782	1034	1057
chr2-178	chr2	178000001	179000000	.	1000000	1419	1198	997	683	1103	1034
chr2-179	chr2	179000001	180000000	.	1000000	1381	1227	921	721	1043	1055
chr2-180	chr2	180000001	181000000	.	1000000	1342	1262	974	744	1091	1072
chr2-181	chr2	181000001	182000000	.	1000000	1259	1305	968	727	1059	1138
chr2-182	chr2	182000001	183000000	.	1000000	1328	1183	897	743	1118	1049
chr2-183	chr2	183000001	184000000	.	1000000	1297	1213	903	661	1083	1051
chr2-184	chr2	184000001	185000000	.	1000000	1257	1204	925	762	1127	1050
chr2-185	chr2	185000001	186000000	.	1000000	1281	1185	863	746	1085	1104
chr2-186	chr2	186000001	187000000	.	1000000	1308	1196	840	696	1016	1104
chr2-187	chr2	187000001	188000000	.	1000000	1372	1174	824	674	963	1132
chr2-188	chr2	188000001	189000000	.	1000000	1318	1233	827	747	1010	1040
chr2-189	chr2	189000001	190000000	.	1000000	1329	1251	928	717	1070	1061
chr2-190	chr2	190000001	191000000	.	1000000	1313	1302	967	813	1043	968
chr2-191	chr2	191000001	192000000	.	1000000	1344	1264	994	803	1116	1111
chr2-192	chr2	192000001	193000000	.	1000000	1275	1153	901	695	1011	1037
chr2-193	chr2	193000001	194000000	.	1000000	1255	1220	829	649	1084	1072
chr2-194	chr2	194000001	195000000	.	1000000	1291	1129	864	676	970	997
chr2-195	chr2	195000001	196000000	.	1000000	1384	1190	967	727	1191	1056
chr2-196	chr2	196000001	197000000	.	1000000	1336	1233	1003	741	1075	1037
chr2-197	chr2	197000001	198000000	.	1000000	1302	1339	1081	719	1065	1078
chr2-198	chr2	198000001	199000000	.	1000000	1342	1147	899	696	988	1138
chr2-199	chr2	199000001	200000000	.	1000000	1394	1291	964	709	1091	1076
chr2-200	chr2	200000001	201000000	.	1000000	1389	1230	930	771	1052	1074
chr2-201	chr2	201000001	202000000	.	1000000	1407	1247	953	822	1197	1042
chr2-202	chr2	202000001	203000000	.	1000000	1386	1252	969	684	1026	1006
chr2-203	chr2	203000001	204000000	.	1000000	1279	1267	943	702	1047	985
chr2-204	chr2	204000001	205000000	.	1000000	1369	1257	958	697	1083	1132
chr2-205	chr2	205000001	206000000	.	1000000	1467	1279	994	738	1097	966
chr2-206	chr2	206000001	207000000	.	1000000	1312	1308	1000	766	1061	1063
chr2-207	chr2	207000001	208000000	.	1000000	1395	1240	974	776	1081	1076
chr2-208	chr2	208000001	209000000	.	1000000	1357	1258	1058	755	970	1077
chr2-209	chr2	209000001	210000000	.	1000000	1290	1222	969	776	1108	1027
chr2-210	chr2	210000001	211000000	.	1000000	1330	1207	882	806	1084	1073
chr2-211	chr2	211000001	212000000	.	1000000	1268	1203	925	736	1108	1044
chr2-212	chr2	212000001	213000000	.	1000000	1311	1226	928	686	974	1076
chr2-213	chr2	213000001	214000000	.	1000000	1373	1200	903	677	1014	1023
chr2-214	chr2	214000001	215000000	.	1000000	1315	1193	833	707	1016	1125
chr2-215	chr2	215000001	216000000	.	1000000	1293	1311	1034	796	1101	1042
chr2-216	chr2	216000001	217000000	.	1000000	1487	1328	1043	765	1062	993
chr2-217	chr2	217000001	218000000	.	1000000	1356	1319	982	759	1068	1078
chr2-218	chr2	218000001	219000000	.	1000000	1374	1348	1030	717	1044	998
chr2-219	chr2	219000001	220000000	.	1000000	1366	1310	959	712	1083	1081
chr2-220	chr2	220000001	221000000	.	1000000	1348	1356	877	815	1008	1011
chr2-221	chr2	221000001	222000000	.	1000000	1352	1198	886	793	1039	1022
chr2-222	chr2	222000001	223000000	.	1000000	1369	1344	979	769	1147	937
chr2-223	chr2	223000001	224000000	.	1000000	1397	1247	971	808	1025	1119
chr2-224	chr2	224000001	225000000	.	1000000	1421	1376	1080	761	1046	1001
chr2-225	chr2	225000001	226000000	.	1000000	1371	1254	908	763	1058	1040
chr2-226	chr2	226000001	227000000	.	1000000	1278	1306	921	726	1007	1066
chr2-227	chr2	227000001	228000000	.	1000000	1478	1318	966	793	1025	994
chr2-228	chr2	228000001	229000000	.	1000000	1215	1217	880	796	1057	1112
chr2-229	chr2	229000001	230000000	.	1000000	1278	1263	1013	789	1156	1030
chr2-230	chr2	230000001	231000000	.	1000000	1351	1270	999	755	1056	1021
chr2-231	chr2	231000001	232000000	.	1000000	1297	1332	973	769	1096	955
chr2-232	chr2	232000001	233000000	.	1000000	1417	1290	901	664	1068	1015
chr2-233	chr2	233000001	234000000	.	1000000	1432	1255	1066	728	1110	1010
chr2-234	chr2	234000001	235000000	.	1000000	1430	1304	1061	720	1096	947
chr2-235	chr2	235000001	236000000	.	1000000	1452	1297	908	743	1131	1079
chr2-236	chr2	236000001	237000000	.	1000000	1396	1310	933	820	1126	1037
chr2-237	chr2	237000001	238000000	.	1000000	1288	1364	995	780	1049	1045
chr2-238	chr2	238000001	239000000	.	1000000	1479	1326	922	771	1040	1110
chr2-239	chr2	239000001	240000000	.	1000000	1419	1335	1095	762	1120	1086
chr2-240	chr2	240000001	241000000	.	1000000	1354	1358	1033	731	1092	1049
chr2-241	chr2	241000001	242000000	.	1000000	1358	1343	964	737	1058	1093
chr2-242	chr2	242000001	242193529	.	193529	256	208	190	143	139	245
chr3-0	chr3	1	1000000	.	1000000	1276	1257	810	703	1082	1109
chr3-1	chr3	1000001	2000000	.	1000000	1301	1136	819	767	976	1114
chr3-2	chr3	2000001	3000000	.	1000000	1330	1281	946	772	1089	1077
chr3-3	chr3	3000001	4000000	.	1000000	1424	1329	1006	773	1083	1131
chr3-4	chr3	4000001	5000000	.	1000000	1426	1355	1029	814	1098	1062
chr3-5	chr3	5000001	6000000	.	1000000	1423	1207	1088	758	1173	1028
chr3-6	chr3	6000001	7000000	.	1000000	1320	1220	899	784	1109	1104
chr3-7	chr3	7000001	8000000	.	1000000	1363	1212	902	714	1053	1055
chr3-8	chr3	8000001	9000000	.	1000000	1380	1358	999	798	1081	998
chr3-9	chr3	9000001	10000000	.	1000000	1471	1413	924	726	1077	1005
chr3-10	chr3	10000001	11000000	.	1000000	1459	1285	965	799	1078	1195
chr3-11	chr3	11000001	12000000	.	1000000	1432	1377	985	823	1157	1081
chr3-12	chr3	12000001	13000000	.	1000000	1373	1311	1033	740	1157	1052
chr3-13	chr3	13000001	14000000	.	1000000	1445	1403	1009	755	1041	1013
chr3-14	chr3	14000001	15000000	.	1000000	1426	1339	1002	757	1086	1067
chr3-15	chr3	15000001	16000000	.	1000000	1366	1301	1017	852	1015	1011
chr3-16	chr3	16000001	17000000	.	1000000	1330	1300	1002	758	1054	1089
chr3-17	chr3	17000001	18000000	.	1000000	1292	1313	935	688	1036	1051
chr3-18	chr3	18000001	19000000	.	1000000	1254	1264	958	765	1125	1007
chr3-19	chr3	19000001	20000000	.	1000000	1265	1143	994	723	1117	1035
chr3-20	chr3	20000001	21000000	.	1000000	1309	1235	854	757	1088	1050
chr3-21	chr3	21000001	22000000	.	1000000	1242	1155	844	809	1051	1074
chr3-22	chr3	22000001	23000000	.	1000000	1392	1331	909	673	1025	1071
chr3-23	chr3	23000001	24000000	.	1000000	1371	1273	955	703	1031	1091
chr3-24	chr3	24000001	25000000	.	1000000	1332	1198	943	706	1004	1022
chr3-25	chr3	25000001	26000000	.	1000000	1454	1240	972	783	1038	1042
chr3-26	chr3	26000001	27000000	.	1000000	1386	1342	897	763	1061	1074
chr3-27	chr3	27000001	28000000	.	1000000	1424	1252	1035	810	1032	1015
chr3-28	chr3	28000001	29000000	.	1000000	1432	1265	931	755	1044	1052
chr3-29	chr3	29000001	30000000	.	1000000	1279	1214	940	752	949	1103
chr3-30	chr3	30000001	31000000	.	1000000	1433	1299	943	788	1071	1051
chr3-31	chr3	31000001	32000000	.	1000000	1333	1298	1031	756	1010	1043
chr3-32	chr3	32000001	33000000	.	1000000	1330	1232	989	737	1093	1011
chr3-33	chr3	33000001	34000000	.	1000000	1389	1331	978	695	1132	1068
chr3-34	chr3	34000001	35000000	.	1000000	1407	1345	999	759	944	1104
chr3-35	chr3	35000001	36000000	.	1000000	1375	1197	859	731	1061	990
chr3-36	chr3	36000001	37000000	.	1000000	1323	1360	1021	749	1080	974
chr3-37	chr3	37000001	38000000	.	1000000	1414	1274	1042	725	1000	1093
chr3-38	chr3	38000001	39000000	.	1000000	1413	1409	1032	804	1062	1075
chr3-39	chr3	39000001	40000000	.	1000000	1363	1326	859	786	1116	1085
chr3-40	chr3	40000001	41000000	.	1000000	1369	1296	917	781	1094	1059
chr3-41	chr3	41000001	42000000	.	1000000	1319	1352	946	789	1112	1015
chr3-42	chr3	42000001	43000000	.	1000000	1393	1351	1016	812	1122	1013
chr3-43	chr3	43000001	44000000	.	1000000	1410	1399	1051	767	1025	1016
chr3-44	chr3	44000001	45000000	.	1000000	1382	1426	979	734	1094	1068
chr3-45	chr3	45000001	46000000	.	1000000	1403	1297	1102	783	1161	1012
chr3-46	chr3	46000001	47000000	.	1000000	1398	1396	974	734	1159	979
chr3-47	chr3	47000001	48000000	.	1000000	1405	1299	975	767	1039	1084
chr3-48	chr3	48000001	49000000	.	1000000	1333	1257	975	721	1111	875
chr3-49	chr3	49000001	50000000	.	1000000	1370	1339	1006	684	1029	1069
chr3-50	chr3	50000001	51000000	.	1000000	1346	1325	1051	730	1194	1034
chr3-51	chr3	51000001	52000000	.	1000000	1397	1345	1068	829	1136	1042
chr3-52	chr3	52000001	53000000	.	1000000	1348	1429	983	801	1051	1061
chr3-53	chr3	53000001	54000000	.	1000000	1383	1279	1044	791	1143	1066
chr3-54	chr3	54000001	55000000	.	1000000	1366	1355	1040	784	1064	971
chr3-55	chr3	55000001	56000000	.	1000000	1442	1367	926	746	1060	1086
chr3-56	chr3	56000001	57000000	.	1000000	1496	1283	985	756	1117	1093
chr3-57	chr3	57000001	58000000	.	1000000	1378	1144	1000	691	1050	1066
chr3-58	chr3	58000001	59000000	.	1000000	1381	1349	998	811	1084	1072
chr3-59	chr3	59000001	60000000	.	1000000	1439	1252	990	770	1019	1048
chr3-60	chr3	60000001	61000000	.	1000000	1303	1255	992	776	1040	1025
chr3-61	chr3	61000001	62000000	.	1000000	1410	1339	920	789	1093	1079
chr3-62	chr3	62000001	63000000	.	1000000	1342	1340	1001	778	1066	1075
chr3-63	chr3	63000001	64000000	.	1000000	1328	1261	970	797	1113	1045
chr3-64	chr3	64000001	65000000	.	1000000	1428	1426	962	731	1119	1067
chr3-65	chr3	65000001	66000000	.	1000000	1427	1322	935	772	1025	1066
chr3-66	chr3	66000001	67000000	.	1000000	1460	1353	998	719	1102	995
chr3-67	chr3	67000001	68000000	.	1000000	1342	1263	1001	721	1013	1066
chr3-68	chr3	68000001	69000000	.	1000000	1452	1320	1005	754	1064	993
chr3-69	chr3	69000001	70000000	.	1000000	1384	1244	1069	687	1028	954
chr3-70	chr3	70000001	71000000	.	1000000	1282	1299	928	765	1090	1075
chr3-71	chr3	71000001	72000000	.	1000000	1433	1286	1022	813	1053	1012
chr3-72	chr3	72000001	73000000	.	1000000	1508	1329	1005	778	1022	1054
chr3-73	chr3	73000001	74000000	.	1000000	1381	1289	942	786	1159	1109
chr3-74	chr3	74000001	75000000	.	1000000	1374	1349	917	769	1026	1081
chr3-75	chr3	75000001	76000000	.	1000000	1587	1418	1090	870	1126	1220
chr3-76	chr3	76000001	77000000	.	1000000	1332	1283	827	772	984	1080
chr3-77	chr3	77000001	78000000	.	1000000	1321	1198	896	810	1119	1124
chr3-78	chr3	78000001	79000000	.	1000000	1303	1164	874	716	1039	1081
chr3-79	chr3	79000001	80000000	.	1000000	1298	1179	922	798	1088	1042
chr3-80	chr3	80000001	81000000	.	1000000	1239	1163	796	659	1021	1086
chr3-81	chr3	81000001	82000000	.	1000000	1344	1191	909	713	1029	1003
chr3-82	chr3	82000001	83000000	.	1000000	1349	1213	829	737	1040	1029
chr3-83	chr3	83000001	84000000	.	1000000	1265	1280	782	614	1076	1091
chr3-84	chr3	84000001	85000000	.	1000000	1299	1183	804	716	991	1063
chr3-85	chr3	85000001	86000000	.	1000000	1376	1137	799	733	1046	1108
chr3-86	chr3	86000001	87000000	.	1000000	1269	1268	821	783	1045	1078
chr3-87	chr3	87000001	88000000	.	1000000	1288	1182	918	714	1013	1035
chr3-88	chr3	88000001	89000000	.	1000000	1276	1230	895	768	981	1058
chr3-89	chr3	89000001	90000000	.	1000000	1304	1131	849	713	982	1085
chr3-90	chr3	90000001	91000000	.	1000000	1752	1463	1243	780	1177	1258
chr3-91	chr3	91000001	92000000	.	1000000	1452	1444	1196	920	1447	1255
chr3-92	chr3	92000001	93000000	.	1000000	1334	1524	1189	1015	1515	1336
chr3-93	chr3	93000001	94000000	.	1000000	6544	3842	4209	2287	7328	6380
chr3-94	chr3	94000001	95000000	.	1000000	1299	1234	850	737	985	1131
chr3-95	chr3	95000001	96000000	.	1000000	1292	1174	866	686	1035	1116
chr3-96	chr3	96000001	97000000	.	1000000	1351	1113	865	714	983	1123
chr3-97	chr3	97000001	98000000	.	1000000	1353	1139	939	744	996	1013
chr3-98	chr3	98000001	99000000	.	1000000	1394	1304	950	707	1023	1012
chr3-99	chr3	99000001	100000000	.	1000000	1278	1277	966	717	1126	1078
chr3-100	chr3	100000001	101000000	.	1000000	1392	1408	965	771	972	1146
chr3-101	chr3	101000001	102000000	.	1000000	1421	1185	920	786	990	1120
chr3-102	chr3	102000001	103000000	.	1000000	1431	1206	937	750	1108	1016
chr3-103	chr3	103000001	104000000	.	1000000	1275	1115	804	711	980	1012
chr3-104	chr3	104000001	105000000	.	1000000	1274	1217	827	704	1078	1058
chr3-105	chr3	105000001	106000000	.	1000000	1295	1185	943	744	1039	1042
chr3-106	chr3	106000001	107000000	.	1000000	1368	1213	861	703	914	1034
chr3-107	chr3	107000001	108000000	.	1000000	1378	1274	957	798	1037	1101
chr3-108	chr3	108000001	109000000	.	1000000	1343	1198	986	772	1007	1030
chr3-109	chr3	109000001	110000000	.	1000000	1289	1236	934	732	1042	1084
chr3-110	chr3	110000001	111000000	.	1000000	1302	1211	874	753	1090	1069
chr3-111	chr3	111000001	112000000	.	1000000	1400	1241	915	759	1038	959
chr3-112	chr3	112000001	113000000	.	1000000	1318	1366	949	787	1041	1113
chr3-113	chr3	113000001	114000000	.	1000000	1447	1290	980	763	1133	1046
chr3-114	chr3	114000001	115000000	.	1000000	1397	1326	956	819	1067	1070
chr3-115	chr3	115000001	116000000	.	1000000	1319	1223	1057	755	1032	1032
chr3-116	chr3	116000001	117000000	.	1000000	1380	1236	923	776	1039	1082
chr3-117	chr3	117000001	118000000	.	1000000	1326	1170	1026	782	1039	1093
chr3-118	chr3	118000001	119000000	.	1000000	1369	1253	813	775	987	1126
chr3-119	chr3	119000001	120000000	.	1000000	1326	1256	927	797	1062	1060
chr3-120	chr3	120000001	121000000	.	1000000	1409	1369	983	744	1097	1022
chr3-121	chr3	121000001	122000000	.	1000000	1351	1248	911	713	1089	1096
chr3-122	chr3	122000001	123000000	.	1000000	1397	1280	984	770	1061	1023
chr3-123	chr3	123000001	124000000	.	1000000	1353	1345	987	791	1033	1045
chr3-124	chr3	124000001	125000000	.	1000000	1465	1362	1043	816	974	1067
chr3-125	chr3	125000001	126000000	.	1000000	1399	1361	1035	694	1090	1017
chr3-126	chr3	126000001	127000000	.	1000000	1372	1411	1001	834	1127	1074
chr3-127	chr3	127000001	128000000	.	1000000	1388	1470	1052	787	1060	1051
chr3-128	chr3	128000001	129000000	.	1000000	1408	1257	1051	751	1088	1052
chr3-129	chr3	129000001	130000000	.	1000000	1305	1389	976	723	1035	1017
chr3-130	chr3	130000001	131000000	.	1000000	1342	1268	972	675	990	994
chr3-131	chr3	131000001	132000000	.	1000000	1316	1291	921	774	1103	1021
chr3-132	chr3	132000001	133000000	.	1000000	1437	1214	904	724	1171	1065
chr3-133	chr3	133000001	134000000	.	1000000	1474	1309	962	774	1046	1032
chr3-134	chr3	134000001	135000000	.	1000000	1343	1272	962	819	1095	1050
chr3-135	chr3	135000001	136000000	.	1000000	1407	1329	966	773	1120	1028
chr3-136	chr3	136000001	137000000	.	1000000	1332	1302	995	703	1008	1099
chr3-137	chr3	137000001	138000000	.	1000000	1349	1271	922	787	955	1114
chr3-138	chr3	138000001	139000000	.	1000000	1338	1221	984	737	1078	1054
chr3-139	chr3	139000001	140000000	.	1000000	1414	1364	986	688	1061	1057
chr3-140	chr3	140000001	141000000	.	1000000	1465	1251	959	687	1050	1073
chr3-141	chr3	141000001	142000000	.	1000000	1362	1257	943	743	1111	1063
chr3-142	chr3	142000001	143000000	.	1000000	1282	1229	988	736	1040	1043
chr3-143	chr3	143000001	144000000	.	1000000	1366	1332	950	762	1101	1058
