""	"Chr"	"Start"	"End"	"Strand"	"Length"	"X15644_S1_L001.bam"	"X15645_S2_L001.bam"	"X15646_S3_L001.bam"	"X15647_S4_L001.bam"	"X15650_S7_L001.bam"	"X15651_S1_L001.bam"	"X15652_S2_L001.bam"	"X15653_S3_L001.bam"	"X15654_S8_L001.bam"	"X15655_S9_L001.bam"	"X15656_S10_L001.bam"	"mean"	"sd"
"chr1-112"	"chr1"	112000001	113000000	"."	1000000	424.676464079573	403.335911519748	436.309593470809	463.284004898417	433.950840043667	471.494180786083	380.471198946387	446.102684727066	385.792850572225	418.81803794939	431.423633502721	426.878127317826	28.8285491398892
"chr1-113"	"chr1"	113000001	114000000	"."	1000000	308.99131129867	302.394089813202	366.999996591331	290.25668401858	397.410790186128	377.773077457603	344.382548496875	362.571924221863	366.773083122295	347.252536455983	337.27139061573	345.643402934387	33.5516882915655
"chr1-114"	"chr1"	114000001	115000000	"."	1000000	311.230378771849	304.550966345393	324.959749303779	315.741328179176	369.024305172833	402.808166702882	324.577801298971	373.467240809498	380.652372883055	374.304787879608	350.491397322465	348.346226788137	33.4924509410202
"chr1-115"	"chr1"	115000001	116000000	"."	1000000	320.559826576761	303.256840426078	252.620224691866	324.59388878233	360.568756445469	325.777122871255	244.258548774141	328.978031409987	365.744987584461	362.008309959778	370.805066164521	323.561054880604	43.1709634769754
"chr1-116"	"chr1"	116000001	117000000	"."	1000000	384.373249562356	377.022017827016	326.853454136552	413.924273050525	434.554807809907	383.871368427607	262.963032238828	373.467240809498	409.439047942408	383.896040657075	417.881187608017	378.931429097253	47.9991764642509
"chr1-117"	"chr1"	117000001	118000000	"."	1000000	289.212881952258	305.845092264707	222.320947367504	279.526307529908	348.187417237542	303.309735087031	236.116597148336	334.728337386795	328.733548222436	339.382790587292	378.543606675781	305.991569223599	47.3018959902153
"chr1-118"	"chr1"	118000001	119000000	"."	1000000	202.635606322679	182.903129929811	156.798760153572	201.194559162601	211.992685950351	209.26766907592	214.331375230643	237.578431147047	274.244484717231	287.245724207215	291.80746511208	224.545444637195	43.5197284797211
"chr1-119"	"chr1"	119000001	120000000	"."	1000000	324.291605698725	333.453111876754	243.151700528003	336.665562332086	381.103660497639	339.899480907053	223.353537843021	354.097789098146	376.025942962802	376.27222434678	392.086052570485	334.581878969227	54.9350307997023
"chr1-120"	"chr1"	120000001	121000000	"."	1000000	252.268268644808	298.080336748819	294.281731012863	296.426650499566	311.043399613763	323.851346775464	235.896544401693	338.057461899683	293.264252167161	294.13175184232	362.099208089354	299.945541063227	35.3723383635365
"chr1-121"	"chr1"	121000001	122000000	"."	1000000	331.755163942655	272.629193668963	282.919502016228	246.530399827241	283.562866249828	349.207398703375	775.685931917881	318.385362505342	336.187240871733	351.433338948725	339.850904119483	353.467936615587	144.32981136051
"chr1-122"	"chr1"	122000001	123000000	"."	1000000	969.889393798604	656.984591705429	536.297208641202	398.901745966384	441.802421004791	753.620378819416	3791.28877191863	702.747919902475	806.540949430808	934.532321907036	661.967652900663	968.597577817767	953.518532931558
"chr1-123"	"chr1"	123000001	124000000	"."	1000000	1536.37346451283	1129.34055225529	936.247669322777	666.624639358753	762.509304878399	1273.25896200027	6800.95018776001	1187.28686036925	1327.27133934375	1676.74772914794	1097.58299584698	1672.19942770875	1727.45605978771
"chr1-124"	"chr1"	124000001	125000000	"."	1000000	1692.73500972315	1261.34139602539	1105.16614040609	794.584378986167	921.352827399602	1489.90877277672	7366.04564114018	1368.87547016318	1481.48567001886	2022.03282913675	1470.32269713932	1906.71371208322	1842.94314876018
"chr1-125"	"chr1"	125000001	126000000	"."	1000000	1802.07613799671	2099.50361643488	1467.62124539877	2238.356535537	1182.56888629854	1612.51651754205	3390.13261478776	2307.08328743177	3031.59671718814	3062.56079071272	739.997936389197	2084.91038961069	832.823307336798
"chr1-126"	"chr1"	126000001	127000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-127"	"chr1"	127000001	128000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-128"	"chr1"	128000001	129000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-129"	"chr1"	129000001	130000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-130"	"chr1"	130000001	131000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-131"	"chr1"	131000001	132000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-132"	"chr1"	132000001	133000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-133"	"chr1"	133000001	134000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-134"	"chr1"	134000001	135000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-135"	"chr1"	135000001	136000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-136"	"chr1"	136000001	137000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-137"	"chr1"	137000001	138000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-138"	"chr1"	138000001	139000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-139"	"chr1"	139000001	140000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-140"	"chr1"	140000001	141000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-141"	"chr1"	141000001	142000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-142"	"chr1"	142000001	143000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr1-143"	"chr1"	143000001	144000000	"."	1000000	3231.72071962136	4263.28215352906	2841.31473109202	4231.25570889562	2151.03119946488	2914.02019561392	5976.85265158058	4240.69933405404	5284.41106446699	5133.53360197039	1415.83047437253	3789.4501667874	1405.1484059788
"chr1-144"	"chr1"	144000001	145000000	"."	1000000	307.871777562081	303.256840426078	390.481936517712	367.247135324802	357.850901497387	304.272623134926	311.594689247012	382.849318982184	328.733548222436	361.762380401382	380.155802615627	345.097904902875	34.4068137878677
"chr1-145"	"chr1"	145000001	146000000	"."	1000000	431.39366649911	427.924303986727	410.176466778547	429.751578371317	427.307194615023	452.236419828176	359.346135268624	435.510015822421	401.471307524194	408.73492605513	451.737302344778	421.417210644913	26.1755924854311
"chr1-146"	"chr1"	146000001	147000000	"."	1000000	346.309102518317	360.629756182363	290.873062313872	380.123587111208	404.356419497891	408.264532307622	297.73136620848	384.967852763113	384.764755034391	396.438448135301	411.109964660665	369.597167884838	42.0822802741557
"chr1-147"	"chr1"	147000001	148000000	"."	1000000	319.067114927975	328.276608199496	274.965941718583	321.106516423512	340.033852393298	343.109107733371	308.954056287292	342.899824827521	403.784522484321	363.483887310158	391.763613382516	339.767731426186	36.6643967077698
"chr1-148"	"chr1"	148000001	149000000	"."	1000000	340.71143383537	343.806119231272	348.062948263605	366.978875912585	397.108806303008	367.823234296018	317.536113406383	409.482315085292	408.153928520116	412.423869431079	443.35388345758	377.767411612937	38.8044828324874
"chr1-149"	"chr1"	149000001	150000000	"."	1000000	345.562746693924	380.90439558496	376.468520755194	399.706524203035	406.470306679733	386.439069888661	309.174109033935	414.32467801313	411.238215133618	383.158251981885	426.264606495215	385.428311314845	33.6545274078944
"chr1-150"	"chr1"	150000001	151000000	"."	1000000	482.519040470025	524.98374793533	669.614028868394	502.986397906503	518.506327317311	576.448978006674	547.491233648706	512.079879618858	432.057149774757	468.249879187104	412.077282224572	513.364904087112	70.4881253957554
"chr1-151"	"chr1"	151000001	152000000	"."	1000000	583.27707676307	600.905801868459	691.581004928556	544.834866212325	534.511473122679	589.287485311945	486.976728321779	542.949943283824	457.245490451691	431.11451586922	439.162174013981	536.531505467957	79.1217026854153
"chr1-152"	"chr1"	152000001	153000000	"."	1000000	342.577323396352	337.766864941137	276.859646551355	309.303102285973	352.415191601224	310.37091410493	259.442188292534	330.491269824936	380.652372883055	337.169424561723	377.253849923904	328.572922578829	37.6360834456507
"chr1-153"	"chr1"	153000001	154000000	"."	1000000	553.049665875156	528.866125693274	541.599582172966	534.641008548086	476.530567563609	511.293553432423	439.885440540097	456.090058265732	447.221558957809	425.212206467701	424.652410555369	485.367470733839	49.4965290882062
"chr1-154"	"chr1"	154000001	155000000	"."	1000000	598.950549075321	605.219554932841	698.777083293092	595.5358951213	581.620958889424	572.276463132461	507.441633759612	555.661145969399	449.791797802394	458.904555968034	489.785126525137	555.814978588092	73.8828963183238
"chr1-155"	"chr1"	155000001	156000000	"."	1000000	657.166303377969	682.004359478847	784.751282700969	666.624639358753	559.576135421653	614.001611874592	539.789387516188	571.096177801882	475.237162363787	478.332991081365	498.490984600304	593.370094143301	97.4908497008585
"chr1-156"	"chr1"	156000001	157000000	"."	1000000	798.973910012625	836.868094490173	821.489156456757	831.335918459869	585.244765486866	649.62846964672	521.965115038075	571.398825484872	467.526445830032	482.513793574107	500.10318054015	642.458879547295	151.446473008396
"chr1-157"	"chr1"	157000001	158000000	"."	1000000	378.402402967212	352.865000666475	289.358098447654	361.881947080466	385.029450978201	377.452114774971	273.745616824353	373.164593126508	387.849041647893	373.075140087625	388.539221502825	358.305693464017	39.5689141091547
"chr1-158"	"chr1"	158000001	159000000	"."	1000000	265.329495571684	233.805416089522	242.772959561448	250.82255042271	297.756108756476	267.361914632271	233.035858695329	277.527925301709	301.231992585375	316.511341656409	321.149431217272	273.391363135473	32.0465568870473
"chr1-159"	"chr1"	159000001	160000000	"."	1000000	330.635630206065	309.727470022652	244.666664394221	321.643035247945	337.617981328337	343.430070416003	255.041133359666	325.951554580088	362.146653202042	331.513044718601	361.131890525447	320.318648000097	38.2236777851517
"chr1-160"	"chr1"	160000001	161000000	"."	1000000	454.53069705529	448.198943389324	378.362225587967	441.286733096639	436.366711108628	435.225397648692	326.118170525475	442.168264848198	398.129997026234	402.586687095215	436.905099698197	418.170811552714	38.7424679225745
"chr1-161"	"chr1"	161000001	162000000	"."	1000000	672.839775690221	711.769255623085	671.886474667721	653.748187572346	548.100747863086	544.352709743496	374.08966929373	515.711651814736	455.446323260482	434.803459245168	464.634869863544	549.762102239783	113.371848218856
"chr1-162"	"chr1"	162000001	163000000	"."	1000000	325.037961523118	332.590361263878	277.23838751791	330.763855263317	337.014013562096	388.04388330182	264.063295972045	369.835468613619	389.391184954644	355.122282324674	442.386565893672	346.498841835527	50.954251842685
"chr1-163"	"chr1"	163000001	164000000	"."	1000000	161.212858068871	169.961870736664	143.921567290718	163.906500864466	225.581960690758	173.961773986424	159.3181885698	218.208979435695	272.445317526022	302.493356827804	257.62891118735	204.421935016779	53.881797066867
"chr1-164"	"chr1"	164000001	165000000	"."	1000000	233.236195122789	260.550685088693	201.111453240451	253.773403957095	282.656914600468	246.820302943838	227.094434535958	280.857049814598	326.934381031226	319.462496357168	346.622127066835	270.829040341738	45.4505361631491
"chr1-165"	"chr1"	165000001	166000000	"."	1000000	354.519016586639	329.139358812372	293.1455081132	363.491503553767	398.920709601729	339.578518224422	263.843243225401	380.428137518265	403.013450830945	386.109406682644	436.260221322259	358.949915861058	50.3932269734956
"chr1-166"	"chr1"	166000001	167000000	"."	1000000	278.763900410757	266.589939378828	193.157892942806	265.308558682417	314.063238444964	272.818280237012	245.578865254001	299.62120615997	345.954148481156	353.154845857501	368.225552660768	291.203311682744	51.7929613287417
"chr1-167"	"chr1"	167000001	168000000	"."	1000000	377.282869230623	392.551528858792	379.498448487631	362.418465904899	427.307194615023	409.227420355517	341.081757297224	382.849318982184	413.551430093744	382.666392865092	394.343126886269	387.525268507	24.0932638761939
"chr1-168"	"chr1"	168000001	169000000	"."	1000000	264.956317659488	276.511571426908	220.805983501286	265.576818094634	324.33069047105	311.333802152825	256.58150258617	291.147071036254	325.649261608934	349.957761598345	362.421647277324	295.388402492111	43.2857724384659
"chr1-169"	"chr1"	169000001	170000000	"."	1000000	191.813446868981	218.707280364184	217.77605576885	228.288759796498	285.374769548549	243.61067611752	219.832693896727	252.40816761355	283.754368442196	331.267115160205	314.055769081951	253.353554787201	44.5037824581104
"chr1-170"	"chr1"	170000001	171000000	"."	1000000	175.020440820141	208.785648316105	172.705880748862	167.930392047718	238.567267664925	200.28071396223	230.395225735609	232.433420536219	259.851147187555	280.113767013714	284.391363788789	222.770478892897	41.6614211369734
"chr1-171"	"chr1"	171000001	172000000	"."	1000000	281.749323708329	270.903692443211	282.540761049673	295.621872262916	362.078675861069	332.838301889154	292.450100289039	338.662757265663	356.749151628413	357.58157790864	351.458714886372	320.239539017498	35.5888697560162
"chr1-172"	"chr1"	172000001	173000000	"."	1000000	193.679336429964	203.177769332408	160.207428852563	174.368617940921	246.720832509169	209.26766907592	192.986258806236	238.486374196016	267.047815952393	324.627017083497	311.798694766167	229.306164995023	54.007843600797
"chr1-173"	"chr1"	173000001	174000000	"."	1000000	297.42279602058	291.609707152246	319.278634805462	285.696274010894	353.925111016825	325.777122871255	320.176746366104	353.795141415156	343.897957405488	340.120579262482	350.813836510434	325.683082439721	25.2776717540042
"chr1-174"	"chr1"	174000001	175000000	"."	1000000	282.868857444918	253.217304879243	304.507737109835	243.579546292856	337.919965211457	338.615630176526	362.206820974988	334.123042020815	352.12272170816	333.726410744171	348.879201382619	317.433385267781	40.6806074357577
"chr1-175"	"chr1"	175000001	176000000	"."	1000000	358.997151532996	346.394371069901	282.540761049673	393.000038897615	437.876630524229	400.882390607091	241.397863067777	376.796365322386	392.218447683688	389.798350058593	415.301674104264	366.836731265292	58.1634547494328
"chr1-176"	"chr1"	176000001	177000000	"."	1000000	216.816366986144	210.942524848296	197.70278454146	234.458726277485	305.003721951359	268.324802680167	217.632166430293	260.882302737267	302.260088123209	323.889228408307	334.691877111977	261.145871826906	49.1196423755928
"chr1-177"	"chr1"	177000001	178000000	"."	1000000	261.59771644972	255.805556717872	198.081525508015	262.625964560249	294.132302159034	276.669832428593	194.306575286096	290.541775670274	343.383909636571	322.659580616324	359.519694585601	278.120403056213	52.653293025967
"chr1-178"	"chr1"	178000001	179000000	"."	1000000	292.944661074222	298.080336748819	330.640863802097	290.25668401858	343.95964287386	345.355846511794	286.508676129668	326.254202263078	313.569139039384	317.249130331599	315.667965021797	314.589740710445	20.8178599074547
"chr1-179"	"chr1"	179000001	180000000	"."	1000000	379.521936703802	375.727891907701	456.004123731644	375.563177103523	431.232985095585	456.087972019757	377.170407746737	440.049731067269	391.961423799229	368.894337594883	399.179714705806	404.672154679631	34.3240035342872
