""	"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"62720_S6_L001.bam"	"63120_S8_L001.bam"	"63220_S9_L001.bam"	"63320_S1_L001.bam"	"63420_S1_L001.bam"	"63520_S2_L001.bam"	"63620_S3_L001.bam"	"63720_S4_L001.bam"	"63820_S5_L001.bam"	"64820_S7_L001.bam"	"AML11_S6_L001.bam"	"AML12_S6_L001.bam"	"AML13_S7_L001.bam"	"AML14_S8_L001.bam"	"healthy1_S4_L001.bam"	"healthy2_S5_L001.bam"	"healthy3_S6_L001.bam"	"Kontrolle-karyotype_S6_L001.bam"	"WholeGenomeHealthy_S7_L001.bam"	"gc"	"ploidy"	"gender"	"bin"	"sum"	"mean"	"norm.median"	"norm.sd"	"nnorm.var"	"gc_blocked"	"norm.clean.mean"	"norm.clean.median"	"norm.clean.var"	"norm.clean.sd"	"norm.clean.iqr"	"var_blocked"	"blocked"
"69"	"chr1-68"	"chr1"	68000001	69000000	"."	1000000	1348	1270	984	771	1058	1022	1259	1057	1368	724	2072	622	762	162	3265	2314	702	1265	894	0.386798	2	"neutral"	69	22919	1206.26315789474	0.997779422649889	0.0714680033174215	0.00513043525684373	FALSE	1.00712713416006	1.00050286234661	0.00306281808990096	0.0553427329457171	0.0514693800917241	FALSE	FALSE
"70"	"chr1-69"	"chr1"	69000001	70000000	"."	1000000	1393	1185	877	776	1050	1100	1317	1067	1287	743	1946	618	703	193	3057	2174	737	1150	816	0.361758	2	"neutral"	70	22189	1167.84210526316	0.983132530120482	0.0482094459357366	0.00240458507797785	FALSE	0.979266127653112	0.983132530120482	0.00232415067743071	0.0482094459357366	0.0700674121987823	FALSE	FALSE
"71"	"chr1-70"	"chr1"	70000001	71000000	"."	1000000	1292	1257	967	730	1075	1017	1253	1012	1303	755	2057	602	719	187	3128	2286	784	1270	882	0.376105	2	"neutral"	71	22576	1188.21052631579	0.985882352941176	0.0361824224134733	0.00134693020838671	FALSE	0.990331004935458	0.985882352941176	0.00130916769170702	0.0361824224134733	0.0506120813432824	FALSE	FALSE
"72"	"chr1-71"	"chr1"	71000001	72000000	"."	1000000	1298	1255	972	716	1130	1055	1282	1063	1265	698	1872	605	742	185	3074	2125	768	1205	856	0.361607	2	"neutral"	72	22166	1166.63157894737	0.975646879756469	0.0480353975634024	0.00242402703421167	FALSE	0.979285173400706	0.975646879756469	0.00230739941907413	0.0480353975634024	0.0743741558470969	FALSE	FALSE
"73"	"chr1-72"	"chr1"	72000001	73000000	"."	1000000	1231	1097	765	652	1011	992	1301	923	1257	683	1806	520	672	193	2746	2113	752	1128	849	0.347653	2	"neutral"	73	20691	1089	0.911176905995559	0.0584942419881219	0.00412117282143763	FALSE	0.914964295753546	0.911176905995559	0.00342157634576496	0.0584942419881219	0.0749644337178019	FALSE	FALSE
"74"	"chr1-73"	"chr1"	73000001	74000000	"."	1000000	1393	1156	858	700	1014	1136	1337	1013	1199	702	1856	588	725	194	3031	2189	786	1205	853	0.351923	2	"neutral"	74	21935	1154.47368421053	0.96039603960396	0.0522469689079551	0.00295952136236179	FALSE	0.967973302194592	0.96039603960396	0.00272974576006882	0.0522469689079551	0.0741431365708687	FALSE	FALSE
"75"	"chr1-74"	"chr1"	74000001	75000000	"."	1000000	1398	1237	869	684	1041	987	1404	1059	1229	692	1926	662	706	193	3058	2173	702	1191	842	0.364474	2	"neutral"	75	22053	1160.68421052632	0.955445544554455	0.0602767342647761	0.00398004103838313	FALSE	0.961901545708562	0.954676240231574	0.00241802073979719	0.0491733742974508	0.0474471379909144	FALSE	FALSE
"76"	"chr1-75"	"chr1"	75000001	76000000	"."	1000000	1304	1276	912	693	1001	1049	1384	1069	1291	757	1996	661	721	200	3192	2219	825	1237	830	0.376241	2	"neutral"	76	22617	1190.36842105263	0.986162361623616	0.0426967094775032	0.00187452815045878	FALSE	0.996225108402517	0.986162361623616	0.00182300900020631	0.0426967094775032	0.0412657282487316	FALSE	FALSE
"77"	"chr1-76"	"chr1"	76000001	77000000	"."	1000000	1402	1330	1026	762	1067	1041	1322	1114	1208	780	2066	578	708	201	3112	2291	832	1258	804	0.386777	2	"neutral"	77	22902	1205.36842105263	1.00570676031607	0.0295434812330751	0.000862939996450636	FALSE	1.00784992784907	1.00570676031607	0.000872817283369059	0.0295434812330751	0.0350357280412079	FALSE	FALSE
"78"	"chr1-77"	"chr1"	77000001	78000000	"."	1000000	1386	1378	898	773	1122	1035	1301	1063	1264	814	2035	648	682	200	3083	2207	792	1221	880	0.388185	2	"neutral"	78	22782	1199.05263157895	0.997109826589595	0.0456489514411399	0.00209592443032175	FALSE	1.00819421828365	0.997109826589595	0.00208382676767555	0.0456489514411399	0.0747865169990811	FALSE	FALSE
"79"	"chr1-78"	"chr1"	78000001	79000000	"."	1000000	1310	1333	873	803	1042	1076	1366	1120	1287	735	1880	590	652	222	3115	2202	773	1238	884	0.372289	2	"neutral"	79	22501	1184.26315789474	0.980244590780809	0.0553923983764879	0.00319323904068908	FALSE	0.997632838224743	0.980244590780809	0.00306831779789954	0.0553923983764879	0.0823627115434514	FALSE	FALSE
"80"	"chr1-79"	"chr1"	79000001	80000000	"."	1000000	1241	1148	784	712	1047	1108	1301	1107	1192	706	1810	619	731	163	3020	1983	675	1205	831	0.356941	2	"neutral"	80	21383	1125.42105263158	0.947327044025157	0.0766704469777744	0.00655022350430027	FALSE	0.9421870233242	0.947327044025157	0.00587835743977172	0.0766704469777744	0.101832152677322	FALSE	FALSE
"81"	"chr1-80"	"chr1"	80000001	81000000	"."	1000000	1351	1194	799	732	1034	1105	1307	919	1341	709	1764	619	739	217	3023	2053	737	1103	838	0.350435	2	"neutral"	81	21584	1136	0.97271872060207	0.0792072781077116	0.006630642764323	FALSE	0.962835626146066	0.97271872060207	0.00627379290523237	0.0792072781077116	0.123842702502052	FALSE	FALSE
"82"	"chr1-81"	"chr1"	81000001	82000000	"."	1000000	1309	1295	937	671	1092	1048	1297	1001	1256	741	1915	603	735	202	3082	2103	762	1159	867	0.366426	2	"neutral"	82	22075	1161.84210526316	0.987062404870624	0.045522993401907	0.00212702405621382	FALSE	0.976999804778905	0.987062404870624	0.00207234292827007	0.045522993401907	0.0729269774705001	FALSE	FALSE
"83"	"chr1-82"	"chr1"	82000001	83000000	"."	1000000	1296	1324	892	758	1025	1110	1278	1107	1288	697	2062	602	714	187	3197	2274	779	1245	864	0.366172	2	"neutral"	83	22699	1194.68421052632	0.998244073748903	0.0435503773038069	0.00190331365167081	FALSE	0.992438301225084	0.998244073748903	0.00189663536330394	0.0435503773038069	0.0584002713912324	FALSE	FALSE
"84"	"chr1-83"	"chr1"	83000001	84000000	"."	1000000	1421	1295	1015	760	1080	1102	1371	1095	1319	780	1970	615	701	195	3230	2196	770	1326	810	0.37378	2	"neutral"	84	23051	1213.21052631579	1.0156862745098	0.0371586784181025	0.00133844753358241	FALSE	1.01347501078145	1.0156862745098	0.00138076738177995	0.0371586784181025	0.0587281246328644	FALSE	FALSE
"85"	"chr1-84"	"chr1"	84000001	85000000	"."	1000000	1325	1276	1043	738	1040	1054	1329	1035	1299	782	1939	559	705	196	3123	2171	801	1325	879	0.389103	2	"neutral"	85	22619	1190.47368421053	0.994609164420485	0.0410107782448067	0.0017001651450716	FALSE	0.998029470200206	0.994609164420485	0.00168188393224471	0.0410107782448067	0.0492380943091887	FALSE	FALSE
"86"	"chr1-85"	"chr1"	85000001	86000000	"."	1000000	1309	1156	919	739	961	972	1255	1039	1276	758	1966	580	764	192	3154	2336	805	1256	884	0.387141	2	"neutral"	86	22321	1174.78947368421	0.969119680442464	0.0462310108216246	0.00227568397970106	FALSE	0.980173735836804	0.969119680442464	0.00213730636158917	0.0462310108216246	0.0380990071936765	FALSE	FALSE
"87"	"chr1-86"	"chr1"	86000001	87000000	"."	1000000	1395	1296	951	765	1109	1079	1318	1062	1135	823	1903	603	735	227	3221	2313	771	1193	830	0.381598	2	"neutral"	87	22729	1196.26315789474	1.0153643546971	0.0506389906514569	0.00248728903438683	FALSE	1.00748063286803	1.0153643546971	0.00256430737419834	0.0506389906514569	0.0513280736075166	FALSE	FALSE
"88"	"chr1-87"	"chr1"	87000001	88000000	"."	1000000	1337	1338	972	826	1127	1136	1329	1173	1242	822	2043	600	639	195	3342	2375	815	1353	849	0.392309	2	"neutral"	88	23513	1237.52631578947	1.02423603793467	0.04795679445359	0.00219230102666026	FALSE	1.0284123581042	1.02423603793467	0.00229985413426388	0.04795679445359	0.0581213894857338	FALSE	FALSE
"89"	"chr1-88"	"chr1"	88000001	89000000	"."	1000000	1272	1241	922	707	1085	961	1410	1021	1254	829	2052	592	835	185	3124	2259	775	1320	867	0.377494	2	"neutral"	89	22711	1195.31578947368	0.991659350307287	0.0649780734188022	0.00429347203610325	FALSE	0.988707080185402	0.98249634182031	0.00229959531823356	0.0479540959484542	0.0633070713066155	FALSE	FALSE
"90"	"chr1-89"	"chr1"	89000001	90000000	"."	1000000	1380	1286	1018	794	1148	1096	1352	1177	1296	852	1968	556	714	220	3198	2329	766	1263	860	0.397117	2	"neutral"	90	23273	1224.89473684211	1.02891933028919	0.0484559490178068	0.00221784685695993	FALSE	1.02933457516583	1.02891933028919	0.0023479789952163	0.0484559490178068	0.070618498527709	FALSE	FALSE
"91"	"chr1-90"	"chr1"	90000001	91000000	"."	1000000	1346	1163	934	776	1040	1022	1299	1084	1331	775	1945	598	640	209	3235	2162	734	1275	910	0.385798	2	"neutral"	91	22478	1183.05263157895	0.994008296205254	0.0507944155540106	0.00261127082816813	FALSE	0.990570942961061	0.994008296205254	0.00258007265147351	0.0507944155540106	0.0428254183057243	FALSE	FALSE
"92"	"chr1-91"	"chr1"	91000001	92000000	"."	1000000	1281	1215	938	735	1047	1088	1350	1140	1253	831	2114	567	735	192	3207	2284	735	1247	751	0.407924	2	"neutral"	92	22710	1195.26315789474	0.98840885142255	0.0478361487550401	0.0023422819062432	FALSE	0.991934365514997	0.98840885142255	0.00228829712771432	0.0478361487550401	0.0748568222273818	FALSE	FALSE
"93"	"chr1-92"	"chr1"	92000001	93000000	"."	1000000	1277	1298	1019	666	1105	971	1231	1027	1270	771	1925	588	714	179	3180	2321	745	1292	849	0.39335	2	"neutral"	93	22428	1180.42105263158	0.996610169491525	0.0518644343749227	0.00270824944586161	FALSE	0.979300813850872	0.996610169491525	0.00268991955303067	0.0518644343749227	0.0782269387684196	FALSE	FALSE
"94"	"chr1-93"	"chr1"	93000001	94000000	"."	1000000	1422	1357	1040	703	1092	1042	1328	1055	1369	837	2002	524	723	182	3337	2349	760	1226	864	0.406351	2	"neutral"	94	23212	1221.68421052632	1.02534951605469	0.0613786738210838	0.00358336576072926	FALSE	1.00816960658108	1.02534951605469	0.003767341600035	0.0613786738210838	0.0782169044572842	FALSE	FALSE
"95"	"chr1-94"	"chr1"	94000001	95000000	"."	1000000	1359	1266	977	792	1093	975	1275	1093	1303	811	2126	590	753	213	3304	2383	907	1381	923	0.416843	2	"neutral"	95	23524	1238.10526315789	1.0421568627451	0.0454531943847905	0.00190222828424915	FALSE	1.03595676173255	1.0421568627451	0.00206599287978155	0.0454531943847905	0.0538083838311816	FALSE	FALSE
"96"	"chr1-95"	"chr1"	95000001	96000000	"."	1000000	1404	1280	906	726	1060	903	1327	1142	1302	757	1825	595	664	204	3054	2323	791	1235	806	0.382658	2	"neutral"	96	22304	1173.89473684211	0.980569948186529	0.0479447217748201	0.00239069650782595	FALSE	0.982376958718567	0.980569948186529	0.00229869634606491	0.0479447217748201	0.0470966745212207	FALSE	FALSE
"97"	"chr1-96"	"chr1"	96000001	97000000	"."	1000000	1353	1341	885	762	992	1025	1352	1041	1299	769	1949	566	707	196	3095	2245	730	1154	779	0.373281	2	"neutral"	97	22240	1170.52631578947	0.97029702970297	0.0438932987990092	0.00204638356436509	FALSE	0.975481254331848	0.97029702970297	0.0019266216794591	0.0438932987990092	0.0580982980206877	FALSE	FALSE
"98"	"chr1-97"	"chr1"	97000001	98000000	"."	1000000	1323	1187	993	724	1075	1146	1346	975	1321	828	1931	611	783	222	2956	2097	739	1133	883	0.352766	2	"neutral"	98	22273	1172.26315789474	1.01128880526811	0.0757980631981598	0.00561779410176423	FALSE	0.999650746581281	1.01128880526811	0.00574534638459223	0.0757980631981598	0.136261654382218	FALSE	FALSE
"99"	"chr1-98"	"chr1"	98000001	99000000	"."	1000000	1312	1194	983	760	1178	1031	1333	1028	1259	766	1897	611	826	208	3152	2205	688	1246	843	0.363084	2	"neutral"	99	22520	1185.26315789474	0.993256262042389	0.0683074708952612	0.00472948429817534	FALSE	0.997733543112076	0.993256262042389	0.00194971303098356	0.0441555549278181	0.0557536133878905	FALSE	FALSE
"100"	"chr1-99"	"chr1"	99000001	100000000	"."	1000000	1338	1228	948	826	1071	1036	1369	991	1264	772	1957	553	817	169	3226	2209	786	1261	844	0.377321	2	"neutral"	100	22665	1192.89473684211	0.991352201257862	0.0679462838960107	0.00469759388134534	FALSE	0.992818971292623	0.991352201257862	0.00191205844736415	0.0437270905430964	0.0378155980101706	FALSE	FALSE
"101"	"chr1-100"	"chr1"	100000001	101000000	"."	1000000	1428	1347	926	724	1010	1068	1278	1085	1272	807	1937	573	676	186	3232	2177	824	1191	874	0.381488	2	"neutral"	101	22615	1190.26315789474	0.975763962065332	0.0429832602889754	0.00194047994640379	FALSE	0.9916223142658	0.975763962065332	0.00184756066506981	0.0429832602889754	0.0669391864463733	FALSE	FALSE
"102"	"chr1-101"	"chr1"	101000001	102000000	"."	1000000	1359	1307	949	681	1008	982	1363	1007	1288	735	1904	638	679	219	3105	2198	787	1168	853	0.372385	2	"neutral"	102	22230	1170	0.964881474978051	0.0521716634973583	0.00292362342021853	FALSE	0.983947008235483	0.964881474978051	0.00272188247208159	0.0521716634973583	0.07924957186445	FALSE	FALSE
"103"	"chr1-102"	"chr1"	102000001	103000000	"."	1000000	1367	1233	833	680	991	1003	1339	896	1305	675	1775	571	717	212	2928	2054	680	1119	816	0.34806	2	"neutral"	103	21194	1115.47368421053	0.932267168391345	0.0701216856933289	0.00565749157195861	FALSE	0.93939595734494	0.932267168391345	0.004917050804474	0.0701216856933289	0.118746279321054	FALSE	FALSE
"104"	"chr1-103"	"chr1"	103000001	104000000	"."	1000000	1153	1355	983	710	1107	1004	1562	994	1298	822	1692	609	670	196	2996	2170	747	1124	828	0.346656	2	"neutral"	104	22020	1158.94736842105	0.967244701348748	0.0857808814743095	0.00786517320104536	FALSE	0.974813287858333	0.967244701348748	0.00411204813007752	0.0641252534503959	0.113604964289896	FALSE	FALSE
"105"	"chr1-104"	"chr1"	104000001	105000000	"."	1000000	1279	1183	817	715	977	968	1255	957	1202	678	1738	562	703	213	2942	2130	647	1201	786	0.35145	2	"neutral"	105	20953	1102.78947368421	0.935030728709394	0.0568196867652049	0.00369271595668111	FALSE	0.927267170194301	0.935030728709394	0.003228476804096	0.0568196867652049	0.0604104365828138	FALSE	FALSE
"106"	"chr1-105"	"chr1"	105000001	106000000	"."	1000000	1227	1195	808	676	998	1014	1304	904	1245	696	1827	560	720	196	2928	1946	745	1183	730	0.343689	2	"neutral"	106	20902	1100.10526315789	0.919753086419753	0.0519762128785898	0.00319349879966135	FALSE	0.924829932647214	0.919753086419753	0.00270152670520049	0.0519762128785898	0.0620919834930332	FALSE	FALSE
"107"	"chr1-106"	"chr1"	106000001	107000000	"."	1000000	1376	1258	855	720	1101	1172	1352	1007	1301	714	2019	632	703	186	3116	2174	761	1213	828	0.354667	2	"neutral"	107	22488	1183.57894736842	0.986666666666667	0.0579877472450342	0.00345407339698066	FALSE	0.978993458996192	0.978508535489668	0.00230481928356326	0.0480085334452455	0.0704897771218862	FALSE	FALSE
"108"	"chr1-107"	"chr1"	107000001	108000000	"."	1000000	1328	1279	981	747	1091	1059	1317	1151	1184	731	2048	592	763	216	3079	2376	839	1255	860	0.379186	2	"neutral"	108	22896	1205.05263157895	1.00673854447439	0.0394351779030399	0.00153438454593196	FALSE	1.01276148933372	1.00673854447439	0.00155513325624441	0.0394351779030399	0.0415143611502191	FALSE	FALSE
"109"	"chr1-108"	"chr1"	108000001	109000000	"."	1000000	1478	1305	951	802	1048	818	1208	967	1179	735	2006	585	699	196	3319	2260	843	1226	759	0.400372	2	"neutral"	109	22384	1178.10526315789	0.985888993414864	0.0690865048678046	0.00491055305605714	FALSE	0.986949758232853	0.988707208571839	0.00284915008260623	0.0533774304608814	0.0603773811618392	FALSE	FALSE
"110"	"chr1-109"	"chr1"	109000001	110000000	"."	1000000	1352	1314	987	740	1021	1098	1299	1053	1225	766	2147	570	736	226	3648	2449	834	1397	829	0.461673	2	"neutral"	110	23691	1246.89473684211	1.02962962962963	0.049973355832809	0.00235567278833571	FALSE	1.02777990813956	1.02962962962963	0.00249733629319255	0.049973355832809	0.0647209972198968	FALSE	FALSE
"111"	"chr1-110"	"chr1"	110000001	111000000	"."	1000000	1339	1332	1090	795	1187	966	1288	1210	1276	941	2149	670	704	201	3485	2429	851	1351	818	0.44449	2	"neutral"	111	24082	1267.47368421053	1.05343137254902	0.0699287827500488	0.00440655749461093	FALSE	1.04683857862034	1.05202432824982	0.0035276335727275	0.0593938849775589	0.0749905527391842	FALSE	FALSE
"112"	"chr1-111"	"chr1"	111000001	112000000	"."	1000000	1320	1382	962	757	1103	1106	1372	1071	1187	849	2073	591	736	202	3392	2371	905	1363	843	0.422376	2	"neutral"	112	23585	1241.31578947368	1.0376293508937	0.0421228220080963	0.00164797425223713	FALSE	1.03333971181543	1.0376293508937	0.00177433213392576	0.0421228220080963	0.0477857986829131	FALSE	FALSE
"113"	"chr1-112"	"chr1"	112000001	113000000	"."	1000000	1310	1308	988	719	1097	1011	1271	1077	1238	834	2088	569	721	210	3430	2283	890	1315	824	0.433896	2	"neutral"	113	23183	1220.15789473684	1.02352941176471	0.0389214655338954	0.00144603137309913	FALSE	1.01470865105305	1.02352941176471	0.00151488047930621	0.0389214655338954	0.0533247340994363	FALSE	FALSE
"114"	"chr1-113"	"chr1"	113000001	114000000	"."	1000000	1336	1334	939	797	1039	1037	1308	1015	1190	777	2040	543	740	241	3210	2265	885	1286	863	0.399391	2	"neutral"	114	22845	1202.36842105263	0.999036608863198	0.0613590740041801	0.0037722006709715	FALSE	1.00355465827928	0.997235199408768	0.00198490297914563	0.0445522499897102	0.0456016026179697	FALSE	FALSE
"115"	"chr1-114"	"chr1"	114000001	115000000	"."	1000000	1403	1421	985	777	1149	1029	1382	1068	1269	738	1982	563	643	167	3363	2277	760	1347	859	0.40631	2	"neutral"	115	23182	1220.10526315789	1.01845906902087	0.0666499831566862	0.00428265340571474	FALSE	1.01255422307722	1.02589876173428	0.00277927447804796	0.0527188247028323	0.0700134266531811	FALSE	FALSE
"116"	"chr1-115"	"chr1"	115000001	116000000	"."	1000000	1365	1367	1082	737	1055	996	1259	1190	1344	827	2208	601	724	208	3518	2409	893	1333	837	0.417383	2	"neutral"	116	23953	1260.68421052632	1.04795597484277	0.0497475803275602	0.00225350148030595	FALSE	1.04369493778624	1.04795597484277	0.00247482174844705	0.0497475803275602	0.0704100370486831	FALSE	FALSE
"117"	"chr1-116"	"chr1"	116000001	117000000	"."	1000000	1365	1308	1089	794	1099	1033	1352	1079	1211	840	2246	570	728	205	3443	2520	827	1235	822	0.430699	2	"neutral"	117	23766	1250.84210526316	1.02588235294118	0.0505032636114929	0.00242350415919474	FALSE	1.03313882893593	1.02588235294118	0.00255057963541194	0.0505032636114929	0.0687150838461852	FALSE	FALSE
"118"	"chr1-117"	"chr1"	117000001	118000000	"."	1000000	1321	1307	932	762	1095	1034	1322	1161	1212	834	1974	656	659	189	3420	2359	792	1349	825	0.405656	2	"neutral"	118	23203	1221.21052631579	1.00608828006088	0.0484273437378869	0.00231690974939651	FALSE	1.01254004412894	1.00608828006088	0.00234520762150745	0.0484273437378869	0.0654190839240385	FALSE	FALSE
"119"	"chr1-118"	"chr1"	118000001	119000000	"."	1000000	1420	1328	850	813	1051	1014	1308	1050	1254	730	1980	578	668	240	3388	2365	829	1274	853	0.380234	2	"neutral"	119	22993	1210.15789473684	1.00157232704403	0.0627996676210037	0.00393142556052899	FALSE	0.999819330908337	0.998503058499181	0.00219987152014831	0.0469027879784168	0.0634104281646215	FALSE	FALSE
"120"	"chr1-119"	"chr1"	119000001	120000000	"."	1000000	1485	1332	985	839	1059	993	1243	1101	1263	863	2075	647	774	211	3318	2373	874	1280	791	0.416369	2	"neutral"	120	23506	1237.15789473684	1.03793466807165	0.0550966836646342	0.00281780465163415	FALSE	1.03767835505364	1.03793466807165	0.00303564455084077	0.0550966836646342	0.077844773641681	FALSE	FALSE
"121"	"chr1-120"	"chr1"	120000001	121000000	"."	1000000	1410	1076	1057	749	873	963	894	871	1178	817	1812	633	425	224	2945	1956	657	1115	881	0.406162	2	"neutral"	121	20536	1080.84210526316	0.904900906437241	0.142393296523657	0.0247615052766209	FALSE	0.907132443122058	0.888235294117647	0.00740194624311784	0.0860345642350668	0.101503792528247	TRUE	TRUE
"122"	"chr1-121"	"chr1"	121000001	122000000	"."	1000000	1344	1190	1183	776	1215	1030	1485	1037	1305	940	2081	660	774	200	3426	2491	867	1407	906	0.400204	2	"neutral"	122	24317	1279.84210526316	1.07037037037037	0.0819680851647499	0.00586437079594915	FALSE	1.05211353271107	1.05269626670764	0.00390942953110923	0.0625254310749573	0.104613165332077	FALSE	FALSE
"123"	"chr1-122"	"chr1"	122000001	123000000	"."	1000000	3363	2257	3429	1779	3207	2616	3789	2481	3151	2432	5573	1611	2231	494	8700	6381	2257	3666	2016	0.393769	2	"neutral"	123	61433	3233.31578947368	2.73050847457627	0.39537721701136	0.0209669965037029	FALSE	2.74463080357287	2.73186274509804	0.002600370738167	0.0509938303931662	0.0559112785101488	FALSE	FALSE
"124"	"chr1-123"	"chr1"	123000001	124000000	"."	1000000	5697	4039	5869	2743	5466	4323	6343	4574	5420	4083	9410	2876	3714	858	13821	10202	3589	6026	3397	0.392079	2	"neutral"	124	102450	5392.1052631579	4.43086419753086	0.65710883050409	0.0219936711920262	FALSE	4.50736639966471	4.47848990342406	0.00889555451878463	0.0943162473743767	0.0909404502541751	TRUE	TRUE
"125"	"chr1-124"	"chr1"	124000001	125000000	"."	1000000	8032	5347	6905	3615	6680	6161	8023	5917	7222	5265	10751	3405	4791	1116	15045	10929	4092	7080	4406	0.395348	2	"neutral"	125	124782	6567.47368421053	5.56603773584906	0.794008163209422	0.0203496827089934	FALSE	5.62065888392485	5.56603773584906	0.0174200271922813	0.131984950628022	0.123216982715221	TRUE	TRUE
"126"	"chr1-125"	"chr1"	125000001	126000000	"."	1000000	8979	3038	3940	4742	4390	7776	5472	5182	5390	4354	4983	2526	2938	889	8489	6148	2528	3089	4887	0.068754	2	"neutral"	126	89740	4723.15789473684	4.17329545454545	1.5300364011001	0.134414234133246	TRUE	4.33606290928083	4.32584269662921	0.00365642302685531	0.0604683638513174	0.0598170834032565	FALSE	TRUE
"127"	"chr1-126"	"chr1"	126000001	127000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	127	0	0	0	0	NA	TRUE	0	0	0	0	0	TRUE	TRUE
