""	"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"15650_S7_L001.bam"	"15654_S8_L001.bam"	"15655_S9_L001.bam"	"15656_S10_L001.bam"	"182533_S1_L001.bam"	"182534_S5_L001.bam"	"182535_S2_L001.bam"	"182536_S3_L001.bam"	"182538_S6_L001.bam"	"182539_S7_L001.bam"	"182540_S8_L001.bam"	"182541_S9_L001.bam"	"182542_S10_L001.bam"	"gc"	"ploidy"	"gender"	"bin"	"sum"	"mean"	"norm.median"	"norm.sd"	"nnorm.var"	"gc_blocked"	"norm.clean.mean"	"norm.clean.median"	"norm.clean.var"	"norm.clean.sd"	"var_blocked"	"blocked"
"80"	"chr1-79"	"chr1"	79000001	80000000	"."	1000000	615	733	873	555	548	513	566	441	808	440	380	580	839	0.356941	2	"neutral"	80	7891	607	0.549063670411985	0.0898464391789249	0.0267766549070131	FALSE	0.582983613003987	0.549063670411985	0.00807238263313226	0.0898464391789249	FALSE	FALSE
"81"	"chr1-80"	"chr1"	80000001	81000000	"."	1000000	462	621	832	497	441	482	470	337	700	411	327	438	728	0.350435	2	"neutral"	81	6746	518.923076923077	0.465791940018744	0.10017968912391	0.046256782457066	FALSE	0.498491101377939	0.465791940018744	0.0100359701129632	0.10017968912391	FALSE	FALSE
"82"	"chr1-81"	"chr1"	81000001	82000000	"."	1000000	693	927	1108	710	682	587	713	584	1035	611	456	746	876	0.366426	2	"neutral"	82	9728	748.307692307692	0.69438202247191	0.0747522621511008	0.0115891542345114	FALSE	0.71706261701007	0.69438202247191	0.0055879006967069	0.0747522621511008	FALSE	FALSE
"83"	"chr1-82"	"chr1"	82000001	83000000	"."	1000000	502	758	1041	655	597	615	702	395	839	448	410	609	837	0.366172	2	"neutral"	83	8408	646.769230769231	0.613870665417057	0.122638512189002	0.0399116778200414	FALSE	0.620957104155176	0.613870665417057	0.0150402046719321	0.122638512189002	FALSE	FALSE
"84"	"chr1-83"	"chr1"	83000001	84000000	"."	1000000	633	870	1093	815	652	603	781	529	994	562	493	740	967	0.37378	2	"neutral"	84	9732	748.615384615385	0.689217758985201	0.0955946234141978	0.0192377383960475	FALSE	0.718608661398244	0.689217758985201	0.00913833202570229	0.0955946234141978	FALSE	FALSE
"85"	"chr1-84"	"chr1"	84000001	85000000	"."	1000000	955	1265	1331	1008	889	645	974	814	1178	766	717	1025	1046	0.389103	2	"neutral"	85	12613	970.230769230769	0.93436645396536	0.0366427305077589	0.00153794633485896	FALSE	0.9326571938532	0.93436645396536	0.00134268969906424	0.0366427305077589	FALSE	FALSE
"86"	"chr1-85"	"chr1"	85000001	86000000	"."	1000000	1088	1256	1287	937	834	704	991	821	1201	770	676	965	1000	0.387141	2	"neutral"	86	12530	963.846153846154	0.933903576982893	0.0423030482167406	0.00205181994444712	FALSE	0.927615939857009	0.933903576982893	0.00178954788842788	0.0423030482167406	FALSE	FALSE
"87"	"chr1-86"	"chr1"	86000001	87000000	"."	1000000	980	1159	1288	965	884	671	889	690	1299	705	636	942	927	0.381598	2	"neutral"	87	12035	925.769230769231	0.879506641366224	0.0634305439872677	0.00520138050285748	FALSE	0.887188682647213	0.879506641366224	0.0040234339105207	0.0634305439872677	FALSE	FALSE
"88"	"chr1-87"	"chr1"	87000001	88000000	"."	1000000	882	1168	1249	1041	865	700	1053	868	1229	756	683	1043	1033	0.392309	2	"neutral"	88	12570	966.923076923077	0.95077484047402	0.0483726969702742	0.00258848255082763	FALSE	0.932584722430766	0.95077484047402	0.00233991781217797	0.0483726969702742	FALSE	FALSE
"89"	"chr1-88"	"chr1"	88000001	89000000	"."	1000000	823	918	1340	816	801	617	794	608	1056	628	619	837	980	0.377494	2	"neutral"	89	10837	833.615384615385	0.772769953051643	0.0914894930328428	0.0140165776483829	FALSE	0.801194675205038	0.772769953051643	0.00837032733540659	0.0914894930328428	FALSE	FALSE
"90"	"chr1-89"	"chr1"	89000001	90000000	"."	1000000	1072	1381	1358	1136	1000	824	1175	824	1217	839	800	1126	1058	0.397117	2	"neutral"	90	13810	1062.30769230769	1.02643573381951	0.0566120879320297	0.00304196924721757	FALSE	1.02701076505713	1.02643573381951	0.00320492850002387	0.0566120879320297	FALSE	FALSE
"91"	"chr1-90"	"chr1"	90000001	91000000	"."	1000000	877	1242	1242	1017	901	654	832	745	1209	774	659	992	1004	0.385798	2	"neutral"	91	12148	934.461538461538	0.904564315352697	0.0580297734887644	0.00411550229927253	FALSE	0.898354392407616	0.904564315352697	0.00336745461115731	0.0580297734887644	FALSE	FALSE
"92"	"chr1-91"	"chr1"	91000001	92000000	"."	1000000	1225	1591	1449	1209	1044	728	1228	1023	1340	908	855	1195	1097	0.407924	2	"neutral"	92	14892	1145.53846153846	1.10359408033827	0.0568506222772085	0.00265369936792201	FALSE	1.10207776088051	1.10359408033827	0.00323199325330584	0.0568506222772085	FALSE	FALSE
"93"	"chr1-92"	"chr1"	92000001	93000000	"."	1000000	1385	1469	1551	1032	1054	696	1075	1089	1378	972	866	1038	1122	0.39335	2	"neutral"	93	14727	1132.84615384615	1.10037453183521	0.110244898464897	0.0100377400268386	FALSE	1.09210692965078	1.10037453183521	0.0121539376375355	0.110244898464897	FALSE	FALSE
"94"	"chr1-93"	"chr1"	93000001	94000000	"."	1000000	1377	1536	1459	1161	978	723	1188	989	1387	918	828	1129	1055	0.406351	2	"neutral"	94	14728	1132.92307692308	1.08	0.0770352063014606	0.00508781122248679	FALSE	1.08851281291903	1.08	0.0059344230099086	0.0770352063014606	FALSE	FALSE
"95"	"chr1-94"	"chr1"	94000001	95000000	"."	1000000	1448	1585	1503	1219	1000	795	1304	1044	1431	1008	881	1219	1163	0.416843	2	"neutral"	95	15600	1200	1.14245548266167	0.0750011992736273	0.0043098072093496	FALSE	1.15591319917941	1.14245548266167	0.00562517989248235	0.0750011992736273	FALSE	FALSE
"96"	"chr1-95"	"chr1"	95000001	96000000	"."	1000000	827	1118	1241	993	816	725	864	645	1135	670	552	898	996	0.382658	2	"neutral"	96	11480	883.076923076923	0.837453183520599	0.0840331278464755	0.0100688525784843	FALSE	0.847895579432055	0.837453183520599	0.0070615665756621	0.0840331278464755	FALSE	FALSE
"97"	"chr1-96"	"chr1"	96000001	97000000	"."	1000000	754	1019	1170	781	719	650	809	562	1081	606	548	806	992	0.373281	2	"neutral"	97	10497	807.461538461538	0.742547425474255	0.0867304709838774	0.0136425331039709	FALSE	0.774491454196417	0.742547425474255	0.00752217459708521	0.0867304709838774	FALSE	FALSE
"98"	"chr1-97"	"chr1"	97000001	98000000	"."	1000000	435	674	938	548	503	515	499	398	726	404	327	464	800	0.352766	2	"neutral"	98	7231	556.230769230769	0.504868913857678	0.117103067660727	0.0537996292159336	FALSE	0.533268292474334	0.504868913857678	0.0137131284555527	0.117103067660727	FALSE	FALSE
"99"	"chr1-98"	"chr1"	98000001	99000000	"."	1000000	530	685	1096	701	608	525	602	388	837	451	346	629	843	0.363084	2	"neutral"	99	8241	633.923076923077	0.57338195077484	0.121934702464573	0.0452237539953015	FALSE	0.604259097367226	0.57338195077484	0.0148680716651239	0.121934702464573	FALSE	FALSE
"100"	"chr1-99"	"chr1"	99000001	100000000	"."	1000000	931	1098	1215	988	840	756	832	654	1171	714	548	823	959	0.377321	2	"neutral"	100	11529	886.846153846154	0.874178403755869	0.0904509597752606	0.0107059746972296	FALSE	0.853908171824785	0.874178403755869	0.00818137612426581	0.0904509597752606	FALSE	FALSE
"101"	"chr1-100"	"chr1"	100000001	101000000	"."	1000000	1009	1245	1394	1034	971	675	893	776	1182	780	620	940	1134	0.381488	2	"neutral"	101	12653	973.307692307692	0.932584269662921	0.0782573386094981	0.00704164257472493	FALSE	0.933575614432462	0.932584269662921	0.00612421104624165	0.0782573386094981	FALSE	FALSE
"102"	"chr1-101"	"chr1"	101000001	102000000	"."	1000000	648	1009	1118	736	673	622	775	574	993	579	532	739	931	0.372385	2	"neutral"	102	9929	763.769230769231	0.711416490486258	0.0829585541958054	0.0135979829863781	FALSE	0.733514581494855	0.711416490486258	0.00688212171425839	0.0829585541958054	FALSE	FALSE
"103"	"chr1-102"	"chr1"	102000001	103000000	"."	1000000	533	706	910	609	531	461	500	360	745	430	374	519	760	0.34806	2	"neutral"	103	7438	572.153846153846	0.528838951310861	0.0894178948545562	0.0285892005770348	FALSE	0.547544607212725	0.528838951310861	0.00799555992022047	0.0894178948545562	FALSE	FALSE
"104"	"chr1-103"	"chr1"	103000001	104000000	"."	1000000	426	603	818	564	450	503	467	447	680	448	358	447	813	0.346656	2	"neutral"	104	7024	540.307692307692	0.509982886480319	0.110221876126788	0.0467115622854817	FALSE	0.502802776615974	0.497538868714414	0.00720160047097106	0.0848622440839921	FALSE	FALSE
"105"	"chr1-104"	"chr1"	104000001	105000000	"."	1000000	538	772	957	613	579	528	510	459	785	461	363	473	849	0.35145	2	"neutral"	105	7887	606.692307692308	0.574507966260544	0.11057783837385	0.0370462353664167	FALSE	0.582377752532813	0.574507966260544	0.0122274583394333	0.11057783837385	FALSE	FALSE
"106"	"chr1-105"	"chr1"	105000001	106000000	"."	1000000	547	697	943	515	506	496	448	383	668	408	328	426	695	0.343689	2	"neutral"	106	7060	543.076923076923	0.513615023474178	0.102462922374214	0.0397977060170455	FALSE	0.520592709076468	0.513615023474178	0.0104986504614641	0.102462922374214	FALSE	FALSE
"107"	"chr1-106"	"chr1"	106000001	107000000	"."	1000000	515	712	955	569	548	565	468	389	740	443	405	462	849	0.354667	2	"neutral"	107	7620	586.153846153846	0.533333333333333	0.126555589116846	0.0563073649337529	FALSE	0.545629397500983	0.533302093095908	0.0118051395848944	0.108651459193581	FALSE	FALSE
"108"	"chr1-107"	"chr1"	107000001	108000000	"."	1000000	721	1056	1309	939	772	668	906	639	1025	617	549	906	956	0.379186	2	"neutral"	108	11063	851	0.816067653276956	0.0874732174479991	0.011489413882628	FALSE	0.815453253662548	0.816067653276956	0.00765156377070494	0.0874732174479991	FALSE	FALSE
"109"	"chr1-108"	"chr1"	108000001	109000000	"."	1000000	1194	1290	1522	968	1045	737	1133	894	1468	906	774	1069	1149	0.400372	2	"neutral"	109	14149	1088.38461538462	1.04878048780488	0.0704677418045607	0.00451451926960115	FALSE	1.04635892206596	1.04878048780488	0.00496570263503423	0.0704677418045607	FALSE	FALSE
"110"	"chr1-109"	"chr1"	109000001	110000000	"."	1000000	1733	1718	1690	1354	1179	877	1546	1186	1734	1113	1103	1431	1202	0.461673	2	"neutral"	110	17866	1374.30769230769	1.28894035900405	0.126483343189036	0.00962943991657214	FALSE	1.30042886548178	1.28791587238592	0.0084902481522489	0.092142542575343	FALSE	FALSE
"111"	"chr1-110"	"chr1"	110000001	111000000	"."	1000000	1473	1603	1579	1300	1037	801	1497	1183	1527	1016	972	1311	1175	0.44449	2	"neutral"	111	16474	1267.23076923077	1.1950774840474	0.0991015470735019	0.00687652047390678	FALSE	1.22154509382294	1.1950774840474	0.0098211166323615	0.0991015470735019	FALSE	FALSE
"112"	"chr1-111"	"chr1"	111000001	112000000	"."	1000000	1241	1488	1483	1203	1032	809	1325	1032	1496	1010	830	1299	1138	0.422376	2	"neutral"	112	15386	1183.53846153846	1.12746016869728	0.0393961392962629	0.00122096977420175	FALSE	1.14011964391677	1.12746016869728	0.00155205579145055	0.0393961392962629	FALSE	FALSE
"113"	"chr1-112"	"chr1"	112000001	113000000	"."	1000000	1437	1501	1703	1338	1060	835	1391	1149	1462	1074	915	1355	1146	0.433896	2	"neutral"	113	16366	1258.92307692308	1.23983739837398	0.0809609193938742	0.0042640412588889	FALSE	1.214285973675	1.23983739837398	0.00655467046910139	0.0809609193938742	FALSE	FALSE
"114"	"chr1-113"	"chr1"	113000001	114000000	"."	1000000	1316	1427	1412	1046	989	727	1057	983	1353	906	866	1144	1000	0.399391	2	"neutral"	114	14226	1094.30769230769	1.04825538233111	0.0815245581389665	0.00604843064675675	FALSE	1.05638008156783	1.04825538233111	0.00664625357975373	0.0815245581389665	FALSE	FALSE
"115"	"chr1-114"	"chr1"	114000001	115000000	"."	1000000	1222	1481	1522	1087	1005	706	1196	1078	1291	888	767	1226	1183	0.40631	2	"neutral"	115	14652	1127.07692307692	1.08727272727273	0.0697850646074265	0.00411953294925242	FALSE	1.08253871767	1.08727272727273	0.00486995524226269	0.0697850646074265	FALSE	FALSE
"116"	"chr1-115"	"chr1"	115000001	116000000	"."	1000000	1194	1423	1472	1150	987	817	1277	954	1415	925	819	1265	1170	0.417383	2	"neutral"	116	14868	1143.69230769231	1.10031104199067	0.0340465259925105	0.000957446831370258	FALSE	1.10190809995995	1.10031104199067	0.00115916593215869	0.0340465259925105	FALSE	FALSE
"117"	"chr1-116"	"chr1"	116000001	117000000	"."	1000000	1439	1593	1561	1296	1094	806	1482	1187	1511	957	918	1318	1120	0.430699	2	"neutral"	117	16282	1252.46153846154	1.19325842696629	0.0952054393448036	0.00636582217646329	FALSE	1.20630117695681	1.19325842696629	0.00906407568083708	0.0952054393448036	FALSE	FALSE
"118"	"chr1-117"	"chr1"	117000001	118000000	"."	1000000	1153	1279	1380	1174	875	743	1219	900	1214	891	784	1122	973	0.405656	2	"neutral"	118	13707	1054.38461538462	1.02681118083286	0.0633741883864199	0.00380928654738199	FALSE	1.01824567559569	1.02681118083286	0.00401628775363744	0.0633741883864199	FALSE	FALSE
"119"	"chr1-118"	"chr1"	118000001	119000000	"."	1000000	702	1067	1168	905	847	645	832	545	1142	665	567	820	961	0.380234	2	"neutral"	119	10866	835.846153846154	0.799250936329588	0.092533090475462	0.0134037965427743	FALSE	0.801923639821231	0.799250936329588	0.00856237283294003	0.092533090475462	FALSE	FALSE
"120"	"chr1-119"	"chr1"	119000001	120000000	"."	1000000	1262	1463	1530	1216	1036	729	1296	1004	1457	1002	892	1213	1115	0.416369	2	"neutral"	120	15215	1170.38461538462	1.1358574610245	0.0545319371174899	0.00230491110478507	FALSE	1.1268534531941	1.1358574610245	0.00297373216578587	0.0545319371174899	FALSE	FALSE
"121"	"chr1-120"	"chr1"	120000001	121000000	"."	1000000	1030	1141	1196	1123	841	662	1064	916	1296	828	780	1034	940	0.406162	2	"neutral"	121	12851	988.538461538462	0.958888245512449	0.0681152886567116	0.00504606932842715	FALSE	0.956704657278378	0.958888245512449	0.00463969254878715	0.0681152886567116	FALSE	FALSE
"122"	"chr1-121"	"chr1"	121000001	122000000	"."	1000000	939	1308	1429	1054	810	711	1068	643	1352	1099	768	950	1094	0.400204	2	"neutral"	122	13225	1017.30769230769	0.983402489626556	0.130121268270944	0.0175078964121567	FALSE	0.974238844807889	0.983402489626556	0.00564333433368019	0.0751221294538446	FALSE	FALSE
"123"	"chr1-122"	"chr1"	122000001	123000000	"."	1000000	1463	3138	3800	2053	1399	1564	1319	582	3068	3314	1304	1719	2511	0.393769	2	"neutral"	123	27234	2094.92307692308	1.9240862230553	0.807960350677761	0.176331961313821	FALSE	1.95141091481251	1.9240862230553	0.0398176916302346	0.199543708570916	TRUE	TRUE
"124"	"chr1-123"	"chr1"	123000001	124000000	"."	1000000	2525	5164	6818	3404	2166	2590	2307	719	5243	5639	2113	2691	4332	0.392079	2	"neutral"	124	45711	3516.23076923077	3.19025304592315	1.4602421767555	0.209507470012012	FALSE	3.19025304592315	3.19025304592315	NA	NA	FALSE	FALSE
"125"	"chr1-124"	"chr1"	124000001	125000000	"."	1000000	3051	5764	8222	4560	2948	3366	3104	975	6799	6383	2664	3526	5007	0.395348	2	"neutral"	125	56369	4336.07692307692	4.27366447985005	1.61104364787518	0.142106442452399	FALSE	4.29563373805236	4.29563373805236	0.000965296611920164	0.0310692229049934	FALSE	FALSE
"126"	"chr1-125"	"chr1"	125000001	126000000	"."	1000000	3916	11795	12453	2295	2715	2438	2708	901	4193	7171	2127	8650	3523	0.068754	2	"neutral"	126	64885	4991.15384615385	3.34250474383302	2.8725674674723	0.738578074064958	TRUE	NA	NA	NA	NA	FALSE	TRUE
"127"	"chr1-126"	"chr1"	126000001	127000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	127	0	0	0	0	NA	TRUE	0	0	0	0	TRUE	TRUE
"128"	"chr1-127"	"chr1"	127000001	128000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	128	0	0	0	0	NA	TRUE	0	0	0	0	TRUE	TRUE
"129"	"chr1-128"	"chr1"	128000001	129000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	129	0	0	0	0	NA	TRUE	0	0	0	0	TRUE	TRUE
"130"	"chr1-129"	"chr1"	129000001	130000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	130	0	0	0	0	NA	TRUE	0	0	0	0	TRUE	TRUE
"131"	"chr1-130"	"chr1"	130000001	131000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	131	0	0	0	0	NA	TRUE	0	0	0	0	TRUE	TRUE
"132"	"chr1-131"	"chr1"	131000001	132000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	132	0	0	0	0	NA	TRUE	0	0	0	0	TRUE	TRUE
"133"	"chr1-132"	"chr1"	132000001	133000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	133	0	0	0	0	NA	TRUE	0	0	0	0	TRUE	TRUE
"134"	"chr1-133"	"chr1"	133000001	134000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	134	0	0	0	0	NA	TRUE	0	0	0	0	TRUE	TRUE
"135"	"chr1-134"	"chr1"	134000001	135000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	135	0	0	0	0	NA	TRUE	0	0	0	0	TRUE	TRUE
"136"	"chr1-135"	"chr1"	135000001	136000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	136	0	0	0	0	NA	TRUE	0	0	0	0	TRUE	TRUE
"137"	"chr1-136"	"chr1"	136000001	137000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	137	0	0	0	0	NA	TRUE	0	0	0	0	TRUE	TRUE
"138"	"chr1-137"	"chr1"	137000001	138000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	138	0	0	0	0	NA	TRUE	0	0	0	0	TRUE	TRUE
"139"	"chr1-138"	"chr1"	138000001	139000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	139	0	0	0	0	NA	TRUE	0	0	0	0	TRUE	TRUE
"140"	"chr1-139"	"chr1"	139000001	140000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	140	0	0	0	0	NA	TRUE	0	0	0	0	TRUE	TRUE
"141"	"chr1-140"	"chr1"	140000001	141000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	141	0	0	0	0	NA	TRUE	0	0	0	0	TRUE	TRUE
"142"	"chr1-141"	"chr1"	141000001	142000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	142	0	0	0	0	NA	TRUE	0	0	0	0	TRUE	TRUE
"143"	"chr1-142"	"chr1"	142000001	143000000	"."	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	"neutral"	143	0	0	0	0	NA	TRUE	0	0	0	0	TRUE	TRUE
"144"	"chr1-143"	"chr1"	143000001	144000000	"."	1000000	7123	20560	20874	4391	5222	4161	4716	1861	8416	15043	4316	13294	7693	0.341359	2	"neutral"	144	117670	9051.53846153846	6.5443234836703	4.98840232361196	0.581023140241314	FALSE	NA	NA	NA	NA	FALSE	FALSE
"145"	"chr1-144"	"chr1"	144000001	145000000	"."	1000000	1185	1279	1471	1179	861	594	1270	841	1396	977	731	1267	1049	0.422701	2	"neutral"	145	14100	1084.61538461538	1.0855365474339	0.104490842078579	0.00926547223182312	FALSE	1.0362490649378	1.0855365474339	0.0109183360782906	0.104490842078579	FALSE	FALSE
"146"	"chr1-145"	"chr1"	145000001	146000000	"."	1000000	1415	1562	1662	1401	1191	819	1395	1124	1480	1071	982	1302	1218	0.431143	2	"neutral"	146	16622	1278.61538461538	1.24030110017371	0.0697135832508326	0.00315922497407897	FALSE	1.23477900760789	1.24030110017371	0.00485998368967077	0.0697135832508326	FALSE	FALSE
"147"	"chr1-146"	"chr1"	146000001	147000000	"."	1000000	1339	1497	1612	1275	1172	785	1345	1006	1468	926	972	1334	1190	0.417594	2	"neutral"	147	15921	1224.69230769231	1.19493908153702	0.0712277473967324	0.00355309556865309	FALSE	1.18011380334152	1.19493908153702	0.00507339199921272	0.0712277473967324	FALSE	FALSE
"148"	"chr1-147"	"chr1"	147000001	148000000	"."	1000000	1126	1571	1478	1215	1039	822	1249	915	1479	944	893	1252	1117	0.411377	2	"neutral"	148	15100	1161.53846153846	1.13545454545455	0.0488042407594577	0.00184746243014562	FALSE	1.11838692674869	1.13545454545455	0.00238185391610711	0.0488042407594577	FALSE	FALSE
"149"	"chr1-148"	"chr1"	148000001	149000000	"."	1000000	1315	1588	1677	1375	1115	878	1292	1101	1440	1025	940	1429	1213	0.415429	2	"neutral"	149	16388	1260.61538461538	1.21438450899032	0.0555878573674267	0.0020953058800877	FALSE	1.21658489930739	1.21438450899032	0.00309000988670137	0.0555878573674267	FALSE	FALSE
"150"	"chr1-149"	"chr1"	149000001	150000000	"."	1000000	1346	1600	1558	1322	1063	891	1385	998	1355	1113	900	1305	1093	0.421593	2	"neutral"	150	15929	1225.30769230769	1.19850187265918	0.0790211144790266	0.00434719245251182	FALSE	1.18465040590538	1.19850187265918	0.00624433653350742	0.0790211144790266	FALSE	FALSE
"151"	"chr1-150"	"chr1"	150000001	151000000	"."	1000000	1717	1681	1904	1278	1129	823	1483	1282	1595	1161	954	1348	1140	0.436892	2	"neutral"	151	17495	1345.76923076923	1.25917602996255	0.143335132568068	0.0129578339225759	FALSE	1.26674207711356	1.24972798387707	0.0123976586189241	0.111344773648897	FALSE	FALSE
"152"	"chr1-151"	"chr1"	151000001	152000000	"."	1000000	1770	1779	1753	1362	1188	856	1493	1328	1742	1209	1074	1371	1223	0.457418	2	"neutral"	152	18148	1396	1.33258426966292	0.138030867850277	0.0107290945458486	FALSE	1.32022768063595	1.31699740580399	0.010984086875672	0.104804994516826	FALSE	FALSE
"153"	"chr1-152"	"chr1"	152000001	153000000	"."	1000000	1167	1481	1371	1170	966	763	1241	964	1509	893	901	1223	1046	0.415154	2	"neutral"	153	14695	1130.38461538462	1.09653233364574	0.0648675970658878	0.00349955429643977	FALSE	1.08920538431586	1.09653233364574	0.00420780514910237	0.0648675970658878	FALSE	FALSE
"154"	"chr1-153"	"chr1"	153000001	154000000	"."	1000000	1578	1740	1729	1317	1096	824	1610	1229	1758	1105	995	1451	1231	0.45401	2	"neutral"	154	17663	1358.69230769231	1.30337078651685	0.110114620355532	0.00713762959190518	FALSE	1.30404552006333	1.30337078651685	0.0121252296160429	0.110114620355532	FALSE	FALSE
"155"	"chr1-154"	"chr1"	154000001	155000000	"."	1000000	1926	1750	1866	1519	1160	876	1629	1355	1647	1114	1022	1546	1219	0.466412	2	"neutral"	155	18629	1433	1.38482384823848	0.170464472322452	0.015152304487328	FALSE	1.34216051986089	1.34784263572973	0.0134542016374482	0.115992248178265	FALSE	FALSE
"156"	"chr1-155"	"chr1"	155000001	156000000	"."	1000000	1853	1849	1945	1546	1212	927	1708	1369	1818	1196	1018	1561	1276	0.473341	2	"neutral"	156	19278	1482.92307692308	1.41368584758942	0.137712191160482	0.00948940443164395	FALSE	1.39730013343488	1.39937332333148	0.0108387329913554	0.104109235860011	FALSE	FALSE
"157"	"chr1-156"	"chr1"	156000001	157000000	"."	1000000	1938	1819	1962	1551	1127	884	1803	1392	1766	1254	1083	1706	1219	0.506251	2	"neutral"	157	19504	1500.30769230769	1.45360824742268	0.187133644705433	0.016573300147265	FALSE	1.45707437925988	1.45508920166234	0.0145523158848776	0.120632980087858	FALSE	FALSE
