""	"Chr"	"Start"	"End"	"Strand"	"Length"	"V6"	"V7"	"V8"	"mean"	"sd"
"chr1-208"	"chr1"	208000001	209000000	"."	1000000	2.06661732050333	2.01882352941176	1.96206533192835	2.01583539394781	0.0523400066288604
"chr1-209"	"chr1"	209000001	210000000	"."	1000000	1.90969652109548	2.06745098039216	2.10537407797682	2.02750719315482	0.103774063093376
"chr1-210"	"chr1"	210000001	211000000	"."	1000000	1.88749074759437	1.79764705882353	2.0463645943098	1.91050080024257	0.12594522621658
"chr1-211"	"chr1"	211000001	212000000	"."	1000000	2.15247964470762	2.03921568627451	2.17492096944152	2.12220543347455	0.0727418508782806
"chr1-212"	"chr1"	212000001	213000000	"."	1000000	2.00148038490007	2.04705882352941	2.12223393045311	2.05692437962753	0.0609782878469956
"chr1-213"	"chr1"	213000001	214000000	"."	1000000	2.12731310140637	2.00941176470588	1.97471022128556	2.0371450291326	0.0799922510129124
"chr1-214"	"chr1"	214000001	215000000	"."	1000000	2.15247964470762	2.08313725490196	2.05268703898841	2.096101312866	0.0511438279583066
"chr1-215"	"chr1"	215000001	216000000	"."	1000000	2.09178386380459	1.86980392156863	1.82718651211802	1.92959143249708	0.142069875333061
"chr1-216"	"chr1"	216000001	217000000	"."	1000000	2.03849000740192	1.99843137254902	1.79557428872497	1.94416522289197	0.130232956059653
"chr1-217"	"chr1"	217000001	218000000	"."	1000000	2.02368615840118	1.93725490196078	1.87987355110643	1.9469382038228	0.0723936548009709
"chr1-218"	"chr1"	218000001	219000000	"."	1000000	1.9940784603997	1.88862745098039	1.92413066385669	1.9356121917456	0.0536548968770392
"chr1-219"	"chr1"	219000001	220000000	"."	1000000	2.12583271650629	2.02980392156863	2.06322444678609	2.07295369495367	0.0487480878263419
"chr1-220"	"chr1"	220000001	221000000	"."	1000000	2.07105847520355	1.99529411764706	2.07797681770285	2.04810980351782	0.0458703430468258
"chr1-221"	"chr1"	221000001	222000000	"."	1000000	1.97779422649889	2.03294117647059	2.01264488935722	2.00779343077557	0.0278917373172122
"chr1-222"	"chr1"	222000001	223000000	"."	1000000	2.08882309400444	1.91058823529412	2.14541622760801	2.04827585230219	0.122552460606831
"chr1-223"	"chr1"	223000001	224000000	"."	1000000	1.92301998519615	1.86352941176471	2.1622760800843	1.98294182568172	0.158130841973973
"chr1-224"	"chr1"	224000001	225000000	"."	1000000	2.03256846780163	2.0156862745098	2.12223393045311	2.05682955758818	0.0572673650954585
"chr1-225"	"chr1"	225000001	226000000	"."	1000000	1.9659511472983	2.13333333333333	2.04004214963119	2.04644221008761	0.0838744277527493
"chr1-226"	"chr1"	226000001	227000000	"."	1000000	2.1139896373057	2.12862745098039	2.09905163329821	2.11388957386143	0.0147881627463351
"chr1-227"	"chr1"	227000001	228000000	"."	1000000	2.01184307920059	2.07058823529412	2.12012644889357	2.06751925446276	0.0542068816712792
"chr1-228"	"chr1"	228000001	229000000	"."	1000000	2.22057735011103	2.10666666666667	2.18335089567966	2.17019830415245	0.0580831640718864
"chr1-229"	"chr1"	229000001	230000000	"."	1000000	1.98963730569948	2.07686274509804	2.05057955742887	2.03902653607546	0.0447456539382549
"chr1-230"	"chr1"	230000001	231000000	"."	1000000	2.17024426350851	2.16627450980392	2.1390937829294	2.15853751874728	0.0169553496877936
"chr1-231"	"chr1"	231000001	232000000	"."	1000000	2.08734270910437	2.03294117647059	2.11169652265543	2.07732680274346	0.0403217053625747
"chr1-232"	"chr1"	232000001	233000000	"."	1000000	1.93930421909697	1.9921568627451	2.10537407797682	2.01227838660629	0.0848437169091857
"chr1-233"	"chr1"	233000001	234000000	"."	1000000	1.91709844559585	1.95294117647059	1.95785036880927	1.94262999695857	0.0222468004125278
"chr1-234"	"chr1"	234000001	235000000	"."	1000000	2.13767579570688	2.08313725490196	2.05057955742887	2.09046420267924	0.0440079743153812
"chr1-235"	"chr1"	235000001	236000000	"."	1000000	1.98519615099926	2.03294117647059	2.1159114857745	2.04468293774812	0.0661439823776478
"chr1-236"	"chr1"	236000001	237000000	"."	1000000	1.91709844559585	1.99843137254902	1.99789251844046	1.97114077886178	0.046802808992159
"chr1-237"	"chr1"	237000001	238000000	"."	1000000	1.85788304959289	2.04235294117647	1.92413066385669	1.94145555154202	0.0934473061419965
"chr1-238"	"chr1"	238000001	239000000	"."	1000000	1.95114729829756	1.89333333333333	1.75974710221286	1.86807591128125	0.0981680283587961
"chr1-239"	"chr1"	239000001	240000000	"."	1000000	1.9940784603997	2.05803921568627	1.85879873551106	1.97030547053235	0.101725407448371
"chr1-240"	"chr1"	240000001	241000000	"."	1000000	1.97335307179867	1.92470588235294	1.85036880927292	1.91614258780818	0.0619377083636929
"chr1-241"	"chr1"	241000001	242000000	"."	1000000	2.1080680977054	2.15058823529412	1.86301369863014	2.04055667720989	0.155219594308733
"chr1-242"	"chr1"	242000001	243000000	"."	1000000	2.12879348630644	2.15372549019608	1.95785036880927	2.08012311510393	0.106622556569032
"chr1-243"	"chr1"	243000001	244000000	"."	1000000	2.04737231680237	1.89333333333333	2.20021074815595	2.04697213276389	0.153439098806341
"chr1-244"	"chr1"	244000001	245000000	"."	1000000	1.97483345669874	2.00627450980392	1.9304531085353	1.97052035834599	0.0380942690655001
"chr1-245"	"chr1"	245000001	246000000	"."	1000000	2.119911176906	2.06901960784314	2.22339304531085	2.13744127668666	0.0786655442213414
"chr1-246"	"chr1"	246000001	247000000	"."	1000000	1.95558845299778	1.94666666666667	2.01264488935722	1.97163333634055	0.0357960916646419
"chr1-247"	"chr1"	247000001	248000000	"."	1000000	1.93930421909697	1.89490196078431	2.08008429926238	1.97143015971455	0.0966808236749925
"chr1-248"	"chr1"	248000001	248956422	"."	956422	1.85048112509252	1.94039215686275	1.85036880927292	1.8804140304094	0.0519426115376507
"chr2-0"	"chr2"	1	1000000	"."	1000000	2.01036269430052	2.18352941176471	1.87355110642782	2.02248107083101	0.155344065648429
"chr2-1"	"chr2"	1000001	2000000	"."	1000000	2.07846039970392	2.10666666666667	2.00632244467861	2.06381650368307	0.0517501061795953
"chr2-2"	"chr2"	2000001	3000000	"."	1000000	2.02960769800148	2.13333333333333	1.94731296101159	2.03675133078213	0.0932157086904269
"chr2-3"	"chr2"	3000001	4000000	"."	1000000	2.04737231680237	2.07843137254902	2.07376185458377	2.06652184797839	0.0167475224347638
"chr2-4"	"chr2"	4000001	5000000	"."	1000000	2.12879348630644	1.99843137254902	1.71759747102213	1.9482741099592	0.210136512746601
"chr2-5"	"chr2"	5000001	6000000	"."	1000000	1.91709844559585	2.14588235294118	1.78503688092729	1.94933922648811	0.182570437455349
"chr2-6"	"chr2"	6000001	7000000	"."	1000000	2.03700962250185	2.10352941176471	2.03371970495258	2.05808624640638	0.0393892986445355
"chr2-7"	"chr2"	7000001	8000000	"."	1000000	1.99555884529978	2.0956862745098	2.10958904109589	2.06694472030182	0.0622115671884467
"chr2-8"	"chr2"	8000001	9000000	"."	1000000	1.98519615099926	2.00470588235294	2.03793466807165	2.00927890047462	0.02666499890877
"chr2-9"	"chr2"	9000001	10000000	"."	1000000	1.94226498889711	1.9843137254902	2.12012644889357	2.01556838776029	0.0929586745453665
"chr2-10"	"chr2"	10000001	11000000	"."	1000000	2.04441154700222	2.16313725490196	2.10748155953635	2.10501012048018	0.0594014262230285
"chr2-11"	"chr2"	11000001	12000000	"."	1000000	2.09178386380459	2.10352941176471	1.93677555321391	2.0440296095944	0.0930702096901751
"chr2-12"	"chr2"	12000001	13000000	"."	1000000	2.05625462620281	2.02980392156863	2.20442571127503	2.09682808634882	0.0941161336394103
"chr2-13"	"chr2"	13000001	14000000	"."	1000000	1.91561806069578	1.78980392156863	1.77449947312961	1.82664048513134	0.0774358654016344
"chr2-14"	"chr2"	14000001	15000000	"."	1000000	2.08586232420429	1.9843137254902	1.8840885142255	1.98475485464	0.100887628302655
"chr2-15"	"chr2"	15000001	16000000	"."	1000000	2.01332346410067	1.94196078431373	2.00842992623815	1.98790472488418	0.0398637797324715
"chr2-16"	"chr2"	16000001	17000000	"."	1000000	2.10362694300518	2.12705882352941	2.23393045310854	2.15487207321438	0.0694617436423988
"chr2-17"	"chr2"	17000001	18000000	"."	1000000	2.17172464840859	2.05647058823529	2.11380400421496	2.11399974695295	0.0576272794171458
"chr2-18"	"chr2"	18000001	19000000	"."	1000000	2.13323464100666	1.90901960784314	1.94942044257113	1.99722489714031	0.119507508892215
"chr2-19"	"chr2"	19000001	20000000	"."	1000000	2.04737231680237	2.0078431372549	1.85879873551106	1.97133806318944	0.0994457853036036
"chr2-20"	"chr2"	20000001	21000000	"."	1000000	1.90821613619541	2.10509803921569	2.00421496311907	2.00584304617672	0.098451048369498
"chr2-21"	"chr2"	21000001	22000000	"."	1000000	2.079940784604	1.97333333333333	1.83561643835616	1.9629635187645	0.122491821494342
"chr2-22"	"chr2"	22000001	23000000	"."	1000000	1.95410806809771	1.94823529411765	1.86512118018967	1.92248818080168	0.0497679810517594
"chr2-23"	"chr2"	23000001	24000000	"."	1000000	1.99111769059956	2.22901960784314	2.16438356164384	2.12817362002884	0.123015041604122
"chr2-24"	"chr2"	24000001	25000000	"."	1000000	2.04737231680237	1.85411764705882	2.26554267650158	2.05567754678759	0.205838216439086
"chr2-25"	"chr2"	25000001	26000000	"."	1000000	2.07105847520355	2.08313725490196	2.14330874604847	2.099168158718	0.0387010053766083
"chr2-26"	"chr2"	26000001	27000000	"."	1000000	2.04145077720207	2.09882352941176	1.97892518440464	2.03973316367282	0.059967624023626
"chr2-27"	"chr2"	27000001	28000000	"."	1000000	2.06217616580311	2.10352941176471	1.92413066385669	2.02994541380817	0.0939419699514565
"chr2-28"	"chr2"	28000001	29000000	"."	1000000	2.05329385640266	2.02980392156863	2.13698630136986	2.07336135978039	0.056338655946208
"chr2-29"	"chr2"	29000001	30000000	"."	1000000	2.08438193930422	1.93411764705882	2.17913593256059	2.06587850630788	0.123552712766834
"chr2-30"	"chr2"	30000001	31000000	"."	1000000	1.98667653589933	2.09098039215686	2.23393045310854	2.10386246038824	0.124129310218264
"chr2-31"	"chr2"	31000001	32000000	"."	1000000	1.8519615099926	2.07372549019608	2.06111696522655	1.99560132180508	0.124555370733742
"chr2-32"	"chr2"	32000001	33000000	"."	1000000	2.03849000740192	2.02509803921569	2.04004214963119	2.0345433987496	0.00821665375433618
"chr2-33"	"chr2"	33000001	34000000	"."	1000000	2.00444115470022	2.03137254901961	2.17492096944152	2.07024489105378	0.0916468004895589
"chr2-34"	"chr2"	34000001	35000000	"."	1000000	1.85788304959289	1.80549019607843	1.84615384615385	1.83650903060839	0.0274958110450736
"chr2-35"	"chr2"	35000001	36000000	"."	1000000	1.96743153219837	1.49647058823529	1.73234984193888	1.73208398745752	0.235480584536395
"chr2-36"	"chr2"	36000001	37000000	"."	1000000	2.10214655810511	2.18509803921569	2.10115911485775	2.12946790405951	0.0481796400376993
"chr2-37"	"chr2"	37000001	38000000	"."	1000000	2.07698001480385	2.07686274509804	2.01264488935722	2.05549588308637	0.0371100954691276
"chr2-38"	"chr2"	38000001	39000000	"."	1000000	2.22945965951147	1.94823529411765	2.09062170706006	2.08943888689639	0.140615913823595
"chr2-39"	"chr2"	39000001	40000000	"."	1000000	1.91413767579571	2.12705882352941	2.08640674394099	2.04253441442204	0.113037337907102
"chr2-40"	"chr2"	40000001	41000000	"."	1000000	1.94374537379719	2.08156862745098	1.94099051633298	1.98876817252705	0.0803793545350941
"chr2-41"	"chr2"	41000001	42000000	"."	1000000	1.91857883049593	1.83529411764706	1.98314014752371	1.91233769855557	0.0741203476347394
"chr2-42"	"chr2"	42000001	43000000	"."	1000000	2.15099925980755	1.9043137254902	2.14752370916754	2.06761223148843	0.14143133107273
"chr2-43"	"chr2"	43000001	44000000	"."	1000000	2.05181347150259	2.06117647058824	2.14963119072708	2.08754037760597	0.0539756263835825
"chr2-44"	"chr2"	44000001	45000000	"."	1000000	2.00888230940044	2.16	2.15173867228662	2.10687366056235	0.0849634689781409
"chr2-45"	"chr2"	45000001	46000000	"."	1000000	2.02072538860104	2.02980392156863	2.27186512118019	2.10746481044995	0.142447188692372
"chr2-46"	"chr2"	46000001	47000000	"."	1000000	2.18948926720947	2.01411764705882	2.21917808219178	2.14092833215336	0.110819983867408
"chr2-47"	"chr2"	47000001	48000000	"."	1000000	2.00148038490007	1.96705882352941	2.12223393045311	2.03025771296086	0.0814918978177214
"chr2-48"	"chr2"	48000001	49000000	"."	1000000	2.03108808290155	1.99529411764706	2.1622760800843	2.0628860935443	0.0879151810296452
"chr2-49"	"chr2"	49000001	50000000	"."	1000000	1.97483345669874	2.07843137254902	1.94520547945205	1.99949010289994	0.0699517497943349
"chr2-50"	"chr2"	50000001	51000000	"."	1000000	1.85640266469282	1.89803921568627	1.7218124341412	1.8254181048401	0.092108641534787
"chr2-51"	"chr2"	51000001	52000000	"."	1000000	2.00444115470022	1.8243137254902	1.77028451001054	1.86634646340032	0.122606675410634
"chr2-52"	"chr2"	52000001	53000000	"."	1000000	1.90229459659511	1.90901960784314	1.93888303477345	1.91673241307057	0.0194754711224036
"chr2-53"	"chr2"	53000001	54000000	"."	1000000	2.06365655070318	1.90588235294118	2.12644889357218	2.03199593240551	0.11364064314639
"chr2-54"	"chr2"	54000001	55000000	"."	1000000	2.02664692820133	1.97176470588235	2.22760800842993	2.07533988083787	0.134692990136682
"chr2-55"	"chr2"	55000001	56000000	"."	1000000	1.98519615099926	2.12392156862745	1.91570073761855	2.00827281908175	0.106011216736022
"chr2-56"	"chr2"	56000001	57000000	"."	1000000	2.00296076980015	1.88078431372549	1.80189673340358	1.89521393897641	0.101305711816665
"chr2-57"	"chr2"	57000001	58000000	"."	1000000	1.90081421169504	1.9356862745098	1.94099051633298	1.92583033417928	0.0218263266135045
"chr2-58"	"chr2"	58000001	59000000	"."	1000000	1.98223538119911	1.89647058823529	2.01475237091675	1.96448611345039	0.0611058295728647
"chr2-59"	"chr2"	59000001	60000000	"."	1000000	2.0340488527017	2.05803921568627	1.92834562697576	2.00681123178791	0.0690037878158527
"chr2-60"	"chr2"	60000001	61000000	"."	1000000	2.16136195410807	2.01254901960784	2.34562697576396	2.17317931649329	0.166853135300456
"chr2-61"	"chr2"	61000001	62000000	"."	1000000	1.95262768319763	1.79921568627451	1.90937829293994	1.88707388747069	0.0791007274144006
"chr2-62"	"chr2"	62000001	63000000	"."	1000000	2.05921539600296	2.04549019607843	2.21917808219178	2.10796122475772	0.0965607959338184
"chr2-63"	"chr2"	63000001	64000000	"."	1000000	2	2.03921568627451	1.97471022128556	2.00464196918669	0.0325023024077937
"chr2-64"	"chr2"	64000001	65000000	"."	1000000	2.0740192450037	2.10666666666667	2.23603793466807	2.13890794877948	0.0856862833500694
"chr2-65"	"chr2"	65000001	66000000	"."	1000000	1.96150999259808	2.10509803921569	2.08219178082192	2.04959993754523	0.0771430681849937
"chr2-66"	"chr2"	66000001	67000000	"."	1000000	2.05329385640266	2.23058823529412	2.02739726027397	2.10375978399025	0.110597244395446
"chr2-67"	"chr2"	67000001	68000000	"."	1000000	2.07549962990378	1.96235294117647	2.0231822971549	2.02034495607838	0.056626682498419
"chr2-68"	"chr2"	68000001	69000000	"."	1000000	1.91413767579571	1.9356862745098	2.16016859852476	2.00333084961009	0.136252138112036
"chr2-69"	"chr2"	69000001	70000000	"."	1000000	2.08142116950407	1.94823529411765	1.98946259220232	2.00637301860801	0.0681842448189375
"chr2-70"	"chr2"	70000001	71000000	"."	1000000	2.13619541080681	2.09098039215686	2.10537407797682	2.1108499603135	0.023099533402271
"chr2-71"	"chr2"	71000001	72000000	"."	1000000	2.1539600296077	2.10823529411765	2.13698630136986	2.1330605416984	0.0231137740461684
"chr2-72"	"chr2"	72000001	73000000	"."	1000000	2.12879348630644	2.10666666666667	1.91570073761855	2.05038696353055	0.117165198009722
"chr2-73"	"chr2"	73000001	74000000	"."	1000000	2.06661732050333	2.16313725490196	1.97892518440464	2.06955991993664	0.0921412822669431
"chr2-74"	"chr2"	74000001	75000000	"."	1000000	2.06661732050333	2.08627450980392	2.14330874604847	2.09873352545191	0.0398348338922615
"chr2-75"	"chr2"	75000001	76000000	"."	1000000	2.05477424130274	2.04392156862745	1.95574288724974	2.01814623239331	0.0543146227077025
"chr2-76"	"chr2"	76000001	77000000	"."	1000000	1.94522575869726	1.98117647058824	1.80611169652266	1.91083797526938	0.0924597670150108
"chr2-77"	"chr2"	77000001	78000000	"."	1000000	1.98223538119911	1.86823529411765	1.78082191780822	1.87709753104166	0.100998763562984
"chr2-78"	"chr2"	78000001	79000000	"."	1000000	1.86380458919319	1.87137254901961	1.76185458377239	1.8323439073284	0.0611627096809887
"chr2-79"	"chr2"	79000001	80000000	"."	1000000	1.9940784603997	2.13803921568627	1.95152792413066	2.02788186673888	0.0977426118923274
"chr2-80"	"chr2"	80000001	81000000	"."	1000000	2.04589193190229	1.98901960784314	1.87144362486828	1.96878505487124	0.0889670208967216
"chr2-81"	"chr2"	81000001	82000000	"."	1000000	1.8119911176906	2.02666666666667	1.66491043203372	1.834522738797	0.18192759215197
"chr2-82"	"chr2"	82000001	83000000	"."	1000000	2.03108808290155	1.81490196078431	1.80611169652266	1.88403391340284	0.127428465272343
"chr2-83"	"chr2"	83000001	84000000	"."	1000000	1.90081421169504	1.94352941176471	1.78082191780822	1.87505518042266	0.0843568486636908
"chr2-84"	"chr2"	84000001	85000000	"."	1000000	1.99555884529978	2.01098039215686	1.94309799789252	1.98321241178305	0.0355855402966169
"chr2-85"	"chr2"	85000001	86000000	"."	1000000	2.04737231680237	1.89803921568627	2.03793466807165	1.9944487335201	0.0836263334728003
"chr2-86"	"chr2"	86000001	87000000	"."	1000000	1.96743153219837	2.11294117647059	2.11169652265543	2.06402307710813	0.0836530465782337
"chr2-87"	"chr2"	87000001	88000000	"."	1000000	1.96447076239822	1.97803921568627	2.11380400421496	2.01877132743315	0.0825798581579939
"chr2-88"	"chr2"	88000001	89000000	"."	1000000	2.1539600296077	2.13019607843137	2.08429926238145	2.12281845680684	0.0354115461151205
"chr2-89"	"chr2"	89000001	90000000	"."	1000000	2.09770540340489	1.98274509803922	2.10326659641728	2.06123903262046	0.0680345870970338
"chr2-90"	"chr2"	90000001	91000000	"."	1000000	1.46558105107328	2.04392156862745	2.08008429926238	1.86319563965437	0.344818730003355
"chr2-91"	"chr2"	91000001	92000000	"."	1000000	1.8060695780903	1.76156862745098	1.81664910432034	1.79476243662054	0.0292293229343731
"chr2-92"	"chr2"	92000001	93000000	"."	1000000	2.96225018504811	2.85019607843137	2.20021074815595	2.67088567054515	0.411448894307632
"chr2-93"	"chr2"	93000001	94000000	"."	1000000	1.65655070318283	1.55921568627451	1.25605900948367	1.49060846631367	0.208874632623428
"chr2-94"	"chr2"	94000001	95000000	"."	1000000	1.75277572168764	1.68313725490196	1.63329820864067	1.68973706174342	0.0600115582094846
"chr2-95"	"chr2"	95000001	96000000	"."	1000000	2.08290155440414	2.29647058823529	2.2086406743941	2.19600427234451	0.107343803013782
"chr2-96"	"chr2"	96000001	97000000	"."	1000000	2.04885270170244	2.10039215686275	2.13277133825079	2.09400539893866	0.0423223037844006
