""	"Chr"	"Start"	"End"	"Strand"	"Length"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"mean"	"sd"
"chr1-70"	"chr1"	70000001	71000000	"."	1000000	2.02062868369352	2.04067796610169	2.04261363636364	1.85148514851485	1.92492307692308	2.00878734622144	1.94059405940594	2	2.12786489746683	1.91265729089563	1.97176470588235	2.03793466807165	1.96765498652291	2.02639019792648	1.96142719382835	1.90860624523991	1.87060998151571	2.09317269076305	1.9559585492228	1.98230270129262	0.0724205723955705
"chr1-71"	"chr1"	71000001	72000000	"."	1000000	1.83889980353635	2.05084745762712	2.10795454545455	1.83168316831683	1.89169230769231	1.86731107205624	1.9009900990099	1.89763779527559	2.06513872135103	1.92153960029608	1.96862745098039	2.04847207586934	1.92991913746631	2.13006597549482	2.03471552555448	1.95277989337395	1.96487985212569	2.03212851405622	1.80829015544041	1.96018806057777	0.0960442996184938
"chr1-72"	"chr1"	72000001	73000000	"."	1000000	1.77406679764244	1.76271186440678	1.90909090909091	1.91089108910891	1.68984615384615	1.85676625659051	1.86138613861386	1.77637795275591	2.04825090470446	1.82235381199112	1.72078431372549	1.61222339304531	1.75741239892183	1.9057492931197	1.91321118611379	1.98172124904798	1.70609981515712	2.01927710843374	1.76943005181347	1.83145529937524	0.117255052918439
"chr1-73"	"chr1"	73000001	74000000	"."	1000000	1.82318271119843	1.99322033898305	2.05965909090909	1.92079207920792	1.86523076923077	1.92355008787346	1.94554455445545	1.89763779527559	2.05790108564536	2.06217616580311	1.81333333333333	1.80821917808219	1.88679245283019	1.91140433553252	2.19093539054966	2.03655750190404	1.8724584103512	1.92610441767068	1.81865284974093	1.93754487097774	0.104455415269024
"chr1-74"	"chr1"	74000001	75000000	"."	1000000	1.89194499017682	2.24406779661017	2.00568181818182	1.91089108910891	1.88184615384615	1.90949033391916	1.73762376237624	1.8755905511811	2.0313630880579	2.06957809030348	1.94039215686275	1.83140147523709	1.84366576819407	1.96229971724788	1.90356798457088	2.13861386138614	1.95748613678373	1.97429718875502	1.79274611398964	1.94223937246258	0.120161849910329
"chr1-75"	"chr1"	75000001	76000000	"."	1000000	1.96070726915521	2.24067796610169	2.04829545454545	1.98019801980198	1.96430769230769	1.94991212653779	2.04207920792079	1.94803149606299	2.00241254523522	1.93042190969652	2.00156862745098	1.92202318229715	1.86792452830189	1.88689915174364	2.02314368370299	2.10814927646611	1.97597042513863	2.07389558232932	1.96113989637306	1.99409252848258	0.0852222308625858
"chr1-76"	"chr1"	76000001	77000000	"."	1000000	2.0294695481336	1.95932203389831	2.01136363636364	1.99009900990099	1.91507692307692	2.01318101933216	2.05940594059406	1.98110236220472	1.93968636911942	2.07549962990378	2.08627450980392	2.1622760800843	2.05390835579515	2.01131008482564	2.00771456123433	2.01370906321401	2.05914972273567	1.94056224899598	2.02072538860104	2.0173598151483	0.0587620305002538
"chr1-77"	"chr1"	77000001	78000000	"."	1000000	1.99901768172888	2.19661016949153	1.9375	1.98019801980198	1.89723076923077	1.93936731107206	1.96039603960396	1.92283464566929	2.12303980699638	2.05181347150259	2.16156862745098	1.89251844046365	2.08355795148248	2.11498586239397	1.99614271938284	1.98172124904798	1.96487985212569	2.03052208835341	2.10880829015544	2.01803752610284	0.0908512446048777
"chr1-78"	"chr1"	78000001	79000000	"."	1000000	1.8467583497053	2	1.85227272727273	2.1980198019802	1.91692307692308	1.93497363796134	1.91336633663366	1.9496062992126	2.13268998793727	1.93930421909697	2.09098039215686	1.83983140147524	2.1644204851752	1.96418473138549	2.07521697203472	2.08073115003808	2.07024029574861	2.06746987951807	1.90414507772021	1.99690183273556	0.110528767280808
"chr1-79"	"chr1"	79000001	80000000	"."	1000000	1.77799607072692	2.09830508474576	2.07670454545455	1.61386138613861	1.85846153846154	1.74253075571178	1.67079207920792	1.89763779527559	2.00482509047045	1.83715766099186	1.80078431372549	1.6522655426765	1.91913746630728	1.97360980207352	2.13693346190935	1.98172124904798	2.04621072088725	1.914859437751	1.82901554404145	1.88593734450552	0.153479520104494
"chr1-80"	"chr1"	80000001	81000000	"."	1000000	1.7328094302554	2.09830508474576	2.09943181818182	2.14851485148515	1.86030769230769	1.80404217926186	1.82425742574257	1.73700787401575	2.02171290711701	2	1.87294117647059	1.68387776606955	1.97304582210243	1.94910461828464	2.13114754098361	1.99086062452399	1.69870609981516	2.15421686746988	1.83678756476684	1.92721459703156	0.157877073247217
"chr1-81"	"chr1"	81000001	82000000	"."	1000000	1.8811394891945	2.04406779661017	2.08806818181818	2	1.89661538461538	1.84797891036907	1.88613861386139	1.8251968503937	2.09167671893848	1.93782383419689	2.03137254901961	1.97471022128556	1.80862533692722	2.05843543826579	2.02121504339441	1.97562833206398	1.85027726432532	2.01767068273092	1.91968911917098	1.95559630353587	0.090627252121734
"chr1-82"	"chr1"	82000001	83000000	"."	1000000	2.02554027504912	2.04067796610169	2.02840909090909	1.85148514851485	1.96738461538462	1.99824253075571	1.92821782178218	1.96062992125984	2.08443908323281	1.91857883049593	2.07686274509804	1.87987355110643	2.04312668463612	1.93213949104618	2.14079074252652	1.94668697638995	2.04621072088725	2.06907630522088	1.80569948186528	1.9865301043296	0.0873624292726638
"chr1-83"	"chr1"	83000001	84000000	"."	1000000	1.93516699410609	2.08474576271186	1.99147727272727	1.93069306930693	1.98769230769231	1.92970123022847	1.90594059405941	2.08818897637795	1.95416164053076	2.10362694300518	2.03137254901961	2.1390937829294	2.04851752021563	2.03581526861451	2.12536162005786	2.08834729626809	2.02402957486137	2.11887550200803	2.02072538860104	2.02860701543799	0.0737477214835999
"chr1-84"	"chr1"	84000001	85000000	"."	1000000	1.90471512770138	1.89491525423729	2.00284090909091	1.94059405940594	1.92184615384615	1.90773286467487	1.98267326732673	2.08661417322835	2.12062726176116	1.96150999259808	2.00156862745098	2.19810326659642	1.98921832884097	1.96041470311027	2.0327868852459	2.02437166793602	1.91312384473198	2.08674698795181	2.0259067357513	1.9977005321835	0.0817712960854197
"chr1-85"	"chr1"	85000001	86000000	"."	1000000	1.93123772102161	1.96610169491525	2.17045454545455	1.9009900990099	1.94092307692308	2.05272407732865	1.99257425742574	1.97795275590551	2.13268998793727	1.93782383419689	1.81333333333333	1.93677555321391	1.99191374663073	1.8114985862394	1.87463837994214	1.91165270373191	1.92051756007394	2.04979919678715	1.96373056994819	1.96196482526417	0.0923776972463763
"chr1-86"	"chr1"	86000001	87000000	"."	1000000	1.86935166994106	2.04406779661017	2.08806818181818	2.24752475247525	1.98215384615385	2.03251318101933	1.90841584158416	1.87874015748031	2.00241254523522	2.06513693560326	2.03294117647059	2.00421496311907	2.06199460916442	2.09048067860509	2.08100289296046	2.00761614623001	1.9630314232902	1.82329317269076	2.13212435233161	2.01658338540963	0.100368047511381
"chr1-87"	"chr1"	87000001	88000000	"."	1000000	2.00687622789784	2.03389830508475	1.81534090909091	1.93069306930693	2.05661538461538	2.08699472759227	2.01732673267327	2.13070866141732	2.04825090470446	1.97927461139896	2.09882352941176	2.04847207586934	2.22641509433962	2.124410933082	2.19093539054966	2.02437166793602	2.16820702402957	1.99518072289157	2.12953367875648	2.05854366582359	0.0962919777715937
"chr1-88"	"chr1"	88000001	89000000	"."	1000000	2.01571709233792	2.00677966101695	2.37215909090909	1.83168316831683	1.92246153846154	1.98506151142355	1.91831683168317	2.07874015748031	2.09167671893848	1.88304959289415	1.94666666666667	1.94309799789252	1.90566037735849	2.04524033930254	1.85342333654773	2.14775323686215	1.88724584103512	2.0144578313253	2.14766839378238	1.99983470443342	0.129826404358398
"chr1-89"	"chr1"	89000001	90000000	"."	1000000	1.93320235756385	1.88474576271186	2.02840909090909	2.17821782178218	1.968	2.04657293497364	1.8960396039604	1.98897637795276	2.07478890229192	2.04293116210215	2.01725490196078	2.14541622760801	2.14016172506739	2.16399622997172	2.11378977820636	2.05940594059406	2.17560073937153	2.08192771084337	2.20725388601036	2.06035216599376	0.0965028584868
"chr1-90"	"chr1"	90000001	91000000	"."	1000000	1.91060903732809	2.0271186440678	1.81818181818182	2.06930693069307	1.99076923076923	1.89982425307557	1.81683168316832	2.00787401574803	2.19541616405308	1.99259807549963	1.8243137254902	1.96838777660695	2.09164420485175	1.96041470311027	1.97107039537126	1.97867479055598	2.00369685767098	2.13815261044177	2.00777202072539	1.98277141775838	0.101435708337114
"chr1-91"	"chr1"	91000001	92000000	"."	1000000	2.07662082514735	1.92203389830508	2.08806818181818	1.9009900990099	1.97353846153846	2.00702987697715	1.81930693069307	1.96377952755906	1.81182147165259	1.89637305699482	1.90588235294118	1.9768177028451	1.9811320754717	1.97360980207352	2.09836065573771	2.05635948210206	2.10720887245841	2.01285140562249	2.15284974093264	1.98550707473055	0.0956556218300531
"chr1-92"	"chr1"	92000001	93000000	"."	1000000	1.8909626719057	1.99322033898305	2.02840909090909	1.77227722772277	1.95692307692308	2.03954305799649	1.84405940594059	2.03464566929134	2.04825090470446	1.89045151739452	2.03607843137255	2.14752370916754	1.79514824797844	2.08294062205467	1.87270973963356	1.87509520182788	1.89833641404806	2.04016064257028	1.99740932642487	1.96021817351836	0.103672567614838
"chr1-93"	"chr1"	93000001	94000000	"."	1000000	1.96660117878193	1.77627118644068	2.05397727272727	1.8019801980198	2.05353846153846	2.06414762741652	1.88118811881188	1.93070866141732	2.08443908323281	2.10510732790526	2.12862745098039	2.19178082191781	1.89487870619946	2.05843543826579	2.00964320154291	2.02284843869002	1.95009242144177	2.19919678714859	2.16839378238342	2.01799242972958	0.122509115654756
"chr1-94"	"chr1"	94000001	95000000	"."	1000000	2.08840864440079	2	2.13920454545455	2.10891089108911	2.03323076923077	2.09402460456942	2.2450495049505	2.1748031496063	2.22677925211098	2.01184307920059	1.98588235294118	2.05900948366702	2.13477088948787	2.06032045240339	1.88042430086789	1.94211728865194	2.02033271719039	2.09317269076305	2.10103626943005	2.07364846768504	0.0914548966838577
"chr1-95"	"chr1"	95000001	96000000	"."	1000000	1.79273084479371	2.01694915254237	1.88636363636364	2.01980198019802	1.87938461538462	2.04130052724077	1.95792079207921	1.94488188976378	1.94451145958987	2.07846039970392	2.0078431372549	1.90937829293994	1.95687331536388	1.99811498586239	1.74156219864995	2.02132520944402	2.11090573012939	2.09156626506024	1.96113989637306	1.96636917519672	0.0957246310255553
"chr1-96"	"chr1"	96000001	97000000	"."	1000000	1.91453831041257	1.91864406779661	2.00852272727273	1.94059405940594	1.90461538461538	1.97275922671353	1.80693069306931	1.81732283464567	1.87937273823884	2.00296076980015	2.10352941176471	1.86512118018967	2.05390835579515	1.86993402450518	1.97685631629701	2.05940594059406	1.92421441774492	2.08674698795181	1.99222797927461	1.95253712768883	0.0868896553082678
"chr1-97"	"chr1"	97000001	98000000	"."	1000000	1.89685658153242	2.07118644067797	2.22443181818182	2.1980198019802	1.81907692307692	1.8427065026362	1.82920792079208	1.78425196850394	2.13027744270205	1.95854922279793	1.86196078431373	2.0927291886196	1.95148247978437	2.02639019792648	2.21022179363549	2.05026656511805	1.80221811460259	2.12208835341365	2.14507772020725	2.00089472739488	0.150858453233239
"chr1-98"	"chr1"	98000001	99000000	"."	1000000	1.86345776031434	2.07118644067797	2.34659090909091	2.05940594059406	1.93969230769231	1.93760984182777	1.7029702970297	1.96220472440945	2.03377563329312	1.94226498889711	1.87294117647059	2.07165437302424	2.04851752021563	2.22054665409991	1.98842815814851	2.03046458492003	1.90018484288355	2.02248995983936	1.98445595854922	1.99993905641988	0.136028979267762
"chr1-99"	"chr1"	99000001	100000000	"."	1000000	1.92239685658153	1.87457627118644	2.32102272727273	1.67326732673267	1.98523076923077	1.94112478031634	1.94554455445545	1.98582677165354	2.03618817852835	1.98075499629904	1.92627450980392	1.99789251844046	2.22641509433962	2.01885014137606	1.99807135969142	2.08530083777609	1.83179297597043	2.03052208835341	2	1.9884764609478	0.135633280357909
"chr1-100"	"chr1"	100000001	101000000	"."	1000000	1.90275049115914	1.94237288135593	1.92045454545455	1.84158415841584	1.98892307692308	1.91300527240773	2.03960396039604	1.8755905511811	2.10856453558504	2.1139896373057	2.11294117647059	1.95152792413066	1.95148247978437	1.90386427898209	2.05978784956606	1.94668697638995	2.00554528650647	2.0433734939759	2.09067357512953	1.98488011321683	0.0858378683819941
"chr1-101"	"chr1"	101000001	102000000	"."	1000000	1.87033398821218	2.16271186440678	1.92897727272727	2.16831683168317	1.91076923076923	1.93145869947276	1.9480198019802	1.83937007874016	2.05790108564536	2.01184307920059	2.05019607843137	2	1.8355795148248	1.90009425070688	1.89392478302797	2.07616146230008	1.86136783733826	2.06907630522088	1.90414507772021	1.96948669696885	0.103654282199031
"chr1-102"	"chr1"	102000001	103000000	"."	1000000	1.74361493123772	1.93559322033898	2.03693181818182	2.0990099009901	1.80184615384615	1.80492091388401	1.68316831683168	1.76220472440945	1.9686369119421	2.02368615840118	1.93411764705882	1.75553213909378	1.83288409703504	1.86804901036758	1.9344262295082	2.03960396039604	1.65619223659889	2.09638554216867	1.74870466321244	1.88028992502646	0.139546646603768
"chr1-103"	"chr1"	103000001	104000000	"."	1000000	1.66208251473477	2.06440677966102	1.90340909090909	1.94059405940594	1.84369230769231	1.90685413005272	1.8490099009901	1.77007874015748	1.99758745476478	1.70688378978534	2.12549019607843	2.07165437302424	1.91374663072776	2.08671065032988	1.93635486981678	2.37928408225438	1.83733826247689	2.085140562249	2.12953367875648	1.95841326704565	0.171150194309262
"chr1-104"	"chr1"	104000001	105000000	"."	1000000	1.70726915520629	1.90508474576271	1.99715909090909	2.10891089108911	1.81046153846154	1.87170474516696	1.60148514851485	1.89133858267717	1.8962605548854	1.89341228719467	1.8556862745098	1.7218124341412	1.92722371967655	1.84165881244109	1.86692381870781	1.91165270373191	1.76894639556377	1.93092369477912	1.75647668393782	1.8560205935451	0.112887802258388
"chr1-105"	"chr1"	105000001	106000000	"."	1000000	1.79469548133595	1.89830508474576	2.04545454545455	1.94059405940594	1.80184615384615	1.71001757469244	1.84405940594059	1.86299212598425	1.76115802171291	1.81643227239082	1.87450980392157	1.70284510010537	1.82210242587601	1.88124410933082	1.9556412729026	1.98629093678599	1.67097966728281	2	1.80310880829016	1.85117246578972	0.103656855983058
"chr1-106"	"chr1"	106000001	107000000	"."	1000000	1.98330058939096	2.14237288135593	1.99715909090909	1.84158415841584	1.91753846153846	1.9103690685413	1.88366336633663	1.91023622047244	1.99758745476478	2.03700962250185	1.97333333333333	1.80189673340358	1.94070080862534	2.07540056550424	2.26036644165863	2.05940594059406	1.86136783733826	2.08995983935743	1.84974093264249	1.97542070245709	0.116031986243747
"chr1-107"	"chr1"	107000001	108000000	"."	1000000	2.01178781925344	2.00677966101695	2.16761363636364	2.13861386138614	1.89476923076923	2.08787346221441	2.07673267326733	1.97637795275591	2.07478890229192	1.9659511472983	2.00627450980392	2.06743940990516	2.01347708894879	2.05655042412818	2.04243008678881	2.00609291698401	2.1275415896488	1.90200803212851	1.89378238341969	2.02720446254595	0.0790152139662332
"chr1-108"	"chr1"	108000001	109000000	"."	1000000	1.9705304518664	1.98305084745763	1.98579545454545	1.94059405940594	2.04246153846154	1.98594024604569	2.08663366336634	1.93070866141732	1.83112183353438	2.1880088823094	2.04705882352941	2.00421496311907	2.16172506738544	1.97549481621112	1.57762777242044	1.84006092916984	1.78743068391867	1.89397590361446	1.90414507772021	1.95455682502625	0.137922303342993
"chr1-109"	"chr1"	109000001	110000000	"."	1000000	2.1090373280943	1.93220338983051	2.09090909090909	2.23762376237624	2.24492307692308	2.15202108963093	2.06435643564356	2.2	2	2.00148038490007	2.06117647058824	2.08008429926238	1.99460916442049	1.92459943449576	2.11764705882353	1.97867479055598	1.94639556377079	1.96787148594378	1.98445595854922	2.05726677814305	0.100127629563299
"chr1-110"	"chr1"	110000001	111000000	"."	1000000	2.11100196463654	2.27118644067797	2	1.99009900990099	2.14461538461538	2.13444639718805	2.10643564356436	2.12755905511811	1.97346200241255	1.98223538119911	2.08941176470588	2.29715489989463	2.14285714285714	2.23751178133836	1.86306653809065	1.96191926884996	2.2365988909427	2.04979919678715	2.43782383419689	2.11353603141981	0.139864547555302
"chr1-111"	"chr1"	111000001	112000000	"."	1000000	2.03634577603143	2.00338983050847	2.09090909090909	2	2.08738461538462	2.08347978910369	2.24009900990099	2.14645669291339	2.03377563329312	1.95410806809771	2.1678431372549	2.02739726027397	2.04043126684636	2.07917059377945	2.13307618129219	2.08987052551409	1.97966728280961	1.90682730923695	2.19948186528497	2.06840599623342	0.084700719554905
"chr1-112"	"chr1"	112000001	113000000	"."	1000000	2.05108055009823	1.92881355932203	2.04829545454545	2.07920792079208	2.11076923076923	2.00615114235501	2.2029702970297	2.07086614173228	1.98793727382388	1.93930421909697	2.05176470588235	2.08219178082192	1.93800539083558	2.06786050895382	1.94985535197686	1.93602437166794	1.99075785582255	1.98875502008032	2.16062176165803	2.03111750196128	0.0784373541255513
